cust,monthly_bill,tax_body,biz_type,total_yards,compost,garbage,recycle,needed_recycle,needed_compost,enough_recycle_compost,compost_cost,garbage_cost,recycle_cost
10561,1861.82,Y,MULTIFAMIL,29.6,5.280000000000001,16,8.32,8,5,1,206.52,3160.6,75
10561,1861.82,Y,MULTIFAMIL,29.6,5.280000000000001,16,8.32,8,5,1,206.52,3160.6,75
10561,1861.82,Y,MULTIFAMIL,29.6,5.280000000000001,16,8.32,8,5,1,206.52,3160.6,75
10561,1861.82,Y,MULTIFAMIL,29.6,5.280000000000001,16,8.32,8,5,1,206.52,3160.6,75
10561,1861.82,Y,MULTIFAMIL,29.6,5.280000000000001,16,8.32,8,5,1,206.52,3160.6,75
10561,1861.82,Y,MULTIFAMIL,29.6,5.280000000000001,16,8.32,8,5,1,206.52,3160.6,75
10613,482.56,COUNTY,CONTRACTOR,2,0,2,0,1,1,0,0,482.56,0
10626,438.91,S,HOME IMPRO,18,0,2,16,1,1,0,0,363.91,150
10626,438.91,S,HOME IMPRO,18,0,2,16,1,1,0,0,363.91,150
10626,438.91,S,HOME IMPRO,18,0,2,16,1,1,0,0,363.91,150
10628,515.46,C,MEDICAL,4.4,0.48,2,1.92,1,1,0,0,439.46,76
10628,515.46,C,MEDICAL,4.4,0.48,2,1.92,1,1,0,0,439.46,76
10628,515.46,C,MEDICAL,4.4,0.48,2,1.92,1,1,0,0,439.46,76
10628,515.46,C,MEDICAL,4.4,0.48,2,1.92,1,1,0,0,439.46,76
10628,515.46,C,MEDICAL,4.4,0.48,2,1.92,1,1,0,0,439.46,76
10628,515.46,C,MEDICAL,4.4,0.48,2,1.92,1,1,0,0,439.46,76
10638,413.91,S,OFFICE BLD,3.44,0,2,1.44,1,1,0,0,363.91,0
10638,413.91,S,OFFICE BLD,3.44,0,2,1.44,1,1,0,0,363.91,0
10642,363.91,S,LODGING,2.96,0,2,0.96,1,1,0,0,363.91,0
10642,363.91,S,LODGING,2.96,0,2,0.96,1,1,0,0,363.91,0
10648,1788.94,COUNTY,WINERY,13.76,0.32,8,5.4399999999999995,4,3,0,0,2242.26,667.81
10648,1788.94,COUNTY,WINERY,13.76,0.32,8,5.4399999999999995,4,3,0,0,2242.26,667.81
10648,1788.94,COUNTY,WINERY,13.76,0.32,8,5.4399999999999995,4,3,0,0,2242.26,667.81
10648,1788.94,COUNTY,WINERY,13.76,0.32,8,5.4399999999999995,4,3,0,0,2242.26,667.81
10648,1788.94,COUNTY,WINERY,13.76,0.32,8,5.4399999999999995,4,3,0,0,2242.26,667.81
10648,1788.94,COUNTY,WINERY,13.76,0.32,8,5.4399999999999995,4,3,0,0,2242.26,667.81
10648,1788.94,COUNTY,WINERY,13.76,0.32,8,5.4399999999999995,4,3,0,0,2242.26,667.81
10669,233.06,COUNTY,WINERY,1.12,0,0.64,0.48,0,0,1,0,116.53,0
10669,233.06,COUNTY,WINERY,1.12,0,0.64,0.48,0,0,1,0,116.53,0
10730,1856.1,COUNTY,WINERY,24.96,0,16,8.96,8,5,0,0,3412.2,150
10730,1856.1,COUNTY,WINERY,24.96,0,16,8.96,8,5,0,0,3412.2,150
10730,1856.1,COUNTY,WINERY,24.96,0,16,8.96,8,5,0,0,3412.2,150
10730,1856.1,COUNTY,WINERY,24.96,0,16,8.96,8,5,0,0,3412.2,150
10730,1856.1,COUNTY,WINERY,24.96,0,16,8.96,8,5,0,0,3412.2,150
10730,1856.1,COUNTY,WINERY,24.96,0,16,8.96,8,5,0,0,3412.2,150
10771,1040.4,COUNTY,WINERY,24,0,4,20,2,1,0,0,890.4,225
10771,1040.4,COUNTY,WINERY,24,0,4,20,2,1,0,0,890.4,225
10771,1040.4,COUNTY,WINERY,24,0,4,20,2,1,0,0,890.4,225
10771,1040.4,COUNTY,WINERY,24,0,4,20,2,1,0,0,890.4,225
10778,32.62,S,ENTERTAINM,0.64,0,0.16,0.48,0,0,1,0,32.62,0
10778,32.62,S,ENTERTAINM,0.64,0,0.16,0.48,0,0,1,0,32.62,0
10791,131.25,COUNTY,WINERY,1.28,0.48,0.32,0.48,0,0,1,0,131.25,0
10791,131.25,COUNTY,WINERY,1.28,0.48,0.32,0.48,0,0,1,0,131.25,0
10791,131.25,COUNTY,WINERY,1.28,0.48,0.32,0.48,0,0,1,0,131.25,0
10831,503.88,S,OFFICE BLD,4.88,0.96,2,1.92,1,1,0,66.56,363.91,73.41
10831,503.88,S,OFFICE BLD,4.88,0.96,2,1.92,1,1,0,66.56,363.91,73.41
10831,503.88,S,OFFICE BLD,4.88,0.96,2,1.92,1,1,0,66.56,363.91,73.41
10831,503.88,S,OFFICE BLD,4.88,0.96,2,1.92,1,1,0,66.56,363.91,73.41
10831,503.88,S,OFFICE BLD,4.88,0.96,2,1.92,1,1,0,66.56,363.91,73.41
10870,1040.4,COUNTY,WINERY,14,0,4,10,2,1,0,0,890.4,150
10870,1040.4,COUNTY,WINERY,14,0,4,10,2,1,0,0,890.4,150
10870,1040.4,COUNTY,WINERY,14,0,4,10,2,1,0,0,890.4,150
10922,1353.97,S,OFFICE BLD,20.48,0,16,4.48,8,5,0,0,2557.94,75
10922,1353.97,S,OFFICE BLD,20.48,0,16,4.48,8,5,0,0,2557.94,75
10922,1353.97,S,OFFICE BLD,20.48,0,16,4.48,8,5,0,0,2557.94,75
10922,1353.97,S,OFFICE BLD,20.48,0,16,4.48,8,5,0,0,2557.94,75
10924,89.71,COUNTY,HOME IMPRO,1.28,0.48,0.32,0.48,0,0,1,0,89.71,0
10924,89.71,COUNTY,HOME IMPRO,1.28,0.48,0.32,0.48,0,0,1,0,89.71,0
10924,89.71,COUNTY,HOME IMPRO,1.28,0.48,0.32,0.48,0,0,1,0,89.71,0
10929,134.57,COUNTY,WINERY,1.44,0.48,0.48,0.48,0,0,1,0,134.57,0
10929,134.57,COUNTY,WINERY,1.44,0.48,0.48,0.48,0,0,1,0,134.57,0
10929,134.57,COUNTY,WINERY,1.44,0.48,0.48,0.48,0,0,1,0,134.57,0
10959,813.49,COUNTY,WINERY,14.719999999999999,0.8,2,11.92,1,1,0,0,482.56,250.93
10959,813.49,COUNTY,WINERY,14.719999999999999,0.8,2,11.92,1,1,0,0,482.56,250.93
10959,813.49,COUNTY,WINERY,14.719999999999999,0.8,2,11.92,1,1,0,0,482.56,250.93
10959,813.49,COUNTY,WINERY,14.719999999999999,0.8,2,11.92,1,1,0,0,482.56,250.93
10959,813.49,COUNTY,WINERY,14.719999999999999,0.8,2,11.92,1,1,0,0,482.56,250.93
10959,813.49,COUNTY,WINERY,14.719999999999999,0.8,2,11.92,1,1,0,0,482.56,250.93
10959,813.49,COUNTY,WINERY,14.719999999999999,0.8,2,11.92,1,1,0,0,482.56,250.93
10959,813.49,COUNTY,WINERY,14.719999999999999,0.8,2,11.92,1,1,0,0,482.56,250.93
10959,813.49,COUNTY,WINERY,14.719999999999999,0.8,2,11.92,1,1,0,0,482.56,250.93
10964,743.93,S,UTILITY,8.48,0,4,4.48,2,1,0,0,668.93,75
10964,743.93,S,UTILITY,8.48,0,4,4.48,2,1,0,0,668.93,75
10964,743.93,S,UTILITY,8.48,0,4,4.48,2,1,0,0,668.93,75
11025,202.68,C,MULTIFAMIL,3.36,0.48,0.96,1.92,0,0,1,0,33.78,0
11025,202.68,C,MULTIFAMIL,3.36,0.48,0.96,1.92,0,0,1,0,33.78,0
11025,202.68,C,MULTIFAMIL,3.36,0.48,0.96,1.92,0,0,1,0,33.78,0
11025,202.68,C,MULTIFAMIL,3.36,0.48,0.96,1.92,0,0,1,0,33.78,0
11025,202.68,C,MULTIFAMIL,3.36,0.48,0.96,1.92,0,0,1,0,33.78,0
11025,202.68,C,MULTIFAMIL,3.36,0.48,0.96,1.92,0,0,1,0,33.78,0
11049,2032.03,COUNTY,WINERY,69.92,0,16,53.92,8,5,0,0,3412.2,625.9300000000001
11049,2032.03,COUNTY,WINERY,69.92,0,16,53.92,8,5,0,0,3412.2,625.9300000000001
11049,2032.03,COUNTY,WINERY,69.92,0,16,53.92,8,5,0,0,3412.2,625.9300000000001
11049,2032.03,COUNTY,WINERY,69.92,0,16,53.92,8,5,0,0,3412.2,625.9300000000001
11049,2032.03,COUNTY,WINERY,69.92,0,16,53.92,8,5,0,0,3412.2,625.9300000000001
11049,2032.03,COUNTY,WINERY,69.92,0,16,53.92,8,5,0,0,3412.2,625.9300000000001
11049,2032.03,COUNTY,WINERY,69.92,0,16,53.92,8,5,0,0,3412.2,625.9300000000001
11049,2032.03,COUNTY,WINERY,69.92,0,16,53.92,8,5,0,0,3412.2,625.9300000000001
11049,2032.03,COUNTY,WINERY,69.92,0,16,53.92,8,5,0,0,3412.2,625.9300000000001
11049,2032.03,COUNTY,WINERY,69.92,0,16,53.92,8,5,0,0,3412.2,625.9300000000001
11049,2032.03,COUNTY,WINERY,69.92,0,16,53.92,8,5,0,0,3412.2,625.9300000000001
11086,482.56,COUNTY,VINEYARD,2.96,0.48,2,0.48,1,1,0,0,482.56,0
11086,482.56,COUNTY,VINEYARD,2.96,0.48,2,0.48,1,1,0,0,482.56,0
11086,482.56,COUNTY,VINEYARD,2.96,0.48,2,0.48,1,1,0,0,482.56,0
11110,103.93,C,MEDICAL,0.96,0.48,0.48,0,0,0,1,0,103.93,0
11110,103.93,C,MEDICAL,0.96,0.48,0.48,0,0,0,1,0,103.93,0
11132,168.9,C,MULTIFAMIL,5.6,2.4,0.8,2.4,0,0,1,0,33.78,0
11132,168.9,C,MULTIFAMIL,5.6,2.4,0.8,2.4,0,0,1,0,33.78,0
11132,168.9,C,MULTIFAMIL,5.6,2.4,0.8,2.4,0,0,1,0,33.78,0
11132,168.9,C,MULTIFAMIL,5.6,2.4,0.8,2.4,0,0,1,0,33.78,0
11132,168.9,C,MULTIFAMIL,5.6,2.4,0.8,2.4,0,0,1,0,33.78,0
11132,168.9,C,MULTIFAMIL,5.6,2.4,0.8,2.4,0,0,1,0,33.78,0
11132,168.9,C,MULTIFAMIL,5.6,2.4,0.8,2.4,0,0,1,0,33.78,0
11132,168.9,C,MULTIFAMIL,5.6,2.4,0.8,2.4,0,0,1,0,33.78,0
11132,168.9,C,MULTIFAMIL,5.6,2.4,0.8,2.4,0,0,1,0,33.78,0
11132,168.9,C,MULTIFAMIL,5.6,2.4,0.8,2.4,0,0,1,0,33.78,0
11132,168.9,C,MULTIFAMIL,5.6,2.4,0.8,2.4,0,0,1,0,33.78,0
11147,7995.2,C,MOBILEHOME,213.76000000000002,91.2,30.400000000000002,92.16000000000001,15,10,1,0,33.78,159.5
11147,7995.2,C,MOBILEHOME,213.76000000000002,91.2,30.400000000000002,92.16000000000001,15,10,1,0,33.78,159.5
11147,7995.2,C,MOBILEHOME,213.76000000000002,91.2,30.400000000000002,92.16000000000001,15,10,1,0,33.78,159.5
11147,7995.2,C,MOBILEHOME,213.76000000000002,91.2,30.400000000000002,92.16000000000001,15,10,1,0,33.78,159.5
11147,7995.2,C,MOBILEHOME,213.76000000000002,91.2,30.400000000000002,92.16000000000001,15,10,1,0,33.78,159.5
11157,32.62,S,RETAIL,0.16,0,0.16,0,0,0,1,0,32.62,0
11162,1723.97,COUNTY,WINERY,14.720000000000002,0.32,8,6.400000000000001,4,3,0,0,2894.22,175.93
11162,1723.97,COUNTY,WINERY,14.720000000000002,0.32,8,6.400000000000001,4,3,0,0,2894.22,175.93
11162,1723.97,COUNTY,WINERY,14.720000000000002,0.32,8,6.400000000000001,4,3,0,0,2894.22,175.93
11162,1723.97,COUNTY,WINERY,14.720000000000002,0.32,8,6.400000000000001,4,3,0,0,2894.22,175.93
11162,1723.97,COUNTY,WINERY,14.720000000000002,0.32,8,6.400000000000001,4,3,0,0,2894.22,175.93
11162,1723.97,COUNTY,WINERY,14.720000000000002,0.32,8,6.400000000000001,4,3,0,0,2894.22,175.93
11162,1723.97,COUNTY,WINERY,14.720000000000002,0.32,8,6.400000000000001,4,3,0,0,2894.22,175.93
11162,1723.97,COUNTY,WINERY,14.720000000000002,0.32,8,6.400000000000001,4,3,0,0,2894.22,175.93
11174,890.4,COUNTY,WINERY,6.24,0.8,4,1.44,2,1,0,0,890.4,0
11174,890.4,COUNTY,WINERY,6.24,0.8,4,1.44,2,1,0,0,890.4,0
11174,890.4,COUNTY,WINERY,6.24,0.8,4,1.44,2,1,0,0,890.4,0
11174,890.4,COUNTY,WINERY,6.24,0.8,4,1.44,2,1,0,0,890.4,0
11224,103.92,C,MULTIFAMIL,2.4,0.48,0.48,1.44,0,0,1,0,103.92,0
11224,103.92,C,MULTIFAMIL,2.4,0.48,0.48,1.44,0,0,1,0,103.92,0
11224,103.92,C,MULTIFAMIL,2.4,0.48,0.48,1.44,0,0,1,0,103.92,0
11224,103.92,C,MULTIFAMIL,2.4,0.48,0.48,1.44,0,0,1,0,103.92,0
11224,103.92,C,MULTIFAMIL,2.4,0.48,0.48,1.44,0,0,1,0,103.92,0
11224,103.92,C,MULTIFAMIL,2.4,0.48,0.48,1.44,0,0,1,0,103.92,0
11224,103.92,C,MULTIFAMIL,2.4,0.48,0.48,1.44,0,0,1,0,103.92,0
11255,1048.95,S,SCHOOL,10.48,0.48,6,4,3,2,0,0,973.95,75
11255,1048.95,S,SCHOOL,10.48,0.48,6,4,3,2,0,0,973.95,75
11255,1048.95,S,SCHOOL,10.48,0.48,6,4,3,2,0,0,973.95,75
11256,146.82,S,SCHOOL,8.96,6.5600000000000005,0,2.4,0,0,1,0,0,73.41
11256,146.82,S,SCHOOL,8.96,6.5600000000000005,0,2.4,0,0,1,0,0,73.41
11256,146.82,S,SCHOOL,8.96,6.5600000000000005,0,2.4,0,0,1,0,0,73.41
11256,146.82,S,SCHOOL,8.96,6.5600000000000005,0,2.4,0,0,1,0,0,73.41
11256,146.82,S,SCHOOL,8.96,6.5600000000000005,0,2.4,0,0,1,0,0,73.41
11256,146.82,S,SCHOOL,8.96,6.5600000000000005,0,2.4,0,0,1,0,0,73.41
11256,146.82,S,SCHOOL,8.96,6.5600000000000005,0,2.4,0,0,1,0,0,73.41
11282,97.87,S,COMMUNITY,1.76,0.8,0.48,0.48,0,0,1,0,97.87,0
11282,97.87,S,COMMUNITY,1.76,0.8,0.48,0.48,0,0,1,0,97.87,0
11282,97.87,S,COMMUNITY,1.76,0.8,0.48,0.48,0,0,1,0,97.87,0
11282,97.87,S,COMMUNITY,1.76,0.8,0.48,0.48,0,0,1,0,97.87,0
11302,1481.22,S,WINERY,19.92,6.48,4,9.44,2,1,1,662.29,668.93,150
11302,1481.22,S,WINERY,19.92,6.48,4,9.44,2,1,1,662.29,668.93,150
11302,1481.22,S,WINERY,19.92,6.48,4,9.44,2,1,1,662.29,668.93,150
11302,1481.22,S,WINERY,19.92,6.48,4,9.44,2,1,1,662.29,668.93,150
11302,1481.22,S,WINERY,19.92,6.48,4,9.44,2,1,1,662.29,668.93,150
11302,1481.22,S,WINERY,19.92,6.48,4,9.44,2,1,1,662.29,668.93,150
11309,3698.56,COUNTY,WINERY,38,0,4,34,2,1,0,0,1252.72,2470.84
11309,3698.56,COUNTY,WINERY,38,0,4,34,2,1,0,0,1252.72,2470.84
11309,3698.56,COUNTY,WINERY,38,0,4,34,2,1,0,0,1252.72,2470.84
11309,3698.56,COUNTY,WINERY,38,0,4,34,2,1,0,0,1252.72,2470.84
11309,3698.56,COUNTY,WINERY,38,0,4,34,2,1,0,0,1252.72,2470.84
11342,435.94,Y,BAR NO FW,2,0,2,0,1,1,0,0,435.94,0
11349,365.88,COUNTY,PARK,1.92,0,0.96,0.96,0,0,1,0,365.88,0
11349,365.88,COUNTY,PARK,1.92,0,0.96,0.96,0,0,1,0,365.88,0
11349,365.88,COUNTY,PARK,1.92,0,0.96,0.96,0,0,1,0,365.88,0
11349,365.88,COUNTY,PARK,1.92,0,0.96,0.96,0,0,1,0,365.88,0
11370,2266.06,COUNTY,WINERY,67.92,0.48,6,61.44,3,2,0,0,1298.25,1267.81
11370,2266.06,COUNTY,WINERY,67.92,0.48,6,61.44,3,2,0,0,1298.25,1267.81
11370,2266.06,COUNTY,WINERY,67.92,0.48,6,61.44,3,2,0,0,1298.25,1267.81
11370,2266.06,COUNTY,WINERY,67.92,0.48,6,61.44,3,2,0,0,1298.25,1267.81
11370,2266.06,COUNTY,WINERY,67.92,0.48,6,61.44,3,2,0,0,1298.25,1267.81
11370,2266.06,COUNTY,WINERY,67.92,0.48,6,61.44,3,2,0,0,1298.25,1267.81
11370,2266.06,COUNTY,WINERY,67.92,0.48,6,61.44,3,2,0,0,1298.25,1267.81
11370,2266.06,COUNTY,WINERY,67.92,0.48,6,61.44,3,2,0,0,1298.25,1267.81
11370,2266.06,COUNTY,WINERY,67.92,0.48,6,61.44,3,2,0,0,1298.25,1267.81
11370,2266.06,COUNTY,WINERY,67.92,0.48,6,61.44,3,2,0,0,1298.25,1267.81
11370,2266.06,COUNTY,WINERY,67.92,0.48,6,61.44,3,2,0,0,1298.25,1267.81
11370,2266.06,COUNTY,WINERY,67.92,0.48,6,61.44,3,2,0,0,1298.25,1267.81
11402,2139.51,C,LODGING-FW,49.2,12.48,6,30.720000000000002,3,2,1,0,1188.51,454
11402,2139.51,C,LODGING-FW,49.2,12.48,6,30.720000000000002,3,2,1,0,1188.51,454
11402,2139.51,C,LODGING-FW,49.2,12.48,6,30.720000000000002,3,2,1,0,1188.51,454
11402,2139.51,C,LODGING-FW,49.2,12.48,6,30.720000000000002,3,2,1,0,1188.51,454
11402,2139.51,C,LODGING-FW,49.2,12.48,6,30.720000000000002,3,2,1,0,1188.51,454
11402,2139.51,C,LODGING-FW,49.2,12.48,6,30.720000000000002,3,2,1,0,1188.51,454
11402,2139.51,C,LODGING-FW,49.2,12.48,6,30.720000000000002,3,2,1,0,1188.51,454
11402,2139.51,C,LODGING-FW,49.2,12.48,6,30.720000000000002,3,2,1,0,1188.51,454
11402,2139.51,C,LODGING-FW,49.2,12.48,6,30.720000000000002,3,2,1,0,1188.51,454
11402,2139.51,C,LODGING-FW,49.2,12.48,6,30.720000000000002,3,2,1,0,1188.51,454
11402,2139.51,C,LODGING-FW,49.2,12.48,6,30.720000000000002,3,2,1,0,1188.51,454
11402,2139.51,C,LODGING-FW,49.2,12.48,6,30.720000000000002,3,2,1,0,1188.51,454
11436,892.19,S,WINERY,8.4,4.48,2,1.92,1,1,1,454.87,363.91,73.41
11436,892.19,S,WINERY,8.4,4.48,2,1.92,1,1,1,454.87,363.91,73.41
11436,892.19,S,WINERY,8.4,4.48,2,1.92,1,1,1,454.87,363.91,73.41
11436,892.19,S,WINERY,8.4,4.48,2,1.92,1,1,1,454.87,363.91,73.41
11436,892.19,S,WINERY,8.4,4.48,2,1.92,1,1,1,454.87,363.91,73.41
11451,862.31,C,MULTIFAMIL,5.92,0.96,4,0.96,2,1,0,68.91,793.4,0
11451,862.31,C,MULTIFAMIL,5.92,0.96,4,0.96,2,1,0,68.91,793.4,0
11451,862.31,C,MULTIFAMIL,5.92,0.96,4,0.96,2,1,0,68.91,793.4,0
11451,862.31,C,MULTIFAMIL,5.92,0.96,4,0.96,2,1,0,68.91,793.4,0
11451,862.31,C,MULTIFAMIL,5.92,0.96,4,0.96,2,1,0,68.91,793.4,0
11457,363.91,S,RETAIL,2.96,0,2,0.96,1,1,0,0,363.91,0
11457,363.91,S,RETAIL,2.96,0,2,0.96,1,1,0,0,363.91,0
11474,32.62,S,COMMUNITY,0.64,0,0.16,0.48,0,0,1,0,32.62,0
11474,32.62,S,COMMUNITY,0.64,0,0.16,0.48,0,0,1,0,32.62,0
11483,3450.26,COUNTY,WINERY,41.92,0.96,16,24.96,8,5,0,72.28,4335.14,1215.85
11483,3450.26,COUNTY,WINERY,41.92,0.96,16,24.96,8,5,0,72.28,4335.14,1215.85
11483,3450.26,COUNTY,WINERY,41.92,0.96,16,24.96,8,5,0,72.28,4335.14,1215.85
11483,3450.26,COUNTY,WINERY,41.92,0.96,16,24.96,8,5,0,72.28,4335.14,1215.85
11483,3450.26,COUNTY,WINERY,41.92,0.96,16,24.96,8,5,0,72.28,4335.14,1215.85
11483,3450.26,COUNTY,WINERY,41.92,0.96,16,24.96,8,5,0,72.28,4335.14,1215.85
11483,3450.26,COUNTY,WINERY,41.92,0.96,16,24.96,8,5,0,72.28,4335.14,1215.85
11483,3450.26,COUNTY,WINERY,41.92,0.96,16,24.96,8,5,0,72.28,4335.14,1215.85
11483,3450.26,COUNTY,WINERY,41.92,0.96,16,24.96,8,5,0,72.28,4335.14,1215.85
11512,163.1,S,MULTIFAMIL,2.24,0.48,0.8,0.96,0,0,1,0,32.62,0
11512,163.1,S,MULTIFAMIL,2.24,0.48,0.8,0.96,0,0,1,0,32.62,0
11512,163.1,S,MULTIFAMIL,2.24,0.48,0.8,0.96,0,0,1,0,32.62,0
11513,965.4,COUNTY,WINERY,11.92,0.48,4,7.4399999999999995,2,1,0,0,890.4,75
11513,965.4,COUNTY,WINERY,11.92,0.48,4,7.4399999999999995,2,1,0,0,890.4,75
11513,965.4,COUNTY,WINERY,11.92,0.48,4,7.4399999999999995,2,1,0,0,890.4,75
11513,965.4,COUNTY,WINERY,11.92,0.48,4,7.4399999999999995,2,1,0,0,890.4,75
11513,965.4,COUNTY,WINERY,11.92,0.48,4,7.4399999999999995,2,1,0,0,890.4,75
11513,965.4,COUNTY,WINERY,11.92,0.48,4,7.4399999999999995,2,1,0,0,890.4,75
11522,540.19,COUNTY,WINERY,3.44,0,2,1.44,1,1,0,0,540.19,0
11522,540.19,COUNTY,WINERY,3.44,0,2,1.44,1,1,0,0,540.19,0
11522,540.19,COUNTY,WINERY,3.44,0,2,1.44,1,1,0,0,540.19,0
11522,540.19,COUNTY,WINERY,3.44,0,2,1.44,1,1,0,0,540.19,0
11529,363.91,S,WINERY,3.44,0,2,1.44,1,1,0,0,363.91,0
11529,363.91,S,WINERY,3.44,0,2,1.44,1,1,0,0,363.91,0
11529,363.91,S,WINERY,3.44,0,2,1.44,1,1,0,0,363.91,0
11529,363.91,S,WINERY,3.44,0,2,1.44,1,1,0,0,363.91,0
11536,293.71,COUNTY,WINERY,5.92,0,0.48,5.4399999999999995,0,0,1,0,218.71,75
11536,293.71,COUNTY,WINERY,5.92,0,0.48,5.4399999999999995,0,0,1,0,218.71,75
11536,293.71,COUNTY,WINERY,5.92,0,0.48,5.4399999999999995,0,0,1,0,218.71,75
11554,2671.79,COUNTY,RESTAURANT,98.32,14.879999999999999,24,59.44,12,8,1,0,5043.58,300
11554,2671.79,COUNTY,RESTAURANT,98.32,14.879999999999999,24,59.44,12,8,1,0,5043.58,300
11554,2671.79,COUNTY,RESTAURANT,98.32,14.879999999999999,24,59.44,12,8,1,0,5043.58,300
11554,2671.79,COUNTY,RESTAURANT,98.32,14.879999999999999,24,59.44,12,8,1,0,5043.58,300
11554,2671.79,COUNTY,RESTAURANT,98.32,14.879999999999999,24,59.44,12,8,1,0,5043.58,300
11554,2671.79,COUNTY,RESTAURANT,98.32,14.879999999999999,24,59.44,12,8,1,0,5043.58,300
11554,2671.79,COUNTY,RESTAURANT,98.32,14.879999999999999,24,59.44,12,8,1,0,5043.58,300
11554,2671.79,COUNTY,RESTAURANT,98.32,14.879999999999999,24,59.44,12,8,1,0,5043.58,300
11554,2671.79,COUNTY,RESTAURANT,98.32,14.879999999999999,24,59.44,12,8,1,0,5043.58,300
11554,2671.79,COUNTY,RESTAURANT,98.32,14.879999999999999,24,59.44,12,8,1,0,5043.58,300
11554,2671.79,COUNTY,RESTAURANT,98.32,14.879999999999999,24,59.44,12,8,1,0,5043.58,300
11554,2671.79,COUNTY,RESTAURANT,98.32,14.879999999999999,24,59.44,12,8,1,0,5043.58,300
11554,2671.79,COUNTY,RESTAURANT,98.32,14.879999999999999,24,59.44,12,8,1,0,5043.58,300
11563,33.75,Y,HOA,0.64,0,0.16,0.48,0,0,1,0,33.75,0
11563,33.75,Y,HOA,0.64,0,0.16,0.48,0,0,1,0,33.75,0
11565,363.91,S,LANDSCAPER,2,0,2,0,1,1,0,0,363.91,0
11567,0,COUNTY,WINERY,8.44,0,3.5,4.9399999999999995,2,1,0,0,0,0
11567,0,COUNTY,WINERY,8.44,0,3.5,4.9399999999999995,2,1,0,0,0,0
11567,0,COUNTY,WINERY,8.44,0,3.5,4.9399999999999995,2,1,0,0,0,0
11570,269.13,COUNTY,WINERY,2.88,0.48,0.96,1.44,0,0,1,0,269.13,0
11570,269.13,COUNTY,WINERY,2.88,0.48,0.96,1.44,0,0,1,0,269.13,0
11570,269.13,COUNTY,WINERY,2.88,0.48,0.96,1.44,0,0,1,0,269.13,0
11570,269.13,COUNTY,WINERY,2.88,0.48,0.96,1.44,0,0,1,0,269.13,0
11570,269.13,COUNTY,WINERY,2.88,0.48,0.96,1.44,0,0,1,0,269.13,0
11570,269.13,COUNTY,WINERY,2.88,0.48,0.96,1.44,0,0,1,0,269.13,0
11570,269.13,COUNTY,WINERY,2.88,0.48,0.96,1.44,0,0,1,0,269.13,0
11607,284.84,Y,FOURPLEX,2.4,0.48,0.96,0.96,0,0,1,0,142.42,0
11607,284.84,Y,FOURPLEX,2.4,0.48,0.96,0.96,0,0,1,0,142.42,0
11607,284.84,Y,FOURPLEX,2.4,0.48,0.96,0.96,0,0,1,0,142.42,0
11607,284.84,Y,FOURPLEX,2.4,0.48,0.96,0.96,0,0,1,0,142.42,0
11643,617.13,COUNTY,OFFICE BLD,3.44,0.48,2.48,0.48,1,1,0,0,617.13,0
11643,617.13,COUNTY,OFFICE BLD,3.44,0.48,2.48,0.48,1,1,0,0,617.13,0
11643,617.13,COUNTY,OFFICE BLD,3.44,0.48,2.48,0.48,1,1,0,0,617.13,0
11643,617.13,COUNTY,OFFICE BLD,3.44,0.48,2.48,0.48,1,1,0,0,617.13,0
11664,2116.06,COUNTY,WINERY,50,0,6,44,3,2,0,0,1298.25,967.81
11664,2116.06,COUNTY,WINERY,50,0,6,44,3,2,0,0,1298.25,967.81
11664,2116.06,COUNTY,WINERY,50,0,6,44,3,2,0,0,1298.25,967.81
11664,2116.06,COUNTY,WINERY,50,0,6,44,3,2,0,0,1298.25,967.81
11664,2116.06,COUNTY,WINERY,50,0,6,44,3,2,0,0,1298.25,967.81
11664,2116.06,COUNTY,WINERY,50,0,6,44,3,2,0,0,1298.25,967.81
11689,32.62,S,OFFICE BLD,0.64,0,0.16,0.48,0,0,1,0,32.62,0
11689,32.62,S,OFFICE BLD,0.64,0,0.16,0.48,0,0,1,0,32.62,0
11723,1040.4,COUNTY,WINERY,12,0,4,8,2,1,0,0,890.4,150
11723,1040.4,COUNTY,WINERY,12,0,4,8,2,1,0,0,890.4,150
11723,1040.4,COUNTY,WINERY,12,0,4,8,2,1,0,0,890.4,150
11728,134.57,COUNTY,OFFICE BLD,0.96,0,0.48,0.48,0,0,1,0,134.57,0
11728,134.57,COUNTY,OFFICE BLD,0.96,0,0.48,0.48,0,0,1,0,134.57,0
11731,130.5,S,RETAIL,1.76,0,1.28,0.48,1,0,0,0,261,0
11731,130.5,S,RETAIL,1.76,0,1.28,0.48,1,0,0,0,261,0
11731,130.5,S,RETAIL,1.76,0,1.28,0.48,1,0,0,0,261,0
11739,1121.14,COUNTY,VINEYARD,4,0,4,0,2,1,0,0,1121.14,0
11750,195.74,S,CHURCH,2.88,0.96,0.96,0.96,0,0,1,0,97.87,0
11750,195.74,S,CHURCH,2.88,0.96,0.96,0.96,0,0,1,0,97.87,0
11750,195.74,S,CHURCH,2.88,0.96,0.96,0.96,0,0,1,0,97.87,0
11760,4606.93,C,LODGING,72,0,18,54,9,6,0,0,1188.51,1041.4
11760,4606.93,C,LODGING,72,0,18,54,9,6,0,0,1188.51,1041.4
11760,4606.93,C,LODGING,72,0,18,54,9,6,0,0,1188.51,1041.4
