cust,monthly_bill,qty,size,weekly_yards,commodity,pickups,bin_amount,tax_body,biz_type
25969,3536.24,1,4,12,Garbage,3,2252.97,Y,RESTAURANT
25969,3536.24,1,4,12,Garbage,3,2252.97,Y,RESTAURANT
25969,3536.24,1,4,4,Garbage,1,1090.16,Y,RESTAURANT
25969,3536.24,3,0.48,2.88,Recycle,2,64.37,Y,RESTAURANT
25969,3536.24,3,0.48,2.88,Recycle,2,64.37,Y,RESTAURANT
26052,519.65,3,0.48,1.44,Recycle,1,0,C,LODGING-FW
26133,3820.33,1,6,18,Garbage,3,3745.33,COUNTY,
26133,3820.33,1,6,18,Garbage,3,3745.33,COUNTY,
26133,3820.33,1,6,18,Garbage,3,3745.33,COUNTY,
26133,3820.33,3,0.48,1.44,Recycle,1,0,COUNTY,
26133,3820.33,1,6,18,Recycle,3,75,COUNTY,
26133,3820.33,1,6,18,Recycle,3,75,COUNTY,
26133,3820.33,1,6,18,Recycle,3,75,COUNTY,
26213,438.91,1,2,2,Garbage,1,363.91,S,
26213,438.91,3,0.48,1.44,Recycle,1,0,S,
26213,438.91,1,0.48,0.48,Compost,1,0,S,
26213,438.91,1,4,4,Recycle,1,75,S,
26277,179.93,1,0.48,0.48,Recycle,1,0,C,
26277,179.93,1,0.48,0.48,Recycle,1,76,C,
26329,195.74,1,0.48,0.48,Recycle,1,0,S,
26329,195.74,1,0.48,0.48,Recycle,1,0,S,
26399,2406.06,1,6,6,Garbage,1,1298.25,COUNTY,
26399,2406.06,1,4,8,Recycle,2,150,COUNTY,
26399,2406.06,1,4,8,Recycle,2,150,COUNTY,
26399,2406.06,1,6,12,Recycle,2,75,COUNTY,
26399,2406.06,1,6,12,Recycle,2,75,COUNTY,
26399,2406.06,1,6,6,Compost,1,882.81,COUNTY,
26422,4689.02,1,0.48,0.48,Recycle,1,0,Y,
26422,4689.02,1,0.48,0.48,Recycle,1,0,Y,
26422,4689.02,1,0.48,0.48,Recycle,1,0,Y,
26422,4689.02,3,0.48,1.44,Recycle,1,0,Y,
26479,97.87,1,0.48,0.48,Recycle,1,0,S,
26505,482.56,1,2,2,Garbage,1,482.56,COUNTY,
26588,32.62,1,0.48,0.48,Recycle,1,0,S,
26600,103.93,1,0.48,0.48,Recycle,1,0,C,RESTAURANT
26687,65.25,1,0.48,0.48,Recycle,1,0,S,
26697,44.86,1,0.48,0.48,Recycle,1,0,COUNTY,
26697,44.86,1,0.48,0.48,Compost,1,0,COUNTY,
26711,706.24,1,2,2,Garbage,1,428.24,C,
26711,706.24,3,0.48,1.44,Recycle,1,0,C,
26711,706.24,3,0.48,1.44,Recycle,1,76,C,
26711,706.24,1,0.48,0.48,Compost,1,0,C,
26798,269.14,2,0.48,0.96,Recycle,1,0,COUNTY,
26798,269.14,2,0.48,0.96,Compost,1,0,COUNTY,
26801,378.82,1,0.48,0.48,Recycle,1,0,COUNTY,
26801,378.82,1,0.48,0.48,Recycle,1,0,COUNTY,
26801,378.82,1,0.48,0.48,Recycle,1,0,COUNTY,
26801,378.82,1,0.48,0.48,Compost,1,0,COUNTY,
26862,269.14,2,0.48,0.96,Recycle,1,0,COUNTY,
26862,269.14,1,0.48,0.48,Compost,1,0,COUNTY,
26871,134.57,1,0.48,0.48,Recycle,1,0,COUNTY,
26871,134.57,1,0.48,0.48,Compost,1,0,COUNTY,
26890,2896.5,2,6,12,Garbage,1,1298.25,COUNTY,
26890,2896.5,1,0.48,0.48,Recycle,1,0,COUNTY,
26890,2896.5,1,0.48,0.48,Recycle,1,0,COUNTY,
26890,2896.5,1,0.48,0.48,Recycle,1,0,COUNTY,
26890,2896.5,1,4,4,Recycle,1,75,COUNTY,
26890,2896.5,1,4,12,Recycle,3,75,COUNTY,
26890,2896.5,1,4,12,Recycle,3,75,COUNTY,
26890,2896.5,1,4,12,Recycle,3,75,COUNTY,
26894,171.28,1,0.48,0.48,Recycle,1,0,S,
26894,171.28,1,0.48,0.48,Recycle,1,73.41,S,
26900,195.74,1,0.48,0.48,Recycle,1,0,S,
26900,195.74,1,0.48,0.48,Recycle,1,0,S,
26900,195.74,1,0.48,0.48,Compost,1,0,S,
26900,195.74,1,0.48,0.48,Compost,1,0,S,
26919,438.91,1,2,2,Garbage,1,363.91,S,
26919,438.91,3,0.48,1.44,Recycle,1,0,S,
26919,438.91,1,4,4,Recycle,1,75,S,
26934,34.64,1,0.48,0.48,Recycle,1,0,C,
26948,202.48,2,0.48,0.96,Recycle,1,0,Y,POLICEFIRE
26948,202.48,1,0.48,0.48,Compost,1,0,Y,POLICEFIRE
26972,97.87,1,0.48,0.48,Recycle,1,0,S,
27069,1438.77,1,2,2,Garbage,1,597.92,COUNTY,
27069,1438.77,1,4,4,Recycle,1,840.85,COUNTY,
27143,405.36,1,0.48,0.48,Compost,1,0,C,MULTIFAMIL
27143,405.36,2,0.48,0.96,Recycle,1,0,C,MULTIFAMIL
27253,439.46,1,2,2,Garbage,1,439.46,C,
27253,439.46,3,0.48,1.44,Recycle,1,0,C,
27253,439.46,2,0.48,0.96,Compost,1,0,C,
27267,430.24,1,0.48,0.48,Recycle,1,0,Y,
27267,430.24,1,0.48,0.48,Recycle,1,75.92,Y,
27267,430.24,1,0.48,0.48,Compost,1,0,Y,
27267,430.24,1,0.48,0.48,Recycle,1,75.92,Y,
27267,430.24,1,0.48,0.48,Recycle,1,75.92,Y,
27268,3155.7,1,4,8,Garbage,2,2167.57,COUNTY,
27268,3155.7,1,4,8,Garbage,2,2167.57,COUNTY,
27268,3155.7,1,4,4,Recycle,1,840.85,COUNTY,
27268,3155.7,1,4,4,Recycle,1,75,COUNTY,
27286,373.28,3,0.48,1.44,Recycle,1,0,S,
27307,1298.25,1,6,6,Garbage,1,1298.25,COUNTY,
27332,367.02,1,0.48,0.48,Recycle,1,0,S,
27332,367.02,1,0.48,0.48,Recycle,1,73.41,S,
27401,363.91,1,2,2,Garbage,1,363.91,S,
27401,363.91,3,0.48,1.44,Recycle,1,0,S,
27462,44.86,1,0.48,0.48,Recycle,1,0,COUNTY,
27462,44.86,1,0.48,0.48,Compost,1,0,COUNTY,
27477,34.64,1,0.48,0.48,Recycle,1,0,C,
27477,34.64,1,0.48,0.48,Compost,1,0,C,
27554,138.56,2,0.48,0.96,Recycle,1,0,C,
27554,138.56,2,0.48,0.96,Compost,1,0,C,
27659,103.93,1,0.48,0.48,Recycle,1,0,C,
27697,32.62,1,0.48,0.48,Recycle,1,0,S,
27698,269.14,2,0.48,0.96,Recycle,1,0,COUNTY,
27699,813.98,1,4,4,Garbage,1,813.98,C,
27699,813.98,2,0.48,0.96,Recycle,1,0,C,
27777,97.87,1,0.48,0.48,Recycle,1,0,S,
27787,4583.48,1,6,12,Garbage,2,1889.01,S,
27787,4583.48,1,6,12,Garbage,2,1889.01,S,
27787,4583.48,1,6,12,Garbage,2,1889.01,S,
27787,4583.48,1,6,12,Garbage,2,1889.01,S,
27787,4583.48,1,6,6,Recycle,1,730.46,S,
27787,4583.48,1,4,8,Recycle,2,75,S,
27787,4583.48,1,4,8,Recycle,2,75,S,
27982,44.86,1,0.48,0.48,Recycle,1,0,COUNTY,
27982,44.86,1,0.48,0.48,Compost,1,0,COUNTY,
28071,890.4,1,4,4,Garbage,1,890.4,COUNTY,
28111,482.56,1,2,2,Garbage,1,482.56,COUNTY,
28144,58.27,1,0.48,0.48,Recycle,1,0,COUNTY,
28164,236.53,2,0.48,0.96,Recycle,1,0,S,
28164,236.53,1,0.48,0.48,Recycle,1,73.41,S,
28204,415.72,2,0.48,0.96,Recycle,1,0,C,
28245,583.49,1,2,2,Garbage,1,482.56,COUNTY,
28245,583.49,1,0.48,0.48,Recycle,1,0,COUNTY,
28245,583.49,1,0.48,0.48,Recycle,1,0,COUNTY,
28245,583.49,1,0.48,0.48,Recycle,1,0,COUNTY,
28245,583.49,1,0.48,0.48,Recycle,1,100.93,COUNTY,
28422,293.61,2,0.48,0.96,Recycle,1,0,S,
28440,2457.69,1,6,6,Garbage,1,1298.25,COUNTY,
28440,2457.69,1,6,6,Recycle,1,1103.36,COUNTY,
28442,1700.45,1,2,2,Garbage,1,760.91,COUNTY,
28442,1700.45,1,4,4,Recycle,1,939.54,COUNTY,
28463,34.64,1,0.48,0.48,Recycle,1,0,C,
28518,504.78,1,2,2,Garbage,1,435.94,Y,
28518,504.78,1,0.48,0.48,Recycle,1,0,Y,
28518,504.78,1,0.48,0.48,Compost,1,0,Y,
28518,504.78,1,0.48,0.48,Compost,1,68.84,Y,
28518,504.78,1,0.48,0.48,Recycle,1,0,Y,
28548,177.16,1,0.48,0.48,Recycle,1,0,Y,
28548,177.16,1,0.48,0.48,Recycle,1,75.92,Y,
28563,97.87,1,0.48,0.48,Recycle,1,0,S,
28565,134.57,1,0.48,0.48,Recycle,1,0,COUNTY,
28566,32.62,1,0.48,0.48,Recycle,1,0,S,
28566,32.62,1,0.48,0.48,Compost,1,0,S,
28600,235.5,1,0.48,0.48,Recycle,1,0,COUNTY,
28600,235.5,1,0.48,0.48,Recycle,1,100.93,COUNTY,
28630,514.46,1,2,2,Garbage,1,439.46,C,DELI/CAFE
28630,514.46,3,0.48,1.44,Recycle,1,0,C,DELI/CAFE
28630,514.46,1,6,6,Recycle,1,75,C,DELI/CAFE
28676,32.62,1,0.48,0.48,Recycle,1,0,S,
28784,435.94,1,2,2,Garbage,1,435.94,Y,
28784,435.94,3,0.48,1.44,Recycle,1,0,Y,
28803,97.87,1,0.48,0.48,Recycle,1,0,S,
28817,116.53,1,0.48,0.48,Recycle,1,0,COUNTY,
28932,890.4,1,4,4,Garbage,1,890.4,COUNTY,
28932,890.4,1,0.48,0.48,Recycle,1,0,COUNTY,
28932,890.4,1,0.48,0.48,Compost,1,0,COUNTY,
28964,89.71,1,0.48,0.48,Recycle,1,0,COUNTY,
28964,89.71,1,0.48,0.48,Compost,1,0,COUNTY,
28993,97.87,1,0.48,0.48,Recycle,1,0,S,
29057,75,1,4,8,Garbage,2,0,C,
29057,75,1,4,8,Garbage,2,0,C,
29057,75,1,4,4,Recycle,1,75,C,
29112,97.87,1,0.48,0.48,Recycle,1,0,S,
29146,103.93,1,0.48,0.48,Recycle,1,0,C,
29154,438.91,1,2,2,Garbage,1,363.91,S,
29154,438.91,2,0.48,0.96,Recycle,1,0,S,
29154,438.91,1,4,4,Recycle,1,75,S,
29208,363.91,1,2,2,Garbage,1,363.91,S,
29292,103.93,1,0.48,0.48,Recycle,1,0,C,
29292,103.93,1,0.48,0.48,Compost,1,0,C,
29296,1474.18,1,6,6,Garbage,1,1298.25,COUNTY,
29296,1474.18,1,0.48,0.48,Compost,1,0,COUNTY,
29296,1474.18,1,0.48,0.48,Recycle,1,0,COUNTY,
29296,1474.18,1,0.48,0.48,Recycle,1,0,COUNTY,
29296,1474.18,1,0.48,0.48,Recycle,1,0,COUNTY,
29296,1474.18,1,0.48,0.48,Recycle,1,100.93,COUNTY,
29296,1474.18,1,6,6,Recycle,1,75,COUNTY,
29347,344.14,1,0.48,0.48,Recycle,1,0,COUNTY,
29347,344.14,1,4,4,Recycle,1,75,COUNTY,
29347,344.14,1,3.5,3.5,Garbage,1,0,COUNTY,
29356,2356.47,1,6,6,Garbage,1,1471.14,COUNTY,
29356,2356.47,1,4,4,Recycle,1,754.25,COUNTY,
29356,2356.47,1,6,6,Recycle,1,75,COUNTY,
29374,1373.25,1,6,6,Recycle,1,75,COUNTY,
29433,256.23,1,4,4,Recycle,1,75,COUNTY,
29433,256.23,1,0.48,0.48,Recycle,1,0,COUNTY,
29433,256.23,1,0.48,0.48,Compost,1,0,COUNTY,
29433,256.23,1,0.48,0.48,Compost,1,91.52,COUNTY,
29548,195.74,2,0.48,0.96,Recycle,1,0,S,
29607,34.64,1,0.48,0.48,Recycle,1,0,C,
29607,34.64,1,0.48,0.48,Compost,1,0,C,
29685,844.48,1,2,2,Garbage,1,482.56,COUNTY,
29685,844.48,1,2,2,Recycle,1,361.92,COUNTY,
29720,69.28,1,0.48,0.48,Recycle,1,0,C,
29859,1447.1,1,4,4,Garbage,1,1447.1,COUNTY,
30036,2673.91,1,4,8,Garbage,2,1706.1,PUC,
30036,2673.91,1,4,8,Garbage,2,1706.1,PUC,
30036,2673.91,1,4,8,Recycle,2,75,PUC,
30036,2673.91,1,4,8,Recycle,2,75,PUC,
30036,2673.91,1,6,12,Recycle,2,75,PUC,
30036,2673.91,1,6,12,Recycle,2,75,PUC,
30036,2673.91,1,4,4,Recycle,1,667.81,PUC,
30036,2673.91,3,0.48,1.44,Recycle,1,0,PUC,
30037,1856.1,1,4,8,Garbage,2,1706.1,PUC,
30037,1856.1,1,4,8,Garbage,2,1706.1,PUC,
30037,1856.1,2,6,24,Recycle,2,75,PUC,
30037,1856.1,2,6,24,Recycle,2,75,PUC,
30037,1856.1,2,0.48,0.96,Recycle,1,0,PUC,
30038,890.4,1,4,4,Garbage,1,890.4,PUC,
30038,890.4,3,0.48,1.44,Recycle,1,0,PUC,
30039,269.14,2,0.48,0.96,Recycle,1,0,PUC,
30040,269.14,2,0.48,0.96,Recycle,1,0,PUC,
30068,5851.8,130,0.48,62.4,Recycle,1,0,PUC,
30068,5851.8,89,0.48,42.72,Compost,1,0,PUC,
30068,5851.8,2,0.48,0.96,Compost,1,25.83,PUC,
30071,890.4,1,4,4,Garbage,1,890.4,PUC,
30071,890.4,2,0.48,0.96,Recycle,1,0,PUC,
30072,1706.1,1,4,8,Garbage,2,1706.1,PUC,
30072,1706.1,1,4,8,Garbage,2,1706.1,PUC,
30072,1706.1,2,0.48,0.96,Recycle,1,0,PUC,
30073,890.4,1,4,4,Garbage,1,890.4,PUC,
30073,890.4,2,0.48,0.96,Recycle,1,0,PUC,
30075,890.4,1,4,4,Garbage,1,890.4,PUC,
30075,890.4,2,0.48,0.96,Recycle,1,0,PUC,
30076,890.4,1,4,4,Garbage,1,890.4,PUC,
30076,890.4,2,0.48,0.96,Recycle,1,0,PUC,
30077,890.4,1,4,4,Garbage,1,890.4,PUC,
30077,890.4,2,0.48,0.96,Recycle,1,0,PUC,
30078,1706.1,1,4,8,Garbage,2,1706.1,PUC,
30078,1706.1,1,4,8,Garbage,2,1706.1,PUC,
30078,1706.1,2,0.48,0.96,Recycle,1,0,PUC,
30080,890.4,1,4,4,Garbage,1,890.4,PUC,
30080,890.4,2,0.48,0.96,Recycle,1,0,PUC,
30081,890.4,1,4,4,Garbage,1,890.4,PUC,
30081,890.4,1,0.48,0.48,Recycle,1,0,PUC,
30082,89.72,2,0.48,0.96,Recycle,1,0,PUC,
30083,965.4,1,4,4,Garbage,1,890.4,PUC,
30083,965.4,1,6,6,Recycle,1,75,PUC,
30083,965.4,2,0.48,0.96,Recycle,1,0,PUC,
30084,269.14,2,0.48,0.96,Recycle,1,0,PUC,
30085,482.56,1,2,2,Garbage,1,482.56,PUC,
30085,482.56,2,0.48,0.96,Recycle,1,0,PUC,
30086,890.4,1,4,4,Garbage,1,890.4,PUC,
30086,890.4,2,0.48,0.96,Recycle,1,0,PUC,
30088,482.56,1,2,2,Garbage,1,482.56,PUC,
30088,482.56,2,0.48,0.96,Recycle,1,0,PUC,
30089,403.71,3,0.48,1.44,Recycle,1,0,PUC,
30089,403.71,3,0.48,1.44,Compost,1,0,PUC,
30090,269.14,2,0.48,0.96,Recycle,1,0,PUC,
30092,482.56,1,2,2,Garbage,1,482.56,PUC,
30092,482.56,1,0.48,0.48,Recycle,1,0,PUC,
30093,890.4,1,4,4,Garbage,1,890.4,PUC,
30093,890.4,2,0.48,0.96,Recycle,1,0,PUC,
30095,890.4,1,4,4,Garbage,1,890.4,PUC,
30095,890.4,2,0.48,0.96,Recycle,1,0,PUC,
30096,269.14,2,0.48,0.96,Recycle,1,0,PUC,
30098,269.14,2,0.48,0.96,Recycle,1,0,PUC,
30099,134.57,1,0.48,0.48,Recycle,1,0,PUC,
30232,304.02,2,0.48,0.96,Recycle,1,0,C,
30232,304.02,1,0.48,0.48,Compost,1,0,C,
30271,270.24,4,0.48,1.92,Recycle,1,0,C,
30271,270.24,3,0.48,1.44,Compost,1,0,C,
30287,130.48,2,0.48,0.96,Recycle,1,0,S,
30295,482.56,1,2,2,Garbage,1,482.56,COUNTY,
30302,32.62,1,0.48,0.48,Recycle,1,0,S,
30344,103.93,1,0.48,0.48,Recycle,1,0,C,
30349,134.57,1,0.48,0.48,Recycle,1,0,COUNTY,
30349,134.57,1,0.48,0.48,Compost,1,0,COUNTY,
30396,136.38,1,0.48,0.48,Compost,1,0,COUNTY,
30396,136.38,1,0.48,0.48,Compost,1,91.52,COUNTY,
30428,218.71,1,0.48,0.48,Recycle,1,0,COUNTY,
30428,218.71,1,0.48,0.48,Compost,1,0,COUNTY,
30501,888.98,1,4,4,Garbage,1,813.98,C,
30501,888.98,1,4,4,Recycle,1,75,C,
30567,33.78,1,0.48,0.48,Recycle,1,0,C,
30567,33.78,1,0.48,0.48,Compost,1,0,C,
30575,97.87,1,0.48,0.48,Recycle,1,0,S,
30599,730.46,1,6,6,Recycle,1,730.46,S,
30619,97.87,1,0.48,0.48,Recycle,1,0,S,
30623,453.91,1,2,2,Garbage,1,363.91,S,
30627,134.57,1,0.48,0.48,Recycle,1,0,COUNTY,
30627,134.57,1,0.48,0.48,Compost,1,0,COUNTY,
30638,403.71,3,0.48,1.44,Recycle,1,0,COUNTY,
30687,1196.13,1,2,4,Garbage,2,1121.13,COUNTY,
30687,1196.13,1,2,4,Garbage,2,1121.13,COUNTY,
30687,1196.13,3,0.48,1.44,Recycle,1,0,COUNTY,
30687,1196.13,1,0.48,0.48,Compost,1,0,COUNTY,
30687,1196.13,1,2,4,Recycle,2,75,COUNTY,
30687,1196.13,1,2,4,Recycle,2,75,COUNTY,
30697,207.86,2,0.48,0.96,Recycle,1,0,C,
30706,97.87,1,0.48,0.48,Recycle,1,0,S,
30749,65.25,1,0.48,0.48,Recycle,1,0,S,
30764,269.14,1,0.48,0.48,Recycle,1,0,COUNTY,
30764,269.14,1,0.48,0.48,Compost,1,0,COUNTY,
30816,540.19,1,2,2,Garbage,1,540.19,COUNTY,
30865,391.51,1,0.48,0.48,Recycle,1,0,S,
30865,391.51,4,0.48,1.92,Recycle,1,73.41,S,
30883,58.27,1,0.48,0.48,Recycle,1,0,COUNTY,RETAIL
30883,58.27,1,0.48,0.48,Compost,1,0,COUNTY,RETAIL
30927,101.24,1,0.48,0.48,Recycle,1,0,Y,WINERY
30927,101.24,1,0.48,0.48,Compost,1,0,Y,WINERY
30930,207.86,1,0.48,0.48,Recycle,1,0,C,PRESCHOOL
30931,34.64,1,0.48,0.48,Recycle,1,0,C,RETAIL
30991,69.28,1,0.48,0.48,Recycle,1,0,C,
31072,293.61,2,0.48,0.96,Recycle,1,0,S,
31126,69.28,1,0.48,0.48,Recycle,1,0,C,ENTERTAINM
31133,34.64,1,0.48,0.48,Recycle,1,0,C,BAKERY
31133,34.64,1,0.48,0.48,Compost,1,0,C,BAKERY
31134,102.69,1,0.48,0.48,Recycle,1,0,C,MULTIFAMIL
31134,102.69,1,0.48,0.48,Compost,1,0,C,MULTIFAMIL
31134,102.69,1,0.48,0.48,Compost,1,68.91,C,MULTIFAMIL
31160,1398.87,1,4,4,Garbage,1,799.35,Y,RESTAURANT
31160,1398.87,1,4,4,Recycle,1,599.52,Y,RESTAURANT
31230,482.56,1,2,2,Garbage,1,482.56,COUNTY,CONTRACTOR
31241,103.93,1,0.48,0.48,Recycle,1,0,C,GROCERY
31249,134.57,1,0.48,0.48,Recycle,1,0,COUNTY,LODGING
31249,134.57,1,0.48,0.48,Compost,1,0,COUNTY,LODGING
31304,130.48,4,0.48,1.92,Recycle,1,0,S,FOURPLEX
31304,130.48,1,0.48,0.48,Compost,1,0,S,FOURPLEX
31364,171.28,1,0.48,0.48,Recycle,1,0,S,OFFICE BLD
31364,171.28,1,0.48,0.48,Recycle,1,73.41,S,OFFICE BLD
31376,109.64,1,4,4,Recycle,1,75,C,
31376,109.64,1,0.48,0.48,Recycle,1,0,C,
31377,75,1,6,18,Recycle,3,75,S,
31377,75,1,6,18,Recycle,3,75,S,
31377,75,1,6,18,Recycle,3,75,S,
31522,1199.04,2,4,8,Recycle,1,599.52,Y,
31522,1199.04,3,0.48,1.44,Recycle,1,0,Y,
31523,150,1,4,8,Recycle,2,150,COUNTY,
31523,150,1,4,8,Recycle,2,150,COUNTY,
31523,150,6,0.48,2.88,Recycle,1,0,COUNTY,
31523,150,3,0.48,1.44,Compost,1,0,COUNTY,
31524,2191.34,1,6,12,Recycle,2,1891.34,COUNTY,
31524,2191.34,1,6,12,Recycle,2,1891.34,COUNTY,
31524,2191.34,1,4,8,Recycle,2,150,COUNTY,
31524,2191.34,1,4,8,Recycle,2,150,COUNTY,
31524,2191.34,2,4,24,Recycle,3,75,COUNTY,
31524,2191.34,2,4,24,Recycle,3,75,COUNTY,
31524,2191.34,2,4,24,Recycle,3,75,COUNTY,
31526,7424.53,1,4,8,Garbage,2,1563.03,C,
31526,7424.53,1,4,8,Garbage,2,1563.03,C,
31526,7424.53,1,4,8,Recycle,2,1172.3,C,
31526,7424.53,1,4,8,Recycle,2,1172.3,C,
31526,7424.53,1,4,8,Recycle,2,1172.3,C,
31526,7424.53,1,4,8,Recycle,2,1172.3,C,
31526,7424.53,1,4,8,Recycle,2,1172.3,C,
31526,7424.53,1,4,8,Recycle,2,1172.3,C,
31526,7424.53,1,4,8,Recycle,2,1172.3,C,
31526,7424.53,1,4,8,Recycle,2,1172.3,C,
31526,7424.53,1,4,8,Recycle,2,1172.3,C,
31526,7424.53,1,4,8,Recycle,2,1172.3,C,
31528,75,1,4,4,Recycle,1,75,COUNTY,
31528,75,3,0.48,1.44,Recycle,1,0,COUNTY,
31529,0,1,0.48,0.48,Recycle,1,0,COUNTY,
31529,0,1,0.48,0.48,Compost,1,0,COUNTY,
31530,75,1,4,4,Recycle,1,75,COUNTY,
31530,75,3,0.48,1.44,Recycle,1,0,COUNTY,
31530,75,1,0.48,0.48,Compost,1,0,COUNTY,
31550,134.57,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
31550,134.57,1,0.48,0.48,Compost,1,0,COUNTY,WINERY
31573,650.33,1,0.48,0.48,Recycle,1,0,COUNTY,VINEYARD
31573,650.33,1,4,4,Compost,1,605.47,COUNTY,VINEYARD
31588,179.93,1,0.48,0.48,Recycle,1,0,C,WINERY
31588,179.93,1,0.48,0.48,Recycle,1,76,C,WINERY
31588,179.93,1,0.48,0.48,Compost,1,0,C,WINERY
31591,482.56,1,2,2,Garbage,1,482.56,COUNTY,LANDSCAPER
31593,890.4,1,4,4,Garbage,1,890.4,COUNTY,CONTRACTOR
31607,202.68,1,0.48,0.48,Recycle,1,0,C,MULTIFAMIL
31607,202.68,1,0.48,0.48,Compost,1,0,C,MULTIFAMIL
31613,1040.4,1,4,4,Garbage,1,890.4,COUNTY,
31613,1040.4,1,4,4,Recycle,1,75,COUNTY,
31613,1040.4,1,4,4,Recycle,1,75,COUNTY,
31644,335.71,1,0.48,0.48,Recycle,1,0,S,MULTIFAMIL
31644,335.71,1,0.48,0.48,Recycle,1,73.41,S,MULTIFAMIL
31644,335.71,1,0.48,0.48,Compost,1,0,S,MULTIFAMIL
31644,335.71,1,0.48,0.48,Compost,1,66.56,S,MULTIFAMIL
31659,890.4,1,4,4,Garbage,1,890.4,COUNTY,
31659,890.4,3,0.48,1.44,Recycle,1,0,COUNTY,
31660,134.57,1,0.48,0.48,Recycle,1,0,COUNTY,MIXED USE
31660,134.57,1,0.48,0.48,Compost,1,0,COUNTY,MIXED USE
31675,134.57,1,0.48,0.48,Recycle,1,0,COUNTY,LODGING-FW
31675,134.57,1,0.48,0.48,Compost,1,0,COUNTY,LODGING-FW
31676,1456.25,1,2,2,Garbage,1,482.56,COUNTY,WINERY
31676,1456.25,1,6,6,Recycle,1,973.69,COUNTY,WINERY
31679,65.25,1,0.48,0.48,Recycle,1,0,S,WINERY
60113,89.71,1,0.48,0.48,Recycle,1,0,COUNTY,
60113,89.71,1,0.48,0.48,Compost,1,0,COUNTY,
60223,101.24,1,0.48,0.48,Compost,1,0,Y,
60223,101.24,1,0.48,0.48,Recycle,1,0,Y,
60240,101.24,1,0.48,0.48,Compost,1,0,Y,
60240,101.24,1,0.48,0.48,Recycle,1,0,Y,
60393,1088.95,1,6,6,Garbage,1,973.95,S,
60393,1088.95,5,0.48,2.4,Recycle,1,0,S,
60393,1088.95,1,0.48,0.48,Recycle,1,0,S,
60393,1088.95,5,0.48,2.4,Compost,1,0,S,
60393,1088.95,1,6,6,Recycle,1,75,S,
60547,97.87,1,0.48,0.48,Compost,1,0,S,
60547,97.87,1,0.48,0.48,Recycle,1,0,S,
60583,134.57,1,0.48,0.48,Recycle,1,0,COUNTY,
60583,134.57,1,0.48,0.48,Compost,1,0,COUNTY,
60671,380.02,1,0.48,0.48,Recycle,1,0,C,
60671,380.02,1,0.48,0.48,Recycle,1,0,C,
60671,380.02,1,0.48,0.48,Recycle,1,0,C,
60671,380.02,1,0.48,0.48,Recycle,1,76,C,
60671,380.02,1,0.48,0.48,Compost,1,0,C,
60671,380.02,1,0.48,0.48,Compost,1,0,C,
60671,380.02,1,0.48,0.48,Compost,1,0,C,
60687,280.85,1,0.48,0.48,Recycle,1,0,COUNTY,
60687,280.85,1,0.48,0.48,Recycle,1,100.93,COUNTY,
60778,514.46,1,2,2,Garbage,1,439.46,C,
60778,514.46,1,0.48,0.48,Recycle,1,0,C,
60778,514.46,1,0.48,0.48,Recycle,1,0,C,
60778,514.46,1,0.48,0.48,Compost,1,0,C,
60778,514.46,1,0.48,0.48,Recycle,1,0,C,
60778,514.46,1,4,8,Recycle,2,75,C,
60778,514.46,1,4,8,Recycle,2,75,C,
60815,207.86,1,0.48,0.48,Recycle,1,0,C,
60815,207.86,1,0.48,0.48,Compost,1,0,C,
60891,147.63,1,0.48,0.48,Recycle,1,0,COUNTY,
60891,147.63,1,0.48,0.48,Compost,1,0,COUNTY,
61031,311.79,3,0.48,1.44,Recycle,1,0,C,
61096,174.8,1,0.48,0.48,Recycle,1,0,COUNTY,
61706,482.56,1,2,2,Garbage,1,482.56,COUNTY,
61706,482.56,3,0.48,1.44,Recycle,1,0,COUNTY,
