COMPANY,CUST #,CYCLE,ROUTE,DAY,RTE SEQ#,QTY,SIZE,CHG CODE,FREQ,SCHEDULE,BIN #,P/U#,BIN AMT$,TAX BODY,VAR3,VAR4,FEE CODE,PRICE LIST
1,10517,TA,    ,UNR,0,1,20,CZ, ,-------,1,0,0,YC,,,,CO
1,10518,PA,    ,UNR,0,1,20,RO, ,-------,1,0,0,YC,,,,CO
1,10518,PA,    ,UNR,0,1,20,WZ, ,-------,2,0,0,YC,,,,CO
1,10519,CA,46,FRI,40,1,3Y,TH, ,----F--,1,1,0,YC,WINERY,,,CO
1,10519,CA,46,FRI,40,1,3Y,RH, ,----F--,2,1,0,YC,WINERY,,,CO
1,10519,CA,46,FRI,40,1,3Y,RH, ,----F--,3,1,0,YC,WINERY,,,CO
1,10521,CA,64,MON,1386,1,96,CR, ,M------,1,1,0,YC,WINERY,,,CO
1,10521,CA,23,WED,507,1,4Y,T2, ,--W----,2,1,1121.14,YC,WINERY,,,CO
1,10521,CA,84,TUE,180,1,4Y,G2, ,-T-----,3,1,762.37,YC,WINERY,,,CO
1,10521,CA,84,TUE,180,1,2Y,G2, ,-T-----,4,1,406.59,YC,WINERY,,,CO
1,10521,CA,64,MON,1387,1,96,CR, ,M------,5,1,0,YC,WINERY,,,CO
1,10521,CA,64,MON,1388,1,96,CR, ,M------,6,1,0,YC,WINERY,,,CO
1,10521,CA,    ,UNR,0,1,2Y,T0, ,-------,7,0,0,YC,WINERY,,,CO
1,10521,CA,CALL,SUN,440,1,4Y,GL, ,#NAME?,8,1,75,YC,WINERY,,,CO
1,10521,CA,CALL,SUN,0,1,6Y,CB, ,#NAME?,9,1,75,YC,WINERY,,,CO
1,10522,CA,28,MON,1960,1,CT,9, ,M------,1,1,134.57,YC,POSTOFFICE,,,CO
1,10522,CA,64,MON,1490,1,96,CR, ,M------,2,1,0,YC,POSTOFFICE,,,CO
1,10523,CA,29,MON,610,1,4Y,T0, ,M------,1,1,890.4,YC,WINERY,,,CO
1,10523,CA,64,MON,660,3,96,CR, ,M------,2,1,0,YC,WINERY,,,CO
1,10523,CA,42,FRI,243,1,4Y,R0, ,----F--,3,1,667.81,YC,WINERY,,,CO
1,10523,CA,43,SUN,395,1,4Y,GL, ,#NAME?,4,1,75,YC,WINERY,,,CO
1,10523,CA,49,WED,320,1,4Y,CB, ,--W----,5,1,75,YC,WINERY,,,CO
1,10524,CA,23,WED,10,1,6Y,T0, ,--W----,1,1,1298.25,YC,GROCERY,,,CO
1,10524,CA,40,MON,15,2,CF,6, ,M-W-F--,2,3,0,YC,GROCERY,,,CO
1,10524,CA,40,WED,5,2,CF,6, ,M-W-F--,2,3,0,YC,GROCERY,,,CO
1,10524,CA,40,FRI,10,2,CF,6, ,M-W-F--,2,3,0,YC,GROCERY,,,CO
1,10524,CA,49,WED,40,1,4Y,CB, ,--W----,3,1,75,YC,GROCERY,,,CO
1,10525,CA,23,WED,20,1,6Y,T4, ,--W----,1,1,2133.3,YC,WINERY,,,CO
1,10525,CA,42,FRI,40,1,4Y,R4, ,----F--,2,1,1085.33,YC,WINERY,,,CO
1,10525,CA,40,MON,10,2,CF,D7, ,M---F--,3,2,180.4,YC,WINERY,,,CO
1,10525,CA,40,FRI,5,2,CF,D7, ,M---F--,3,2,180.4,YC,WINERY,,,CO
1,10531,CA,29,MON,700,1,4Y,T4, ,M------,1,1,1447.1,YC,VINEYARD,,,CO
1,10531,CA,42,FRI,305,1,4Y,R4, ,----F--,2,1,1085.33,YC,VINEYARD,,,CO
1,10532,CA,64,MON,1075,1,96,CR, ,M------,1,1,0,YC,WINERY,,,CO
1,10532,CA,64,MON,1070,1,96,CR, ,M------,2,1,0,YC,WINERY,,,CO
1,10532,CA,64,MON,1080,1,96,CR, ,M------,3,1,0,YC,WINERY,,,CO
1,10532,CA,84,TUE,200,1,4Y,G0, ,-T-----,4,1,605.47,YC,WINERY,,,CO
1,10532,CA,42,FRI,290,1,4Y,R0, ,----F--,5,1,667.81,YC,WINERY,,,CO
1,10532,CA,29,MON,670,1,6Y,T0, ,M------,6,1,1298.25,YC,WINERY,,,CO
1,10532,CA,CALL,SUN,350,1,4Y,GL, ,#NAME?,7,1,75,YC,WINERY,,,CO
1,10532,CA,49,FRI,580,1,6Y,CB, ,----F--,8,1,75,YC,WINERY,,,CO
1,10535,CA,29,MON,790,1,4Y,T0, ,M------,1,1,890.4,YC,VINEYARD,,,CO
1,10535,CA,64,MON,5435,1,96,CR, ,M------,2,1,0,YC,VINEYARD,,,CO
1,10536,PA,    ,UNR,0,1,40,RO, ,-------,1,0,0,YC,,,,CO
1,10545,PA,    ,UNR,0,1,40,RO, ,-------,1,0,0,S,,,,S
1,10545,PA,    ,UNR,0,1,30,GZ, ,-------,2,0,0,S,,,,S
1,10545,PA,    ,UNR,0,1,30,WZ, ,-------,3,0,0,S,,,,S
1,10546,PA,    ,UNR,0,1,12,CO, ,-------,1,0,0,C,,,,C
1,10546,PA,    ,UNR,0,1,20,WZ, ,-------,2,0,0,C,,,,C
1,10550,CA,29,TUE,70,1,2Y,T0, ,-T-----,1,1,363.91,S,AUTO,,,S
1,10550,CA,68,TUE,1490,3,96,CR, ,-T-----,2,1,0,S,AUTO,,,S
1,10551,PA,    ,UNR,0,1,40,RO, ,-------,1,0,0,S,,,,S
1,10551,PA,    ,UNR,0,1,40,CZ, ,-------,2,0,0,S,,,,S
1,10553,CA,    ,UNR,0,1,1Y,RD, ,-------,1,0,58.89,S,CONTRACTOR,,,S
1,10553,CA,68,TUE,300,3,96,CR, ,-T-----,2,1,0,S,CONTRACTOR,,,S
1,10553,CA,85,TUE,225,1,96,CG, ,-T-----,3,1,0,S,CONTRACTOR,,,S
1,10553,CA,68,TUE,310,2,96,AR, ,-T-----,4,1,73.41,S,CONTRACTOR,,,S
1,10553,CA,85,TUE,230,3,96,AG, ,-T-----,5,1,66.56,S,CONTRACTOR,,,S
1,10555,TA,    ,UNR,0,1,40,CZ, ,-------,1,0,0,S,,,,S
1,10555,TA,    ,UNR,0,1,40,WZ, ,-------,2,0,0,S,,,,S
1,10556,CA,23,MON,730,1,6Y,T0, ,M------,1,1,973.95,S,WINERY,,,S
1,10556,CA,44,TUE,170,1,4Y,CB, ,-T--F--,2,2,75,S,WINERY,,,S
1,10556,CA,44,FRI,210,1,4Y,CB, ,-T--F--,2,2,75,S,WINERY,,,S
1,10556,CA,43,TUE,140,1,4Y,GL, ,-T-----,3,1,75,S,WINERY,,,S
1,10556,CA,64,TUE,1567,3,96,CR, ,-T-----,4,1,0,S,WINERY,,,S
1,10556,CA,64,TUE,1567,1,96,AR, ,-T-----,5,1,73.41,S,WINERY,,,S
1,10557,PA,    ,UNR,0,1,20,RO, ,-------,1,0,0,S,,,,S
1,10558,CA,29,MON,510,1,4Y,T0, ,M-W-F--,1,3,2252.97,Y,GROCERY,,,Y
1,10558,CA,23,WED,380,1,4Y,T0, ,M-W-F--,1,3,2252.97,Y,GROCERY,,,Y
1,10558,CA,29,FRI,140,1,4Y,T0, ,M-W-F--,1,3,2252.97,Y,GROCERY,,,Y
1,10558,CA,64,MON,4965,3,96,CR, ,M------,2,1,0,Y,GROCERY,,,Y
1,10558,CA,40,MON,365,2,CF,6, ,M-W-F--,3,3,0,Y,GROCERY,,,Y
1,10558,CA,40,WED,300,2,CF,6, ,M-W-F--,3,3,0,Y,GROCERY,,,Y
1,10558,CA,40,FRI,330,2,CF,6, ,M-W-F--,3,3,0,Y,GROCERY,,,Y
1,10558,CA,49,MON,240,1,6Y,CB, ,M-W-F--,4,3,75,Y,GROCERY,,,Y
1,10558,CA,49,WED,200,1,6Y,CB, ,M-W-F--,4,3,75,Y,GROCERY,,,Y
1,10558,CA,49,FRI,490,1,6Y,CB, ,M-W-F--,4,3,75,Y,GROCERY,,,Y
1,10561,CA,29,MON,570,1,4P,T0, ,M---F--,1,2,1580.3,Y,MULTIFAMIL,,,Y
1,10561,CA,29,FRI,120,1,4P,T0, ,M---F--,1,2,1580.3,Y,MULTIFAMIL,,,Y
1,10561,CA,64,MON,2465,9,96,CR, ,M------,2,1,0,Y,MULTIFAMIL,,,Y
1,10561,CA,85,MON,2010,8,96,CG, ,M------,3,1,0,Y,MULTIFAMIL,,,Y
1,10561,CA,85,MON,1980,1,96,AG, ,M------,4,1,68.84,Y,MULTIFAMIL,,,Y
1,10561,CA,85,MON,1990,1,96,AG, ,M------,5,1,68.84,Y,MULTIFAMIL,,,Y
1,10561,CA,85,MON,2000,1,96,AG, ,M------,6,1,68.84,Y,MULTIFAMIL,,,Y
1,10561,CA,49,MON,330,1,4Y,CB, ,M------,7,1,75,Y,MULTIFAMIL,,,Y
1,10579,MA,25,TUE,80,1,CT,9, ,-T-----,1,1,97.87,S,MEMBER,,,S
1,10579,MA,64,TUE,25,1,96,CR, ,-T-----,2,1,0,S,MEMBER,,,S
1,10579,MA,64,TUE,30,1,96,AR, ,-T-----,3,1,73.41,S,MEMBER,,,S
1,10588,CA,29,MON,90,1,2Y,T0, ,M------,1,1,482.56,YC,,,,CO
1,10588,CA,64,MON,540,1,96,CR, ,M------,2,1,0,YC,,,,CO
1,10608,CA,85,MON,2150,1,96,CG, ,M------,1,1,0,Y,,,,Y
1,10608,CA,64,MON,1680,1,96,CR, ,M------,2,1,0,Y,,,,Y
1,10608,CA,29,MON,460,1,4P,T0, ,M---F--,3,2,1580.3,Y,,,,Y
1,10608,CA,29,FRI,70,1,4P,T0, ,M---F--,3,2,1580.3,Y,,,,Y
1,10608,CA,49,MON,200,1,4Y,CB, ,M-W-F--,4,3,75,Y,,,,Y
1,10608,CA,49,WED,210,1,4Y,CB, ,M-W-F--,4,3,75,Y,,,,Y
1,10608,CA,49,FRI,510,1,4Y,CB, ,M-W-F--,4,3,75,Y,,,,Y
1,10613,CA,23,FRI,130,1,2Y,T0, ,----F--,1,1,482.56,SC,CONTRACTOR,,,CO
1,10625,PA,    ,UNR,0,1,16,CO, ,-------,1,0,0,S,,,,S
1,10626,CA,23,THU,150,1,2Y,T0, ,---H---,1,1,363.91,S,HOME IMPRO,,,S
1,10626,CA,44,TUE,180,1,4Y,CB, ,-T--F--,2,2,75,S,HOME IMPRO,,,S
1,10626,CA,49,FRI,260,1,4Y,CB, ,-T--F--,2,2,75,S,HOME IMPRO,,,S
1,10628,CA,23,THU,320,1,2Y,T0, ,---H---,1,1,439.46,C,MEDICAL,,,C
1,10628,CA,64,THU,1030,1,96,CR, ,---H---,2,1,0,C,MEDICAL,,,C
1,10628,CA,64,THU,1040,1,96,CR, ,---H---,3,1,0,C,MEDICAL,,,C
1,10628,CA,64,THU,1050,1,96,CR, ,---H---,4,1,0,C,MEDICAL,,,C
1,10628,CA,85,THU,340,1,96,CG, ,---H---,5,1,0,C,MEDICAL,,,C
1,10628,CA,64,THU,1060,1,96,AR, ,---H---,6,1,76,C,MEDICAL,,,C
1,10638,CA,23,FRI,250,1,2Y,T0, ,----F--,1,1,363.91,S,OFFICE BLD,,,S
1,10638,CA,23,FRI,250,1,PU,PL, ,----F--,2,1,50,S,OFFICE BLD,,,S
1,10638,CA,64,TUE,1265,3,96,CR, ,-T-----,3,1,0,S,OFFICE BLD,,,S
1,10642,CA,23,THU,85,1,2Y,T0, ,---H---,1,1,363.91,S,LODGING,,,S
1,10642,CA,64,TUE,0,2,96,CR, ,-T-----,2,1,0,S,LODGING,,,S
1,10648,CA,64,MON,1390,1,96,CR, ,M------,1,1,0,YC,WINERY,,,CO
1,10648,CA,64,MON,1395,1,96,CR, ,M------,2,1,0,YC,WINERY,,,CO
1,10648,CA,64,MON,1400,1,96,CR, ,M------,3,1,0,YC,WINERY,,,CO
1,10648,CA,23,TUE,10,1,2Y,T2, ,-T--F--,4,2,1121.13,YC,WINERY,,,CO
1,10648,CA,29,FRI,430,1,2Y,T2, ,-T--F--,4,2,1121.13,YC,WINERY,,,CO
1,10648,CA,42,FRI,250,1,4Y,R0, ,----F--,5,1,667.81,YC,WINERY,,,CO
1,10648,CA,40,MON,20,1,CF,6, ,M------,6,1,0,YC,WINERY,,,CO
1,10669,CA,21,FRI,1810,2,CT,6, ,----F--,1,1,116.53,PV,WINERY,,,PV
1,10669,CA,62,FRI,4420,1,96,CR, ,----F--,2,1,0,PV,WINERY,,,PV
1,10729,MA,    ,UNR,0,1,20,RO, ,-------,1,0,0,C,,,,C
1,10729,MA,    ,UNR,0,1,10,RO, ,-------,2,0,0,C,,,,C
1,10730,CA,29,MON,650,1,4Y,T0, ,M---F--,1,2,1706.1,YC,WINERY,,,CO
1,10730,CA,29,FRI,350,1,4Y,T0, ,M---F--,1,2,1706.1,YC,WINERY,,,CO
1,10730,CA,64,MON,1225,1,96,CR, ,M------,2,1,0,YC,WINERY,,,CO
1,10730,CA,64,MON,1220,1,96,CR, ,M------,3,1,0,YC,WINERY,,,CO
1,10730,CA,43,TUE,0,1,4Y,GL, ,-T-----,4,1,75,YC,WINERY,,,CO
1,10730,CA,49,FRI,560,1,4Y,CB, ,----F--,5,1,75,YC,WINERY,,,CO
1,10771,CA,23,MON,60,1,4Y,T0, ,M------,1,1,890.4,SC,WINERY,,,CO
1,10771,CA,CALL,SUN,180,1,4Y,GL, ,#NAME?,2,1,75,SC,WINERY,,,CO
1,10771,CA,44,TUE,410,1,4Y,CB, ,-T--F--,3,2,75,SC,WINERY,,,CO
1,10771,CA,49,FRI,30,1,4Y,CB, ,-T--F--,3,2,75,SC,WINERY,,,CO
1,10778,CA,25,TUE,890,1,CT,3, ,-T-----,1,1,32.62,S,ENTERTAINM,,,S
1,10778,CA,64,TUE,955,1,96,CR, ,-T-----,2,1,0,S,ENTERTAINM,,,S
1,10791,CA,21,MON,2280,1,CT,56, ,M------,1,1,131.25,YC,WINERY,,,CO
1,10791,CA,64,MON,310,1,96,CR, ,M------,2,1,0,YC,WINERY,,,CO
1,10791,CA,85,MON,420,1,96,CG, ,M------,3,1,0,YC,WINERY,,,CO
1,10831,CA,23,TUE,140,1,2Y,T0, ,-T-----,1,1,363.91,S,OFFICE BLD,,,S
1,10831,CA,68,TUE,10,3,96,CR, ,-T-----,2,1,0,S,OFFICE BLD,,,S
1,10831,CA,68,TUE,0,1,96,AR, ,-T-----,3,1,73.41,S,OFFICE BLD,,,S
1,10831,CA,85,TUE,205,1,96,CG, ,-T-----,4,1,0,S,OFFICE BLD,,,S
1,10831,CA,85,TUE,0,1,96,AG, ,-T-----,5,1,66.56,S,OFFICE BLD,,,S
1,10870,CA,23,MON,610,1,4Y,T0, ,M------,1,1,890.4,CC,WINERY,,,CO
1,10870,CA,CALL,SUN,0,1,4Y,GL, ,#NAME?,2,1,75,CC,WINERY,,,CO
1,10870,CA,CALL,SUN,0,1,6Y,CB, ,#NAME?,3,1,75,CC,WINERY,,,CO
1,10879,CA,29,MON,230,1,6Y,T0, ,M------,1,1,1298.25,YC,,,,CO
1,10879,CA,62,MON,1620,1,96,CR, ,M------,2,1,0,YC,,,,CO
1,10879,CA,62,MON,1630,1,96,CG, ,M------,3,1,0,YC,,,,CO
1,10885,PA,    ,UNR,0,1,30,RO, ,-------,1,0,0,SC,,,,CO
1,10900,CA,25,TUE,835,1,CT,9, ,-T-----,1,1,97.87,S,,,,S
1,10900,CA,64,TUE,0,1,96,CR, ,-T-----,2,1,0,S,,,,S
1,10900,CA,64,TUE,0,1,96,AR, ,-T-----,3,1,73.41,S,,,,S
1,10922,CA,23,TUE,580,1,4Y,T0, ,-T--F--,1,2,1278.97,S,OFFICE BLD,,,S
1,10922,CA,23,FRI,690,1,4Y,T0, ,-T--F--,1,2,1278.97,S,OFFICE BLD,,,S
1,10922,CA,68,TUE,400,1,96,CR, ,-T-----,2,1,0,S,OFFICE BLD,,,S
1,10922,CA,49,SAT,10,1,4Y,CB, ,-----S-,3,1,75,S,OFFICE BLD,,,S
1,10924,CA,28,WED,250,1,CT,6, ,--W----,1,1,89.71,CC,HOME IMPRO,,,CO
1,10924,CA,64,WED,125,1,96,CR, ,--W----,2,1,0,CC,HOME IMPRO,,,CO
1,10924,CA,85,WED,120,1,96,CG, ,--W----,3,1,0,CC,HOME IMPRO,,,CO
1,10929,CA,28,WED,800,1,CT,9, ,--W----,1,1,134.57,SC,WINERY,,,CO
1,10929,CA,85,WED,475,1,96,CG, ,--W----,2,1,0,SC,WINERY,,,CO
1,10929,CA,64,WED,68,1,96,CR, ,--W----,3,1,0,SC,WINERY,,,CO
1,10959,CA,29,FRI,420,1,2Y,T0, ,----F--,1,1,482.56,YC,WINERY,,,CO
1,10959,CA,64,MON,665,1,96,CR, ,M------,2,1,0,YC,WINERY,,,CO
1,10959,CA,64,MON,670,1,96,CR, ,M------,3,1,0,YC,WINERY,,,CO
1,10959,CA,64,MON,675,1,96,CR, ,M------,4,1,0,YC,WINERY,,,CO
1,10959,CA,64,MON,680,1,96,AR, ,M------,5,1,100.93,YC,WINERY,,,CO
1,10959,CA,85,MON,940,1,96,CG, ,M------,6,1,0,YC,WINERY,,,CO
1,10959,CA,40,MON,40,1,CF,6, ,M------,7,1,0,YC,WINERY,,,CO
1,10959,CA,CALL,SUN,390,1,4Y,GL, ,#NAME?,8,1,75,YC,WINERY,,,CO
1,10959,CA,49,FRI,630,1,6Y,CB, ,----F--,9,1,75,YC,WINERY,,,CO
1,10959,CA,49,FRI,630,1,OC,EG, ,----F--,10,1,40,YC,WINERY,,,CO
1,10959,CA,49,FRI,630,1,LU,BE, ,----F--,11,1,40,YC,WINERY,,,CO
1,10964,CA,23,TUE,210,1,4Y,T0, ,-T-----,1,1,668.93,S,UTILITY,,,S
1,10964,CA,49,FRI,100,1,4Y,CB, ,----F--,2,1,75,S,UTILITY,,,S
1,10964,CA,62,TUE,940,1,96,CR, ,-T-----,3,1,0,S,UTILITY,,,S
1,11025,CA,25,THU,2350,6,CT,3, ,---H---,1,1,33.78,CL,MULTIFAMIL,,,CL
1,11025,CA,65,THU,2660,1,96,CR, ,---H---,2,1,0,CL,MULTIFAMIL,,,CL
1,11025,CA,65,THU,2670,1,96,CR, ,---H---,3,1,0,CL,MULTIFAMIL,,,CL
1,11025,CA,65,THU,2680,1,96,CR, ,---H---,4,1,0,CL,MULTIFAMIL,,,CL
1,11025,CA,65,THU,2690,1,96,CR, ,---H---,5,1,0,CL,MULTIFAMIL,,,CL
1,11025,CA,85,THU,1465,1,96,CG, ,---H---,6,1,0,CL,MULTIFAMIL,,,CL
1,11049,CA,29,MON,40,1,4Y,T0, ,M--H---,1,2,1706.1,YC,WINERY,,,CO
1,11049,CA,23,THU,10,1,4Y,T0, ,M--H---,1,2,1706.1,YC,WINERY,,,CO
1,11049,CA,64,MON,20,1,96,CR, ,M------,2,1,0,YC,WINERY,,,CO
1,11049,CA,64,MON,25,1,96,CR, ,M------,3,1,0,YC,WINERY,,,CO
1,11049,CA,64,MON,30,1,96,CR, ,M------,4,1,0,YC,WINERY,,,CO
1,11049,CA,64,MON,35,1,96,AR, ,M------,5,1,100.93,YC,WINERY,,,CO
1,11049,CA,43,TUE,230,1,4Y,GL, ,-T--F--,6,2,150,YC,WINERY,,,CO
1,11049,CA,43,FRI,230,1,4Y,GL, ,-T--F--,6,2,150,YC,WINERY,,,CO
1,11049,CA,49,MON,20,1,4Y,CB, ,M-W-F--,7,3,75,YC,WINERY,,,CO
1,11049,CA,49,WED,20,1,4Y,CB, ,M-W-F--,7,3,75,YC,WINERY,,,CO
1,11049,CA,49,FRI,295,1,4Y,CB, ,M-W-F--,7,3,75,YC,WINERY,,,CO
1,11086,CA,29,MON,810,1,2Y,T0, ,M------,1,1,482.56,YC,VINEYARD,,,CO
1,11086,CA,64,MON,5460,1,96,CR, ,M------,2,1,0,YC,VINEYARD,,,CO
1,11086,CA,85,MON,8200,1,96,CG, ,M------,3,1,0,YC,VINEYARD,,,CO
1,11103,CA,46,MON,0,1,2Y,T0, ,M---F--,1,2,668.93,S,,,,S
1,11103,CA,46,FRI,0,1,2Y,T0, ,M---F--,1,2,668.93,S,,,,S
1,11103,CA,68,TUE,1330,3,96,CR, ,-T-----,2,1,0,S,,,,S
1,11110,CA,25,THU,2260,1,CT,9, ,---H---,1,1,103.93,C,MEDICAL,,,C
1,11110,CA,85,THU,1330,1,96,CG, ,---H---,2,1,0,C,MEDICAL,,,C
1,11132,CA,25,THU,190,5,CT,3, ,---H---,1,1,33.78,CL,MULTIFAMIL,,,CL
1,11132,CA,85,THU,1065,1,96,CG, ,---H---,2,1,0,CL,MULTIFAMIL,,,CL
1,11132,CA,85,THU,1070,1,96,CG, ,---H---,3,1,0,CL,MULTIFAMIL,,,CL
1,11132,CA,85,THU,1075,1,96,CG, ,---H---,4,1,0,CL,MULTIFAMIL,,,CL
1,11132,CA,85,THU,1080,1,96,CG, ,---H---,5,1,0,CL,MULTIFAMIL,,,CL
1,11132,CA,65,THU,2020,1,96,CR, ,---H---,6,1,0,CL,MULTIFAMIL,,,CL
1,11132,CA,65,THU,2030,1,96,CR, ,---H---,7,1,0,CL,MULTIFAMIL,,,CL
1,11132,CA,65,THU,2040,1,96,CR, ,---H---,8,1,0,CL,MULTIFAMIL,,,CL
1,11132,CA,65,THU,2050,1,96,CR, ,---H---,9,1,0,CL,MULTIFAMIL,,,CL
1,11132,CA,65,THU,2060,1,96,CR, ,---H---,10,1,0,CL,MULTIFAMIL,,,CL
1,11132,CA,85,THU,1085,1,96,CG, ,---H---,11,1,0,CL,MULTIFAMIL,,,CL
1,11147,CA,28,THU,3870,190,CT,3, ,---H---,1,1,33.78,CL,MOBILEHOME,,,CL
1,11147,CA,61,THU,0,190,CS,0R, ,---H---,2,1,7.5,CL,MOBILEHOME,,,CL
1,11147,CA,61,THU,1,1,96,AR, ,---H---,3,1,76,CL,MOBILEHOME,,,CL
1,11147,CA,61,THU,1,1,96,AR, ,---H---,4,1,76,CL,MOBILEHOME,,,CL
1,11147,CA,86,THU,0,190,96,CG, ,---H---,5,1,0,CL,MOBILEHOME,,,CL
1,11149,PA,    ,UNR,0,1,40,RO, ,-------,1,0,0,S,,,,S
1,11157,CA,21,TUE,1840,1,CT,3, ,-T-----,1,1,32.62,S,RETAIL,,,S
1,11162,CA,23,TUE,520,1,2Y,T4, ,-T-H---,1,2,1447.11,SC,WINERY,,,CO
1,11162,CA,23,THU,40,1,2Y,T4, ,-T-H---,1,2,1447.11,SC,WINERY,,,CO
1,11162,CA,49,MON,430,1,4Y,CB, ,M------,2,1,75,SC,WINERY,,,CO
1,11162,CA,62,WED,5090,1,96,CR, ,--W----,3,1,0,SC,WINERY,,,CO
1,11162,CA,62,WED,5100,1,96,CR, ,--W----,4,1,0,SC,WINERY,,,CO
1,11162,CA,62,WED,5110,1,96,CR, ,--W----,5,1,0,SC,WINERY,,,CO
1,11162,CA,62,WED,5111,2,96,AR, ,--W----,6,1,100.93,SC,WINERY,,,CO
1,11162,CA,40,FRI,20,1,CF,6, ,----F--,7,1,0,SC,WINERY,,,CO
1,11174,CA,23,TUE,500,1,4Y,T0, ,-T-----,1,1,890.4,YC,WINERY,,,CO
1,11174,CA,64,MON,580,3,96,CR, ,M------,2,1,0,YC,WINERY,,,CO
1,11174,CA,85,MON,830,1,96,CG, ,M------,3,1,0,YC,WINERY,,,CO
1,11174,CA,    ,UNR,0,1,2Y,DE, ,-------,4,0,0,YC,WINERY,,,CO
1,11174,CA,40,MON,25,1,CF,6, ,M------,5,1,0,YC,WINERY,,,CO
1,11206,TA,    ,UNR,0,1,30,WZ, ,-------,1,0,0,AC,,,,CO
1,11224,CA,25,THU,2460,1,CT,3, ,---H---,1,1,34.64,C,MULTIFAMIL,,,C
1,11224,CA,25,THU,2470,1,CT,3, ,---H---,2,1,34.64,C,MULTIFAMIL,,,C
1,11224,CA,25,THU,2480,1,CT,3, ,---H---,3,1,34.64,C,MULTIFAMIL,,,C
1,11224,CA,65,THU,2560,1,96,CR, ,---H---,4,1,0,C,MULTIFAMIL,,,C
1,11224,CA,65,THU,2570,1,96,CR, ,---H---,5,1,0,C,MULTIFAMIL,,,C
1,11224,CA,65,THU,2580,1,96,CR, ,---H---,6,1,0,C,MULTIFAMIL,,,C
1,11224,CA,85,THU,1435,1,96,CG, ,---H---,7,1,0,C,MULTIFAMIL,,,C
1,11255,CA,23,TUE,345,1,6Y,T0, ,-T-----,1,1,973.95,S,SCHOOL,,,S
1,11255,CA,85,TUE,5005,1,96,CG, ,-T-----,2,1,0,S,SCHOOL,,,S
1,11255,CA,44,WED,120,1,4Y,CB, ,--W----,3,1,75,S,SCHOOL,,,S
1,11256,CA,64,TUE,2200,1,96,CR, ,-T-----,1,1,0,S,SCHOOL,,,S
1,11256,CA,64,TUE,2205,1,96,CR, ,-T-----,2,1,0,S,SCHOOL,,,S
1,11256,CA,64,TUE,2210,1,96,CR, ,-T-----,3,1,0,S,SCHOOL,,,S
1,11256,CA,64,TUE,2201,2,96,AR, ,-T-----,4,1,73.41,S,SCHOOL,,,S
1,11256,CA,CALL,SUN,0,1,6Y,H0, ,#NAME?,5,1,0,S,SCHOOL,,,S
1,11256,CA,85,TUE,5015,3,96,CG, ,-T-----,6,1,0,S,SCHOOL,,,S
1,11256,CA,40,WED,120,4,CF,6, ,--W-F--,7,2,0,S,SCHOOL,,,S
1,11256,CA,40,FRI,165,4,CF,6, ,--W-F--,7,2,0,S,SCHOOL,,,S
1,11276,CA,21,MON,690,1,CT,6, ,M------,1,1,89.71,YC,,,,CO
1,11282,CA,25,TUE,3150,1,CT,9, ,-T-----,1,1,97.87,S,COMMUNITY,,,S
1,11282,CA,64,TUE,1370,1,96,CR, ,-T-----,2,1,0,S,COMMUNITY,,,S
1,11282,CA,85,TUE,845,1,96,CG, ,-T-----,3,1,0,S,COMMUNITY,,,S
1,11282,CA,40,FRI,185,1,CF,6, ,----F--,4,1,0,S,COMMUNITY,,,S
1,11302,CA,23,WED,705,1,4Y,T0, ,--W----,1,1,668.93,S,WINERY,,,S
1,11302,CA,84,TUE,35,1,6Y,G0, ,-T-----,2,1,662.29,S,WINERY,,,S
1,11302,CA,68,TUE,2430,3,96,CR, ,-T-----,3,1,0,S,WINERY,,,S
1,11302,CA,85,TUE,2565,1,96,CG, ,-T-----,4,1,0,S,WINERY,,,S
1,11302,CA,CALL,SUN,0,1,4Y,GL, ,#NAME?,5,1,75,S,WINERY,,,S
1,11302,CA,49,SAT,41,1,4Y,CB, ,-----S-,6,1,75,S,WINERY,,,S
1,11309,CA,29,MON,660,1,4Y,T3, ,M------,1,1,1252.72,YC,WINERY,,,CO
1,11309,CA,29,MON,660,1,PU,PL, ,M------,2,1,50,YC,WINERY,,,CO
1,11309,CA,42,FRI,280,1,6Y,R3, ,----F--,3,1,1381.3,YC,WINERY,,,CO
1,11309,CA,42,FRI,285,1,4Y,R3, ,----F--,4,1,939.54,YC,WINERY,,,CO
1,11309,CA,49,WED,270,1,6Y,CB, ,--W-F--,5,2,75,YC,WINERY,,,CO
1,11309,CA,49,FRI,570,1,6Y,CB, ,--W-F--,5,2,75,YC,WINERY,,,CO
1,11342,CA,29,MON,430,1,2Y,T0, ,M------,1,1,435.94,Y,BAR NO FW,,,Y
1,11349,CA,21,FRI,550,1,CT,29, ,----F--,1,1,182.94,PV,PARK,,,PV
1,11349,CA,21,FRI,560,1,CT,29, ,----F--,2,1,182.94,PV,PARK,,,PV
1,11349,CA,62,FRI,1130,1,96,CR, ,----F--,3,1,0,PV,PARK,,,PV
1,11349,CA,62,FRI,1140,1,96,CR, ,----F--,4,1,0,PV,PARK,,,PV
1,11361,CA,21,WED,1920,1,CT,9, ,--W----,1,1,134.57,AC,,,,CO
1,11361,CA,21,WED,1930,1,CT,9, ,--W----,2,1,134.57,AC,,,,CO
1,11361,CA,62,WED,2940,1,96,CR, ,--W----,3,1,0,AC,,,,CO
