COMPANY,CUST #,CYCLE,ROUTE,DAY,RTE SEQ#,QTY,SIZE,CHG CODE,FREQ,SCHEDULE,BIN #,P/U#,BIN AMT$,TAX BODY,VAR3,VAR4,FEE CODE,PRICE LIST
1,22858,CA,65,THU,2150,3,96,CR, ,---H---,2,1,0,C,,,,C
1,22858,CA,85,THU,1165,1,96,CG, ,---H---,3,1,0,C,,,,C
1,22858,CA,40,MON,235,2,CF,6, ,M-W-F--,4,3,0,C,,,,C
1,22858,CA,40,WED,180,2,CF,6, ,M-W-F--,4,3,0,C,,,,C
1,22858,CA,40,FRI,220,2,CF,6, ,M-W-F--,4,3,0,C,,,,C
1,22954,CA,28,MON,970,1,CT,9, ,M------,1,1,134.57,YC,,,,CO
1,22954,CA,64,MON,765,1,96,CR, ,M------,2,1,0,YC,,,,CO
1,22987,CA,23,THU,130,1,2Y,T0, ,---H---,1,1,363.91,S,,,,S
1,22987,CA,68,TUE,1240,3,96,CR, ,-T-----,2,1,0,S,,,,S
1,22987,CA,68,TUE,1250,1,96,AR, ,-T-----,3,1,73.41,S,,,,S
1,22987,CA,85,TUE,1910,1,96,CG, ,-T-----,4,1,0,S,,,,S
1,22987,CA,85,TUE,1915,3,96,AG, ,-T-----,5,1,66.56,S,,,,S
1,22996,CA,29,MON,820,1,6Y,T0, ,M------,1,1,1298.25,YC,,,,CO
1,22996,CA,43,FRI,300,1,4Y,GL, ,----F--,2,1,75,YC,,,,CO
1,22996,CA,49,WED,145,1,4Y,CB, ,--W----,3,1,75,YC,,,,CO
1,23038,PA,    ,UNR,0,1,20,RO, ,-------,1,0,0,YC,,,,CO
1,23038,PA,    ,UNR,0,1,20,RO, ,-------,2,0,0,YC,,,,CO
1,23038,PA,    ,UNR,0,1,30,CZ, ,-------,3,0,0,YC,,,,CO
1,23038,PA,    ,UNR,0,1,30,GZ, ,-------,4,0,0,YC,,,,CO
1,23038,PA,    ,UNR,0,1,30,LZ, ,-------,5,0,0,YC,,,,CO
1,23038,PA,    ,UNR,0,1,30,WZ, ,-------,6,0,0,YC,,,,CO
1,23062,CA,23,MON,340,1,4Y,T0, ,M------,1,1,668.93,S,,,,S
1,23062,CA,68,TUE,910,3,96,CR, ,-T-----,2,1,0,S,,,,S
1,23062,CA,85,TUE,1430,1,96,CG, ,-T-----,3,1,0,S,,,,S
1,23070,CA,23,TUE,240,1,4Y,T0, ,-T--F--,1,2,1278.97,S,,,,S
1,23070,CA,23,FRI,195,1,4Y,T0, ,-T--F--,1,2,1278.97,S,,,,S
1,23070,CA,42,TUE,0,1,4Y,R0, ,-T--F--,2,2,959.23,S,,,,S
1,23070,CA,42,FRI,131,1,4Y,R0, ,-T--F--,2,2,959.23,S,,,,S
1,23070,CA,64,TUE,587,3,96,CR, ,-T-----,3,1,0,S,,,,S
1,23070,CA,40,MON,110,2,CF,6, ,M---F--,4,2,0,S,,,,S
1,23070,CA,40,FRI,85,2,CF,6, ,M---F--,4,2,0,S,,,,S
1,23094,CA,23,TUE,180,1,2Y,T0, ,-T-----,1,1,363.91,S,,,,S
1,23094,CA,68,TUE,150,3,96,CR, ,-T-----,2,1,0,S,,,,S
1,23094,CA,62,TUE,710,1,96,CG, ,-T-----,3,1,0,S,,,,S
1,23114,CA,25,TUE,200,1,CT,9, ,-T-----,1,1,97.87,S,,,,S
1,23114,CA,68,TUE,80,1,96,CR, ,-T-----,2,1,0,S,,,,S
1,23142,CA,28,MON,1030,2,CT,9, ,M------,1,1,134.57,YC,,,,CO
1,23142,CA,64,MON,770,2,96,CR, ,M------,2,1,0,YC,,,,CO
1,23142,CA,85,MON,990,2,96,CG, ,M------,3,1,0,YC,,,,CO
1,23161,CA,21,MON,560,2,CT,6, ,M------,1,1,89.71,YC,,,,CO
1,23161,CA,62,MON,1120,1,96,CR, ,M------,2,1,0,YC,,,,CO
1,23161,CA,62,MON,1120,1,96,AR, ,M------,3,1,100.93,YC,,,,CO
1,23161,CA,62,MON,1130,1,96,CG, ,M------,4,1,0,YC,,,,CO
1,23214,CA,21,THU,50,1,CT,6, ,---H---,1,1,89.71,CC,,,,CO
1,23214,CA,62,THU,1680,1,96,CG, ,---H---,2,1,0,CC,,,,CO
1,23233,TA,    ,UNR,0,1,20,RO, ,-------,1,0,0,YC,,,,CO
1,23276,CA,28,THU,3730,3,CT,9, ,---H---,1,1,103.93,C,,,,C
1,23276,CA,68,THU,3910,3,96,CR, ,---H---,2,1,0,C,,,,C
1,23276,CA,85,THU,3910,1,96,CG, ,---H---,3,1,0,C,,,,C
1,23489,CA,23,THU,380,1,4Y,T0, ,---H---,1,1,813.98,C,LODGING,,,C
1,23489,CA,68,THU,460,3,96,CR, ,---H---,2,1,0,C,LODGING,,,C
1,23489,CA,86,THU,692,1,96,CG, ,---H---,3,1,0,C,LODGING,,,C
1,23504,CA,25,TUE,510,1,CT,9, ,-T-----,1,1,97.87,S,,,,S
1,23504,CA,64,TUE,875,1,96,CR, ,-T-----,2,1,0,S,,,,S
1,23504,CA,85,TUE,0,1,96,CG, ,-T-----,3,1,0,S,,,,S
1,23551,CA,25,TUE,1430,1,CT,6, ,-T-----,1,1,65.25,S,,,,S
1,23551,CA,68,TUE,1410,1,96,CR, ,-T-----,2,1,0,S,,,,S
1,23553,CA,23,MON,260,1,6Y,T0, ,M------,1,1,973.95,S,,,,S
1,23553,CA,44,FRI,130,1,4Y,CB, ,----F--,2,1,75,S,,,,S
1,23722,CA,29,MON,640,1,4Y,T0, ,M------,1,1,890.4,YC,,,,CO
1,23722,CA,64,MON,820,1,96,CR, ,M------,2,1,0,YC,,,,CO
1,23722,CA,64,MON,825,1,96,CR, ,M------,3,1,0,YC,,,,CO
1,23722,CA,42,FRI,270,1,4Y,R0, ,----F--,4,1,667.81,YC,,,,CO
1,23783,CA,23,THU,350,1,2Y,T0, ,---H---,1,1,439.46,C,,,,C
1,23783,CA,66,THU,2130,3,96,CR, ,---H---,2,1,0,C,,,,C
1,23783,CA,85,THU,5460,1,96,CG, ,---H---,3,1,0,C,,,,C
1,23821,CA,65,THU,1930,1,96,CR, ,---H---,1,1,0,C,LODGING-FW,,,C
1,23821,CA,25,THU,145,4,CT,9, ,---H---,2,1,103.93,C,LODGING-FW,,,C
1,23821,CA,65,THU,1940,1,96,CR, ,---H---,3,1,0,C,LODGING-FW,,,C
1,23821,CA,65,THU,1950,1,96,CR, ,---H---,4,1,0,C,LODGING-FW,,,C
1,23821,CA,85,THU,1035,1,96,CG, ,---H---,5,1,0,C,LODGING-FW,,,C
1,23899,CA,25,TUE,980,1,CT,3, ,-T-----,1,1,32.62,S,,,,S
1,23899,CA,64,TUE,0,1,96,CR, ,-T-----,2,1,0,S,,,,S
1,23901,CA,23,WED,200,1,4Y,T0, ,--W----,1,1,890.4,SC,,,,CO
1,23901,CA,65,WED,220,1,96,CR, ,--W----,2,1,0,SC,,,,CO
1,23901,CA,65,WED,230,1,96,CR, ,--W----,3,1,0,SC,,,,CO
1,23901,CA,65,WED,240,1,96,CR, ,--W----,4,1,0,SC,,,,CO
1,23901,CA,85,WED,70,3,96,CG, ,--W----,5,1,0,SC,,,,CO
1,23901,CA,65,WED,250,3,96,AR, ,--W----,6,1,100.93,SC,,,,CO
1,23968,CA,97,THU,0,1,CT,6, ,---H---,1,1,69.28,C,,,,C
1,23968,CA,97,THU,0,1,96,CR, ,---H---,2,1,0,C,,,,C
1,23998,CA,23,TUE,280,1,4Y,T0, ,-T-----,1,1,668.93,S,,,,S
1,23998,CA,85,TUE,855,1,96,CG, ,-T-----,2,1,0,S,,,,S
1,23998,CA,64,TUE,570,3,96,CR, ,-T-----,3,1,0,S,,,,S
1,23999,CA,23,FRI,600,1,2Y,T0, ,----F--,1,1,482.56,SC,,,,CO
1,23999,CA,62,TUE,630,1,96,CR, ,-T-----,2,1,0,SC,,,,CO
1,24011,CA,25,THU,2400,1,CT,3, ,---H---,1,1,34.64,C,,,,C
1,24011,CA,65,THU,2490,1,96,CR, ,---H---,2,1,0,C,,,,C
1,24016,CA,23,THU,345,1,2Y,T0, ,---H---,1,1,482.56,CC,,,,CO
1,24016,CA,23,THU,345,1,OC,EG, ,---H---,2,1,40,CC,,,,CO
1,24074,CA,25,THU,640,1,CT,9, ,---H---,1,1,101.34,CL,,,,CL
1,24074,CA,65,THU,240,2,96,CR, ,---H---,2,1,0,CL,,,,CL
1,24074,CA,85,THU,1595,1,96,CG, ,---H---,3,1,0,CL,,,,CL
1,24111,TA,    ,UNR,0,1,20,RO, ,-------,1,0,0,YC,,,,CO
1,24112,CA,29,MON,377,2,6Y,T0, ,M--H---,1,2,2521.79,YC,,,,CO
1,24112,CA,23,THU,5,2,6Y,T0, ,M--H---,1,2,2521.79,YC,,,,CO
1,24112,CA,29,MON,378,1,2Y,DI, ,M------,2,1,482.56,YC,,,,CO
1,24112,CA,62,MON,5650,4,96,CR, ,M------,3,1,0,YC,,,,CO
1,24112,CA,40,MON,5,2,CF,6, ,M------,4,1,0,YC,,,,CO
1,24112,CA,43,FRI,435,1,4Y,GL, ,----F--,5,1,75,YC,,,,CO
1,24112,CA,49,MON,10,1,6Y,CB, ,M-W-F--,6,3,75,YC,,,,CO
1,24112,CA,49,WED,365,1,6Y,CB, ,M-W-F--,6,3,75,YC,,,,CO
1,24112,CA,49,FRI,280,1,6Y,CB, ,M-W-F--,6,3,75,YC,,,,CO
1,24125,CA,25,THU,2810,1,CT,3, ,---H---,1,1,34.64,C,,,,C
1,24125,CA,61,THU,490,1,96,CR, ,---H---,2,1,0,C,,,,C
1,24144,CA,25,TUE,165,1,CT,9, ,-T-----,1,1,97.87,S,UTILITY,,,S
1,24144,CA,64,TUE,44,1,96,CR, ,-T-----,2,1,0,S,UTILITY,,,S
1,24144,CA,62,TUE,3470,1,96,CG, ,-T-----,3,1,0,S,UTILITY,,,S
1,24151,CA,25,TUE,550,1,CT,3, ,-T-----,1,1,32.62,S,,,,S
1,24151,CA,64,TUE,1320,1,96,CR, ,-T-----,2,1,0,S,,,,S
1,24255,CA,25,TUE,1780,1,CT,9, ,-T-----,1,1,97.87,S,,,,S
1,24255,CA,85,TUE,730,1,96,CG, ,-T-----,2,1,0,S,,,,S
1,24255,CA,64,TUE,2175,1,96,CR, ,-T-----,3,1,0,S,,,,S
1,24285,CA,28,MON,3030,4,CT,9, ,M------,1,1,101.24,Y,,,,Y
1,24285,CA,64,MON,5390,4,96,CR, ,M------,2,1,0,Y,,,,Y
1,24294,CA,25,TUE,2750,1,CT,9, ,-T-----,1,1,97.87,S,,,,S
1,24294,CA,64,TUE,1930,1,96,CR, ,-T-----,2,1,0,S,,,,S
1,24294,CA,85,TUE,1635,1,96,CG, ,-T-----,3,1,0,S,,,,S
1,24340,CA,21,MON,710,1,CT,6, ,M------,1,1,89.71,YC,,,,CO
1,24340,CA,64,MON,695,1,96,CR, ,M------,2,1,0,YC,,,,CO
1,24340,CA,62,MON,1370,1,96,CG, ,M------,3,1,0,YC,,,,CO
1,24389,CA,28,TUE,2110,4,CT,3, ,-T-----,1,1,32.62,S,,,,S
1,24389,CA,85,TUE,3290,1,96,CG, ,-T-----,2,1,0,S,,,,S
1,24389,CA,62,TUE,6320,1,96,CR, ,-T-----,3,1,0,S,,,,S
1,24389,CA,62,TUE,6320,1,96,CR, ,-T-----,4,1,0,S,,,,S
1,24417,CA,28,MON,2390,1,CT,6, ,M------,1,1,67.49,Y,,,,Y
1,24417,CA,64,MON,1730,1,96,CR, ,M------,2,1,0,Y,,,,Y
1,24417,CA,85,MON,2140,1,96,CG, ,M------,3,1,0,Y,,,,Y
1,24427,CA,25,TUE,2600,1,CT,9, ,-T-----,1,1,97.87,S,,,,S
1,24427,CA,64,TUE,1855,1,96,CR, ,-T-----,2,1,0,S,,,,S
1,24427,CA,85,TUE,685,1,96,CG, ,-T-----,3,1,0,S,,,,S
1,24429,CA,25,TUE,215,1,CT,3, ,-T-----,1,1,32.62,S,,,,S
1,24429,CA,68,TUE,85,1,96,CR, ,-T-----,2,1,0,S,,,,S
1,24429,CA,68,TUE,87,2,96,AR, ,-T-----,3,1,73.41,S,,,,S
1,24545,CA,28,MON,2260,1,CT,9, ,M------,1,1,134.57,YC,,,,CO
1,24545,CA,64,MON,4460,1,96,CR, ,M------,2,1,0,YC,,,,CO
1,24545,CA,64,MON,4465,1,96,AR, ,M------,3,1,100.93,YC,,,,CO
1,24545,CA,85,MON,3109,1,96,CG, ,M------,4,1,0,YC,,,,CO
1,24594,CA,23,TUE,320,1,2Y,T0, ,-T-----,1,1,363.91,S,,,,S
1,24594,CA,64,TUE,945,2,96,CR, ,-T-----,2,1,0,S,,,,S
1,24612,CA,28,MON,390,3,CT,6, ,M------,1,1,89.71,YC,,,,CO
1,24612,CA,64,MON,280,2,96,CR, ,M------,2,1,0,YC,,,,CO
1,24612,CA,64,MON,0,1,96,AR, ,M------,3,1,100.93,YC,,,,CO
1,24612,CA,85,MON,390,1,96,CG, ,M------,4,1,0,YC,,,,CO
1,24664,CA,23,WED,300,1,2Y,T0, ,--W----,1,1,482.56,YC,WINERY,,,CO
1,24664,CA,42,FRI,385,1,4Y,R0, ,----F--,2,1,667.81,YC,WINERY,,,CO
1,24664,CA,64,MON,1500,1,96,CR, ,M------,3,1,0,YC,WINERY,,,CO
1,24664,CA,64,MON,1505,1,96,CR, ,M------,4,1,0,YC,WINERY,,,CO
1,24695,CA,21,TUE,1920,4,CT,9, ,-T-----,1,1,97.87,S,,,,S
1,24695,CA,64,TUE,895,3,96,CR, ,-T-----,2,1,0,S,,,,S
1,24806,CA,21,MON,1375,2,CT,6, ,M------,1,1,89.71,YC,,,,CO
1,24806,CA,62,MON,2660,1,96,CR, ,M------,2,1,0,YC,,,,CO
1,24806,CA,62,MON,2670,2,96,CG, ,M------,3,1,0,YC,,,,CO
1,24806,CA,62,MON,2680,1,96,CR, ,M------,4,1,0,YC,,,,CO
1,24821,CA,24,THU,870,2,CT,9, ,---H---,1,1,103.93,C,,,,C
1,24821,CA,64,THU,4920,1,96,CR, ,---H---,2,1,0,C,,,,C
1,24821,CA,85,THU,865,1,96,CG, ,---H---,3,1,0,C,,,,C
1,24821,CA,85,THU,860,1,96,AG, ,---H---,4,1,68.91,C,,,,C
1,24888,CA,25,THU,2250,1,CT,9, ,---H---,1,1,103.93,C,,,,C
1,24888,CA,65,THU,2440,1,96,CR, ,---H---,2,1,0,C,,,,C
1,24888,CA,85,THU,1315,1,96,CG, ,---H---,3,1,0,C,,,,C
1,24912,CA,23,MON,150,1,2Y,T0, ,M------,1,1,363.91,S,,,,S
1,24912,CA,64,TUE,540,1,96,CR, ,-T-----,2,1,0,S,,,,S
1,24912,CA,64,TUE,545,1,96,CR, ,-T-----,3,1,0,S,,,,S
1,24912,CA,85,TUE,235,1,96,CG, ,-T-----,4,1,0,S,,,,S
1,24912,CA,85,TUE,240,1,96,CG, ,-T-----,5,1,0,S,,,,S
1,24997,MA,21,FRI,860,1,CT,13, ,----F--,1,1,60.98,PV,,,,PV
1,24997,MA,62,FRI,1815,1,96,CR, ,----F--,2,1,0,PV,,,,PV
1,25040,CA,29,MON,520,1,4P,T0, ,M---F--,1,2,1580.3,Y,,,,Y
1,25040,CA,29,FRI,150,1,4P,T0, ,M---F--,1,2,1580.3,Y,,,,Y
1,25040,CA,64,MON,1670,5,96,CR, ,M------,2,1,0,Y,,,,Y
1,25040,CA,49,MON,250,1,4Y,CB, ,M---F--,3,2,75,Y,,,,Y
1,25040,CA,49,FRI,480,1,4Y,CB, ,M---F--,3,2,75,Y,,,,Y
1,25063,TA,    ,UNR,0,1,20,RO, ,-------,1,0,0,YC,,,,CO
1,25150,TA,    ,UNR,0,1,20,RO, ,-------,1,0,0,YC,,,,CO
1,25218,CA,25,TUE,1030,1,CT,6, ,-T-----,1,1,65.25,S,,,,S
1,25218,CA,64,TUE,1010,1,96,CR, ,-T-----,2,1,0,S,,,,S
1,25219,MA,25,TUE,1520,1,CT,9, ,-T-----,1,1,97.87,S,,,,S
1,25219,MA,85,TUE,1440,1,96,CG, ,-T-----,2,1,0,S,,,,S
1,25219,MA,68,TUE,930,1,96,CR, ,-T-----,3,1,0,S,,,,S
1,25255,CA,23,MON,495,1,2Y,T0, ,M--H---,1,2,813.99,C,MULTIFAMIL,,,C
1,25255,CA,23,THU,655,1,2Y,T0, ,M--H---,1,2,813.99,C,MULTIFAMIL,,,C
1,25255,CA,23,MON,496,1,2Y,T0, ,M--H---,2,2,813.99,C,MULTIFAMIL,,,C
1,25255,CA,23,THU,656,1,2Y,T0, ,M--H---,2,2,813.99,C,MULTIFAMIL,,,C
1,25255,CA,65,THU,2780,6,96,CR, ,---H---,3,1,0,C,MULTIFAMIL,,,C
1,25290,CA,29,WED,100,1,2Y,T0, ,--W----,1,1,482.56,AC,,,,CO
1,25290,CA,64,WED,4180,1,96,CR, ,--W----,2,1,0,AC,,,,CO
1,25290,CA,64,WED,4185,1,96,CR, ,--W----,3,1,0,AC,,,,CO
1,25290,CA,64,WED,4190,1,96,CR, ,--W----,4,1,0,AC,,,,CO
1,25290,CA,64,WED,4195,1,96,CR, ,--W----,5,1,0,AC,,,,CO
1,25290,CA,85,WED,4120,1,  ,0G, ,--W----,6,1,0,AC,,,,CO
1,25303,CA,46,THU,0,1,3Y,TH, ,---H---,1,1,0,SC,,,,CO
1,25305,CA,29,MON,100,1,6Y,T0, ,M-W-F--,1,3,3745.33,YC,,,,CO
1,25305,CA,23,WED,502,1,6Y,T0, ,M-W-F--,1,3,3745.33,YC,,,,CO
1,25305,CA,29,FRI,440,1,6Y,T0, ,M-W-F--,1,3,3745.33,YC,,,,CO
1,25305,CA,29,MON,110,1,6Y,T0, ,M-W-F--,2,3,3745.33,YC,,,,CO
1,25305,CA,23,WED,503,1,6Y,T0, ,M-W-F--,2,3,3745.33,YC,,,,CO
1,25305,CA,29,FRI,450,1,6Y,T0, ,M-W-F--,2,3,3745.33,YC,,,,CO
1,25305,CA,43,TUE,430,1,4Y,GL, ,-T--F--,3,2,150,YC,,,,CO
1,25305,CA,43,FRI,430,1,4Y,GL, ,-T--F--,3,2,150,YC,,,,CO
1,25305,CA,49,MON,45,1,6Y,CB, ,M-W-F--,4,3,75,YC,,,,CO
1,25305,CA,49,WED,48,1,6Y,CB, ,M-W-F--,4,3,75,YC,,,,CO
1,25305,CA,49,FRI,680,1,6Y,CB, ,M-W-F--,4,3,75,YC,,,,CO
1,25342,CA,21,MON,990,4,CT,9, ,M------,1,1,134.57,YC,,,,CO
1,25342,CA,62,MON,905,2,96,CR, ,M------,2,1,0,YC,,,,CO
1,25342,CA,62,MON,905,2,96,CG, ,M------,3,1,0,YC,,,,CO
1,25348,CA,28,MON,310,1,CT,9, ,M------,1,1,134.57,YC,,,,CO
1,25348,CA,64,MON,225,1,96,CR, ,M------,2,1,0,YC,,,,CO
1,25348,CA,85,MON,290,1,96,CR, ,M------,3,1,0,YC,,,,CO
1,25434,CA,25,TUE,754,1,  ,6, ,-T-----,1,1,65.25,S,,,,S
1,25434,CA,64,TUE,1220,1,  ,0R, ,-T-----,2,1,0,S,,,,S
1,25434,CA,85,TUE,4985,1,  ,0G, ,-T-----,3,1,0,S,,,,S
1,25450,CA,23,THU,215,1,2Y,T0, ,---H---,1,1,482.56,CC,,,,CO
1,25450,CA,42,FRI,403,1,4Y,R0, ,----F--,2,1,667.81,CC,,,,CO
1,25450,CA,62,THU,4795,3,96,CR, ,---H---,3,1,0,CC,,,,CO
1,25499,CA,29,MON,410,1,4Y,T0, ,M-W-F--,1,3,2252.97,Y,,,,Y
1,25499,CA,23,WED,335,1,4Y,T0, ,M-W-F--,1,3,2252.97,Y,,,,Y
1,25499,CA,29,FRI,40,1,4Y,T0, ,M-W-F--,1,3,2252.97,Y,,,,Y
1,25499,CA,42,FRI,325,1,4P,R0, ,----F--,2,1,619.82,Y,,,,Y
1,25499,CA,64,MON,1515,3,96,CR, ,M------,3,1,0,Y,,,,Y
1,25499,CA,40,MON,330,2,CF,6, ,M-W-F--,4,3,0,Y,,,,Y
1,25499,CA,40,WED,275,2,CF,6, ,M-W-F--,4,3,0,Y,,,,Y
1,25499,CA,40,FRI,300,2,CF,6, ,M-W-F--,4,3,0,Y,,,,Y
1,25499,CA,49,MON,180,1,4P,CB, ,M-W-F--,5,3,75,Y,,,,Y
1,25499,CA,49,WED,265,1,4P,CB, ,M-W-F--,5,3,75,Y,,,,Y
1,25499,CA,49,FRI,555,1,4P,CB, ,M-W-F--,5,3,75,Y,,,,Y
1,25526,CA,29,MON,528,1,2Y,C0, ,M---F--,1,2,1091,Y,,,,Y
1,25526,CA,29,FRI,170,1,2Y,C0, ,M---F--,1,2,1091,Y,,,,Y
1,25526,CA,42,MON,90,1,4P,R0, ,M---F--,2,2,1185.23,Y,,,,Y
1,25526,CA,42,FRI,337,1,4P,R0, ,M---F--,2,2,1185.23,Y,,,,Y
1,25526,CA,85,MON,3171,1,96,CG, ,M------,3,1,0,Y,,,,Y
1,25526,CA,85,MON,3172,8,96,AG, ,M------,4,1,68.84,Y,,,,Y
1,25581,CA,42,TUE,0,1,4Y,R0, ,-T-H---,1,2,959.23,S,,,,S
1,25581,CA,42,FRI,185,1,4Y,R0, ,-T--F--,1,2,959.23,S,,,,S
1,25581,CA,25,TUE,1390,3,CT,6, ,-T-----,2,1,65.25,S,,,,S
1,25581,CA,85,TUE,1955,1,96,CG, ,-T-----,3,1,0,S,,,,S
1,25581,CA,40,MON,165,1,CF,6, ,M-W-F--,4,3,0,S,,,,S
1,25581,CA,40,WED,95,1,CF,6, ,M-W-F--,4,3,0,S,,,,S
1,25581,CA,40,FRI,135,1,CF,6, ,M-W-F--,4,3,0,S,,,,S
1,25581,CA,68,TUE,1380,2,96,CR, ,-T-----,5,1,0,S,,,,S
1,25812,TA,    ,UNR,0,1,20,RO, ,-------,1,0,0,YC,,,,CO
1,25832,CA,25,TUE,3670,1,CT,9, ,-T-----,1,1,97.87,S,,,,S
1,25832,CA,68,TUE,1890,1,96,CR, ,-T-----,2,1,0,S,,,,S
1,25832,CA,85,TUE,2315,1,96,CG, ,-T-----,3,1,0,S,,,,S
1,25850,CA,24,THU,5,1,CT,9, ,---H---,1,1,134.57,CC,,,,CO
1,25850,CA,64,THU,260,1,96,CR, ,---H---,2,1,0,CC,,,,CO
1,25850,CA,85,THU,15,1,96,CG, ,---H---,3,1,0,CC,,,,CO
1,25856,CA,23,WED,210,1,4Y,T0, ,--W----,1,1,813.98,C,,,,C
1,25856,CA,44,TUE,160,1,4Y,CB, ,-T--F--,2,2,75,C,,,,C
1,25856,CA,44,FRI,140,1,4Y,CB, ,-T--F--,2,2,75,C,,,,C
1,25886,CA,25,TUE,530,1,CT,3, ,-T-----,1,1,32.62,S,,,,S
1,25886,CA,64,TUE,1310,1,96,CR, ,-T-----,2,1,0,S,,,,S
1,25886,CA,85,TUE,790,1,96,CG, ,-T-----,3,1,0,S,,,,S
1,25899,CA,23,WED,440,1,2Y,T0, ,--W----,1,1,482.56,YC,,,,CO
1,25899,CA,62,MON,1420,1,96,CR, ,M------,2,1,0,YC,,,,CO
1,25899,CA,62,MON,1430,1,96,CR, ,M------,3,1,0,YC,,,,CO
1,25899,CA,62,MON,1440,1,96,CR, ,M------,4,1,0,YC,,,,CO
1,25899,CA,62,MON,1450,1,  ,0G, ,M------,5,1,0,YC,,,,CO
1,25899,CA,40,MON,45,1,CF,6, ,M------,6,1,0,YC,,,,CO
1,25899,CA,49,WED,140,1,4Y,CB, ,--W----,7,1,75,YC,,,,CO
1,25969,CA,29,MON,560,1,4Y,T0, ,M--HF--,1,3,2252.97,Y,RESTAURANT,,,Y
1,25969,CA,23,THU,795,1,4Y,T0, ,M--HF--,1,3,2252.97,Y,RESTAURANT,,,Y
1,25969,CA,29,FRI,100,1,4Y,T0, ,M--HF--,1,3,2252.97,Y,RESTAURANT,,,Y
1,25969,CA,29,SAT,155,1,4Y,SA, ,-----S-,2,1,1090.16,Y,RESTAURANT,,,Y
1,25969,CA,64,MON,1740,3,96,CR, ,M---F--,3,2,64.37,Y,RESTAURANT,,,Y
1,25969,CA,62,FRI,4710,3,96,CR, ,M---F--,3,2,64.37,Y,RESTAURANT,,,Y
1,26052,CA,23,MON,510,2,CT,9, ,M------,1,1,103.93,C,LODGING-FW,,,C
1,26052,CA,28,THU,405,3,CT,9, ,---H---,2,1,103.93,C,LODGING-FW,,,C
1,26052,CA,68,THU,625,3,96,CR, ,---H---,3,1,0,C,LODGING-FW,,,C
1,26096,PA,    ,UNR,0,1,20,RO, ,-------,1,0,0,S,,,,S
1,26096,PA,    ,UNR,0,1,20,CZ, ,-------,2,0,0,S,,,,S
1,26133,CA,29,MON,220,1,6Y,T0, ,M-W-F--,1,3,3745.33,YC,,,,CO
1,26133,CA,23,WED,45,1,6Y,T0, ,M-W-F--,1,3,3745.33,YC,,,,CO
1,26133,CA,23,FRI,45,1,6Y,T0, ,M-W-F--,1,3,3745.33,YC,,,,CO
1,26133,CA,64,MON,336,3,96,CR, ,M------,2,1,0,YC,,,,CO
1,26133,CA,40,MON,55,5,CF,6, ,M---F--,3,2,0,YC,,,,CO
1,26133,CA,40,FRI,35,5,CF,6, ,M---F--,3,2,0,YC,,,,CO
1,26133,CA,49,MON,100,1,6Y,CB, ,M-W-F--,4,3,75,YC,,,,CO
1,26133,CA,49,WED,90,1,6Y,CB, ,M-W-F--,4,3,75,YC,,,,CO
1,26133,CA,49,FRI,370,1,6Y,CB, ,M-W-F--,4,3,75,YC,,,,CO
1,26213,CA,23,TUE,150,1,2Y,T0, ,-T-----,1,1,363.91,S,,,,S
1,26213,CA,68,TUE,270,3,96,CR, ,-T-----,2,1,0,S,,,,S
1,26213,CA,85,TUE,220,1,96,CG, ,-T-----,3,1,0,S,,,,S
1,26213,CA,44,TUE,370,1,4Y,CB, ,-T-----,4,1,75,S,,,,S
1,26277,CA,28,THU,460,1,CT,9, ,---H---,1,1,103.93,C,,,,C
1,26277,CA,61,THU,850,1,96,CR, ,---H---,2,1,0,C,,,,C
1,26277,CA,61,THU,860,1,96,AR, ,---H---,3,1,76,C,,,,C
1,26329,CA,28,TUE,2720,2,CT,9, ,-T-----,1,1,97.87,S,,,,S
1,26329,CA,68,TUE,820,1,96,CR, ,-T-----,2,1,0,S,,,,S
1,26329,CA,68,TUE,830,1,96,CR, ,-T-----,3,1,0,S,,,,S
1,26397,PA,    ,UNR,0,1,30,WZ, ,-------,1,0,0,YC,,,,CO
1,26399,CA,29,WED,50,1,6Y,T0, ,--W----,1,1,1298.25,SC,,,,CO
1,26399,CA,40,MON,75,2,CF,6, ,M------,2,1,0,SC,,,,CO
1,26399,CA,43,TUE,0,1,4Y,GL, ,-T--F--,3,2,150,SC,,,,CO
1,26399,CA,43,FRI,45,1,4Y,GL, ,-T--F--,3,2,150,SC,,,,CO
1,26399,CA,44,TUE,405,1,6Y,CB, ,-T--F--,4,2,75,SC,,,,CO
1,26399,CA,49,FRI,40,1,6Y,CB, ,-T--F--,4,2,75,SC,,,,CO
1,26399,CA,84,TUE,100,1,6Y,G0, ,-T-----,5,1,882.81,SC,,,,CO
1,26422,CA,29,MON,485,1,4Y,CO, ,M--H---,1,2,7033.53,Y,,,,Y
1,26422,CA,23,THU,800,1,4Y,CO, ,M--H---,1,2,7033.53,Y,,,,Y
1,26422,CA,64,MON,1632,1,96,CR, ,M------,2,1,0,Y,,,,Y
1,26422,CA,64,MON,1631,1,96,CR, ,M------,3,1,0,Y,,,,Y
1,26422,CA,64,MON,1635,1,96,CR, ,M------,4,1,0,Y,,,,Y
1,26422,CA,64,MON,1640,3,96,CR, ,M------,5,1,0,Y,,,,Y
1,26479,CA,25,TUE,880,1,CT,9, ,-T-----,1,1,97.87,S,,,,S
