CO,CUST#,TAX BODY,CYCLE,MTH$,BAL DUE,UNAPPLIED,CURRENT,30+,60+,90+,V3  BIZ TYPE,V4  SB1383,MTD,YTD,SALES ID,START DT,STOP DT,BILLING STR DT,ACT CD,FEE CODE,PRICE LIST,CREDIT LIMIT
1,2642,CC    ,CA,0,250.75,,250.75,0,0,0,PARK,,0,250.75,,11/29/2002,,11/29/2002,,,CO,
1,2678,S     ,CA,293.61,293.61,,293.61,0,0,0,HOME IMPRO,,0,2672.48,,11/19/2002,,11/19/2002,,,S,
1,2754,CL    ,CA,1227.47,1609.47,,1233.07,376.4,0,0,MULTIFAMIL,,0,11162.3,,11/21/2002,,11/21/2002,,,CL,
1,2810,Y     ,CA,67.49,67.49,,67.49,0,0,0,PRESCHOOL,,0,614.29,,12/9/2002,,,,,Y,
1,3143,S     ,TA,0,100,,100,0,0,0,,,100,100,,10/29/2021,,,,,S,
1,3159,AC    ,CA,89.71,0,,0,0,0,0,WINERY,,0,815.2,,2/12/2003,,2/12/2003,,,CO,
1,3232,YC    ,TA,0,3779.88,,3779.88,0,0,0,,,0,14163.64,,8/29/2018,,3/5/2014,,,CO,
1,3630,SC    ,CA,134.57,0,,0,0,0,0,VINEYARD,,0,1222.82,,5/5/2003,,5/5/2003,,,CO,
1,3723,S     ,CA,195.74,195.74,,195.74,0,0,0,MEDICAL,,0,1778.72,,1/1/1980,,1/1/1980,,,S,
1,3842,CC    ,CA,632.56,818.92,,818.92,0,0,0,WINERY,,0,5271.06,,6/5/2003,,6/5/2003,,,CO,
1,3844,SC    ,CA,1005.67,1230.67,,1230.67,0,0,0,MIXED USE,,90,14878.81,,6/27/2003,,,,,CO,
1,4124,C     ,CA,110.64,110.64,,110.64,0,0,0,,,0,1006.77,,7/17/2003,,7/17/2003,,,C,
1,4126,SC    ,CA,597.92,597.92,,597.92,0,0,0,WINERY,,0,5433.26,,7/22/2003,,7/22/2003,,,CO,
1,4196,YC    ,CA,2798.11,2798.11,,2798.11,0,0,0,WINERY,,0,20839.21,,7/29/2003,,,,,CO,
1,4226,CC    ,CA,632.56,632.56,,632.56,0,0,0,WINERY,,0,4984.96,,8/8/2003,,8/8/2003,,,CO,
1,4247,C     ,CA,103.92,209.4,,105.48,103.92,0,0,,,0,948.54,,8/7/2003,,,,,C,
1,4260,SC    ,CA,1150.37,0,,0,0,0,0,WINERY,,0,10453.28,,8/18/2003,,8/18/2003,,,CO,
1,4308,CC    ,CA,2358.3,2358.3,,2358.3,0,0,0,WINERY,,0,20060.1,,8/14/2003,,8/14/2003,,,CO,
1,4420,C     ,CA,103.93,0,,0,0,0,0,LODGING-FW,,0,944.38,,10/2/2003,,,,,C,
1,4445,YC    ,CA,134.57,134.57,,134.57,0,0,0,WINERY,,0,1222.82,,9/29/2003,,9/29/2003,,,CO,
1,4449,SC    ,CA,945.34,945.34,,945.34,0,0,0,WINERY,,0,9561.06,,9/30/2003,,9/30/2003,,,CO,
1,4454,C     ,CA,135.12,135.12,,135.12,0,0,0,SCHOOL,,0,1233,,9/26/2003,,9/26/2003,,,C,
1,4477,YC    ,CA,134.57,0,,0,0,0,0,WINERY,,0,1224.53,,10/6/2003,,10/6/2003,,,CO,
1,4520,Y     ,CA,101.24,44.66,,44.66,0,0,0,MULTIFAMIL,,0,876.18,,10/13/2003,,10/13/2003,,,Y,
1,4631,AC    ,CA,370.07,0,,0,0,0,0,WINERY,,0,3362.78,,11/26/2003,,11/26/2003,,,CO,
1,4686,C     ,CA,439.46,439.46,,439.46,0,0,0,STRIP MALL,,0,3993.32,,11/7/2003,,,,,C,
1,4780,CC    ,CA,134.57,134.57,,134.57,0,0,0,WINERY,,0,1222.82,,1/15/2004,,1/15/2004,,,CO,
1,4781,CC    ,CA,89.71,89.71,,89.71,0,0,0,WINERY,,0,815.2,,1/8/2004,,,,,CO,
1,4831,C     ,CA,69.28,0,,0,0,0,0,FOURPLEX,,0,630.44,,1/19/2004,,,,,C,
1,4845,SC    ,CA,1373.25,1523.25,,1523.25,0,0,0,UTILITY,,0,12331.96,,1/26/2004,,1/26/2004,,,CO,
1,4859,S     ,CA,171.28,171.28,,171.28,0,0,0,OFFICE BLD,,0,1556.44,,2/17/2004,,2/17/2004,,,S,
1,4963,S     ,CA,97.87,0,,0,0,0,0,OFFICE BLD,,0,889.36,,3/9/2004,,,,,S,
1,5017,S     ,CA,195.74,195.74,,195.74,0,0,0,RESTAURANT,,0,1778.72,,3/30/2004,,,,,S,
1,5026,SC    ,CA,0,1103.25,,1103.25,0,0,0,WINERY,,0,7973.39,,3/24/2004,,3/24/2004,,,CO,
1,5055,SC    ,CA,527.42,527.42,,527.42,0,0,0,WINERY,,0,4988.34,,4/7/2004,,4/7/2004,,,CO,
1,5212,CC    ,CA,134.57,0,,0,0,0,0,LANDSCAPER,,0,1224.53,,5/6/2007,,5/6/2007,,,CO,
1,5311,SC    ,CA,358.85,0,,0,0,0,0,WINERY,,0,3260.84,,6/2/2004,,6/2/2004,,,CO,
1,5401,Y     ,CA,253.08,0,,0,0,0,0,WINERY,,0,2299.74,,6/16/2004,,,,,Y,
1,5440,S     ,CA,32.62,0,,0,0,0,0,,,0,296.44,,6/21/2004,,6/21/2004,,,S,
1,5492,S     ,CA,32.62,32.62,,32.62,0,0,0,STRIP MALL,,0,296.94,,8/3/2004,,8/3/2004,,,S,
1,5504,S     ,CA,32.62,32.62,,32.62,0,0,0,OFFICE BLD,,0,297.44,,7/20/2004,,7/20/2004,,,S,
1,5546,SC    ,TA,0,2498.88,,2498.88,0,0,0,,,0,7998.64,,7/13/2004,,7/13/2004,,,CO,
1,5662,S     ,CA,65.25,0,,0,0,0,0,RETAIL,,0,592.92,,8/10/2004,,,,,S,
1,5827,S     ,CA,97.87,0,,0,0,0,0,RETAIL,,0,889.36,,9/21/2004,,9/21/2004,,,S,
1,5868,SC    ,CA,0,1669.11,,1669.11,0,0,0,WINERY,,0,11145.29,,10/14/1998,,10/14/1998,,,CO,
1,5886,C     ,CA,439.46,439.46,,439.46,0,0,0,,,0,3993.32,,10/1/2004,,10/1/2004,,,C,
1,5955,S     ,CA,668.93,713.93,,713.93,0,0,0,,,0,3921.2,,5/7/2021,,5/7/2021,,,S,
1,6090,S     ,CA,130.5,0,,0,0,0,0,UTILITY,,0,1185.84,,11/12/2004,,11/12/2004,,,S,
1,6204,S     ,CA,65.25,0,,0,0,0,0,HOME IMPRO,,0,593.75,,12/21/2004,,12/21/2004,,,S,
1,6205,SC    ,CA,89.71,-211.86,,-211.86,0,0,0,CONTRACTOR,,0,871.79,,6/24/1996,,6/24/1996,,,CO,
1,6413,YC    ,CA,665.6,665.6,,665.6,0,0,0,MIXED USE,,0,5844.41,,1/1/1980,,1/1/1980,,,CO,
1,6488,Y     ,PA,0,2004,,2004,0,0,0,,,0,6226.54,,8/8/2017,,8/8/2017,,,Y,
1,6542,YC    ,CA,0,0,,0,0,0,0,WINERY,,0,14297.48,,4/15/2005,,4/15/2005,,,CO,
1,6640,C     ,CA,514.46,514.46,,514.46,0,0,0,RESTAURANT,,0,3510.64,,5/5/2005,,5/5/2005,,,C,
1,6782,SC    ,PA,0,0,,0,0,0,0,,,0,16971.85,,6/1/2005,,6/1/2005,,,CO,
1,6796,SC    ,CA,1772.84,2042.84,,2042.84,0,0,0,RESTAURANT,,0,15801.62,,6/8/2005,,6/8/2005,,,CO,
1,6835,AC    ,CA,482.56,482.56,,482.56,0,0,0,WINERY,,0,4394.96,,5/17/1999,,5/17/1999,,,CO,
1,7162,YC    ,CA,760.91,0,,0,0,0,0,WINERY,,0,6914.3,,1/1/1980,,1/1/1980,,,CO,
1,7567,S     ,CA,363.91,369.37,,369.37,0,0,0,CONTRACTOR,,0,3312.28,,8/2/2005,,8/2/2005,,,S,
1,7679,S     ,CA,32.62,0,,0,0,0,0,COMMUNITY,,0,296.44,,8/2/2005,,,,,S,
1,7849,S     ,CA,2238.2,3332.55,,2254.37,1078.18,0,0,MIXED USE,,0,17737.99,,8/5/2005,,8/5/2005,,,S,
1,8041,SC    ,CA,134.57,0,,0,0,0,0,LODGING,,0,1222.82,,4/30/2008,,,,,CO,
1,8045,SC    ,CA,179.42,0,,0,0,0,0,WINERY,,0,1642.61,,8/30/2005,,,,,CO,
1,8063,S     ,CA,1048.95,1398.95,,1398.95,0,0,0,GROCERY,,0,11425.27,,9/6/2005,,9/6/2005,,,S,
1,8112,SC    ,PA,0,268.2,,268.2,0,0,0,,,0,5435.48,,5/30/2006,,5/30/2006,,,CO,
1,8141,AC    ,CA,540.19,548.29,,548.29,0,0,0,WINERY,,0,4930.48,,10/3/2005,,10/3/2005,,,CO,
1,8212,S     ,CA,269.13,269.13,,269.13,0,0,0,MULTIFAMIL,,0,2445.72,,10/10/2005,,,,,S,
1,8213,S     ,CA,65.24,65.24,,65.24,0,0,0,DUPLEX,,0,592.88,,10/18/2005,,,,,S,
1,8327,AC    ,CA,89.71,0,,0,0,0,0,WINERY,,0,815.2,,11/9/2005,,11/9/2005,,,CO,
1,8348,CC    ,TA,0,0,,0,0,0,0,,,0,0,,11/10/2020,,,,,CO,
1,8472,C     ,TA,0,0,,0,0,0,0,,,0,0,,4/2/2007,,4/2/2007,,,CO,
1,8626,YC    ,CA,89.71,89.71,,89.71,0,0,0,WINERY,,0,816.55,,2/13/2006,,2/13/2006,,,CO,
1,8657,S     ,CA,97.87,0,,0,0,0,0,RESTAURANT,,0,927.66,,2/28/2006,,2/28/2006,,,S,
1,8688,AC    ,CA,269.14,273.18,,273.18,0,0,0,,,0,2453.72,,3/8/2006,,3/8/2006,,,CO,
1,8747,SC    ,CA,583.49,583.49,,583.49,0,0,0,WINERY,,0,5302.1,,3/27/2006,,3/27/2006,,,CO,
1,8758,YC    ,CA,1130.67,2733.18,,1277.51,1455.67,0,0,WINERY,,0,9808.57,,4/10/2006,,4/10/2006,,,CO,
1,8800,CL    ,CA,304.02,63.9,,63.9,0,0,0,MULTIFAMIL,,0,2762.64,,4/13/2006,,,,,CL,
1,8818,CC    ,CA,370.07,370.07,,370.07,0,0,0,WINERY,,0,3387.17,,4/20/2006,,,,,CO,
1,8883,CC    ,CA,482.56,482.56,,482.56,0,0,0,CONTRACTOR,,0,4384.96,,5/18/2006,,5/18/2006,,,CO,
1,8913,YC    ,CA,269.14,269.14,,269.14,0,0,0,,,0,2445.64,,5/19/2006,,5/19/2006,,,CO,
1,8959,YC    ,CA,844.48,0,,0,0,0,0,WINERY,,0,8209.72,,5/29/2006,,,,,CO,
1,9045,SC    ,PA,0,0,,0,0,0,0,,,0,15353.56,,6/19/2006,,6/19/2006,,,CO,
1,9090,Y     ,CA,177.16,0,,0,0,0,0,WINERY,,0,1609.84,,7/3/2006,,,,,Y,
1,9121,YC    ,CA,1624.18,1723.54,,1723.54,0,0,0,WINERY,,0,13713.58,,7/5/2006,,7/5/2006,,,CO,
1,9195,CC    ,CA,134.57,0,,0,0,0,0,WINERY,,0,1222.82,,7/20/2006,,,,,CO,
1,9349,YC    ,CA,72.9,0,,0,0,0,0,WINERY,,0,662.46,,8/21/2006,,8/21/2006,,,CO,
1,9368,YC    ,CA,1638.21,1638.21,,1638.21,0,0,0,WINERY,,0,15332.26,,8/24/2006,,8/24/2006,,,CO,
1,9375,C     ,MA,1782.8,0,,0,0,0,0,PARK,,0,0,,8/24/2006,,8/24/2006,,,C,
1,9376,S     ,CA,1185.33,2388.44,,1203.11,1185.33,0,0,RESTAURANT,,0,6406.6,,8/24/2006,,8/24/2006,,,S,
1,9481,Y     ,CA,1601.16,1736.16,,1736.16,0,0,0,RESTAURANT,,0,16483.07,,9/20/2006,,9/20/2006,,,Y,
1,9784,YC    ,CA,134.57,134.57,,134.57,0,0,0,VINEYARD,,0,1222.82,,1/3/2007,,1/3/2007,,,CO,
1,9819,S     ,CA,32.62,32.62,,32.62,0,0,0,RETAIL,,0,296.94,,1/9/2007,,,,,S,
1,9846,S     ,CA,97.87,97.87,,97.87,0,0,0,COMMUNITY,,0,889.36,,1/16/2007,,1/16/2007,,,S,
1,9850,Y     ,CA,253.08,253.08,,253.08,0,0,0,RETAIL,,0,2299.74,,1/22/2007,,,,,Y,
1,9860,S     ,MA,0,0,,0,0,0,0,,,0,3672.62,,1/23/1989,,1/23/1989,,,S,
1,9867,S     ,CA,696.01,0,,0,0,0,0,,,0,3604.48,,5/15/2021,,11/28/1990,,,S,
1,9906,AC    ,CA,1005.67,0,,0,0,0,0,CONTRACTOR,,0,9138.4,,4/13/1994,,4/13/1994,,,CO,
1,9910,YC    ,CA,44.86,44.86,,44.86,0,0,0,POSTOFFICE,,0,407.62,,2/19/2007,,2/19/2007,,,CO,
1,9920,CL    ,CA,2317.12,2317.12,,2317.12,0,0,0,MULTIFAMIL,,0,21489.28,,6/9/1986,,,,,CL,
1,9928,YC    ,CA,269.14,377.23,,377.23,0,0,0,CHURCH,,0,5212.57,,7/8/1987,,7/8/1987,,,CO,
1,9929,C     ,CA,1627.98,0,,0,0,0,0,LODGING,,0,14994.99,,7/18/1994,,7/18/1994,,,C,
1,9964,C     ,CA,276.77,276.77,,276.77,0,0,0,MEDICAL,,0,2518.44,,3/8/2007,,,,,C,
1,9992,SC    ,CA,6639.69,6639.69,,6639.69,0,0,0,,,0,26755.03,,10/21/1986,,10/21/1986,,,CO,
1,10010,CC    ,PA,0,1117.77,,1117.77,0,0,0,,,0,12166.69,,9/10/1987,,9/10/1987,,,CO,
1,10054,SC    ,MA,0,0,,0,0,0,0,,,0,1497.26,,3/25/2013,,3/25/2013,,,CO,
1,10065,SC    ,CA,2816.91,0,,0,0,0,0,WINERY,,0,34025.92,,4/17/1995,,4/17/1995,,,CO,
1,10067,YC    ,CA,5246.71,10572.12,,5325.41,5246.71,0,0,WINERY,,0,48397.98,,1/26/1998,,1/26/1998,,,CO,
1,10071,YC    ,CA,3322.57,3372.57,,3372.57,0,0,0,WINERY,,0,29964.18,,9/14/1994,,9/14/1994,,,CO,
1,10076,SC    ,CA,1898.55,1898.55,,1898.55,0,0,0,LODGING-FW,,0,14147.07,,6/24/1986,,6/24/1986,,,CO,
1,10082,Y     ,CA,303.72,303.72,,303.72,0,0,0,MULTIFAMIL,,0,2760.51,,12/1/1989,,,,,Y,
1,10083,YC    ,CA,1558.21,3139.79,,1581.58,1558.21,0,0,UTILITY,,0,14222.33,,6/25/1986,,6/25/1986,,,CO,
1,10095,YC    ,PA,0,5789.22,,3349.8,2439.42,0,0,,,0,26455.32,,10/27/1988,,10/27/1988,,,CO,
1,10103,CL    ,CA,428.24,563.24,,563.24,0,0,0,MULTIFAMIL,,0,5074.42,,2/25/1991,,,,,CL,
1,10106,C     ,CA,1791.03,1801.03,,1801.03,0,0,0,LODGING,,10,13852.4,,7/13/1990,,7/13/1990,,,C,
1,10109,C     ,PA,0,2738.46,,2738.46,0,0,0,,,0,33488.27,,10/19/1988,,10/19/1988,,,C,
1,10112,Y     ,CA,202.48,0,,0,0,0,0,CHURCH,,0,1122.1,,8/6/1990,,8/6/1990,,,Y,
1,10139,S     ,CA,1511.27,1511.27,,1511.27,0,0,0,STRIP MALL,,0,15326.8,,4/24/2007,,,,,S,
1,10144,CL    ,CA,608.04,608.04,,608.04,0,0,0,MULTIFAMIL,,0,5525.28,,10/22/1981,,10/22/1981,,,CL,
1,10145,CL    ,CA,6451.98,13000.74,,6548.76,6451.98,0,0,MOBILEHOME,,0,58726.14,,4/29/1981,,4/29/1981,,,CL,
1,10154,C     ,CA,2398.21,2398.21,,2398.21,0,0,0,LODGING,,0,23409.31,,1/7/1985,,,,,C,
1,10160,C     ,CA,439.46,439.46,,439.46,0,0,0,,,0,3993.32,,4/29/1981,,,,,C,
1,10161,C     ,CA,140.51,140.51,,140.51,0,0,0,OFFICE BLD,,0,1284.62,,10/23/1986,,10/23/1986,,,C,
1,10174,C     ,CA,439.46,439.46,,439.46,0,0,0,RETAIL,,0,3993.32,,4/29/1981,,4/29/1981,,,C,
1,10185,S     ,CA,65.25,65.25,,65.25,0,0,0,ENTERTAINM,,0,593.75,,4/24/2007,,4/24/2007,,,S,
1,10209,C     ,CA,255.93,255.93,,255.93,0,0,0,POSTOFFICE,,0,2328.79,,8/19/1987,,8/19/1987,,,C,
1,10216,C     ,CN,474.1,0,,0,0,0,0,,,0,0,,7/24/1987,,7/24/1987,,,C,
1,10222,C     ,CA,138.56,138.56,,138.56,0,0,0,OFFICE BLD,,0,1262.64,,4/29/1981,,4/29/1981,,,C,
1,10224,C     ,CA,882.9,882.9,,882.9,0,0,0,LODGING,,0,7089.89,,7/15/1983,,,,,C,
1,10227,C     ,CA,69.28,69.28,,69.28,0,0,0,MEDICAL,,0,630.06,,4/21/1994,,4/21/1994,,,C,
1,10233,CL    ,CA,4931.88,0,,0,0,0,0,MOBILEHOME,,0,44816.16,,12/8/1988,,12/8/1988,,,CL,
1,10238,CL    ,CA,67.56,78.34,,68.06,10.28,0,0,MULTIFAMIL,,0,614.42,,4/29/1981,,4/29/1981,,,CL,
1,10239,CL    ,CA,67.56,78.34,,68.06,10.28,0,0,,,0,614.42,,8/4/1988,,8/4/1988,,,CL,
1,10247,C     ,CA,3008.71,3008.71,,3008.71,0,0,0,GROCERY,,0,27339.88,,3/22/1988,,3/22/1988,,,C,
1,10248,S     ,CA,743.93,0,,0,0,0,0,AUTO,,0,6378.5,,1/15/1987,,1/15/1987,,,S,
1,10250,S     ,CA,2035.83,2035.83,,2035.83,0,0,0,LODGING-FW,,0,15549.56,,9/9/1985,,9/9/1985,,,S,
1,10255,CC    ,CA,4567.25,4612.25,,4612.25,0,0,0,WINERY,,0,44018.98,,5/10/2007,,5/10/2007,,,CO,
1,10257,S     ,CA,97.87,97.87,,97.87,0,0,0,AUTO,,0,889.36,,10/17/1986,,10/17/1986,,,S,
1,10260,C     ,CA,69.28,139.6,,70.32,69.28,0,0,OFFICE BLD,,0,633.24,,12/28/1995,,12/28/1995,,,C,
1,10262,S     ,CA,195.74,198.68,,198.68,0,0,0,OFFICE BLD,,0,1786.64,,4/29/1981,,4/29/1981,,,S,
1,10263,S     ,CA,1278.97,0,,0,0,0,0,RESTAURANT,,0,11812.12,,9/3/1996,,9/3/1996,,,S,
1,10265,S     ,CA,6347.58,6797.58,,6797.58,0,0,0,GROCERY,,0,57441.58,,6/1/1982,,6/1/1982,,,S,
1,10271,S     ,CA,363.91,363.91,,363.91,0,0,0,AUTO,,0,3502.54,,4/29/1981,,4/29/1981,,,S,
1,10289,S     ,CA,743.93,818.93,,818.93,0,0,0,HOME IMPRO,,0,6694.82,,4/29/1981,,4/29/1981,,,S,
1,10295,S     ,CA,363.91,0,,0,0,0,0,RETAIL,,0,3306.82,,3/17/1992,,3/17/1992,,,S,
1,10301,S     ,CA,171.28,345.13,,173.85,171.28,0,0,POSTOFFICE,,0,1558.2,,12/1/1986,,12/1/1986,,,S,
1,10302,S     ,MA,1780.67,0,,0,0,0,0,PARK,,0,8455.59,,5/12/1987,,5/12/1987,,,S,
1,10303,S     ,MA,668.93,0,,0,0,0,0,UTILITY,,0,3436.82,,4/29/1981,,4/29/1981,,,S,
1,10304,S     ,MA,1358.97,0,,0,0,0,0,PARK,,0,7509.05,,4/26/1988,,4/26/1988,,,S,
1,10306,S     ,CA,97.87,97.87,,97.87,0,0,0,OFFICE BLD,,0,893.08,,11/20/1990,,11/20/1990,,,S,
1,10310,S     ,CA,97.87,97.87,,97.87,0,0,0,OFFICE BLD,,0,890.6,,4/1/1986,,4/1/1986,,,S,
1,10316,S     ,CA,363.91,363.91,,363.91,0,0,0,CONTRACTOR,,0,3513.98,,8/29/1995,,8/29/1995,,,S,
1,10317,S     ,CA,505.47,505.47,,505.47,0,0,0,AUTO,,0,4456.07,,4/29/1981,,4/29/1981,,,S,
1,10318,S     ,CA,668.93,668.93,,668.93,0,0,0,UTILITY,,0,6078.5,,11/2/1982,,11/2/1982,,,S,
1,10321,S     ,CA,743.93,743.93,,743.93,0,0,0,AUTO,,0,6378.5,,4/29/1981,,4/29/1981,,,S,
1,10323,S     ,CA,1843.37,3714.39,,1871.02,1843.37,0,0,MULTIFAMIL,,0,16968.73,,4/29/1981,,4/29/1981,,,S,
1,10324,S     ,MA,453.91,0,,0,0,0,0,,,0,3902.28,,2/4/1992,,2/4/1992,,,S,
1,10325,S     ,CA,97.87,97.87,,97.87,0,0,0,COMMUNITY,,0,889.36,,9/1/1981,,,,,S,
1,10327,S     ,CA,97.87,97.87,,97.87,0,0,0,VINEYARD,,0,890.6,,4/29/1981,,,,,S,
1,10328,S     ,CA,1500.79,0,,0,0,0,0,BAKERY,,0,13521.28,,5/3/1985,,,,,S,
1,10333,S     ,CA,195.75,-123.32,,-123.32,0,0,0,MULTIFAMIL,,0,1753.23,,4/4/1989,,,,,S,
1,10334,S     ,CA,363.91,373.91,,373.91,0,0,0,GROCERY,,0,3625.88,,4/29/1981,,4/29/1981,,,S,
1,10335,S     ,CA,363.91,1196.39,,637.07,559.32,0,0,SCHOOL,,45,2509.2,,4/29/1981,,,,,S,
1,10340,S     ,CA,97.87,0,,0,0,0,0,OFFICE BLD,,0,890.83,,1/15/1991,,1/15/1991,,,S,
1,10342,S     ,CA,391.48,391.48,,391.48,0,0,0,MEDICAL,,0,3557.44,,9/7/1986,,9/7/1986,,,S,
1,10343,S     ,CA,3208.23,3208.23,,3208.23,0,0,0,HOA,,0,28911.69,,3/1/1988,,3/1/1988,,,S,
1,10344,S     ,CA,7013.3,7013.3,,7013.3,0,0,0,MOBILEHOME,,0,63734.6,,3/1/1988,,3/1/1988,,,S,
1,10345,S     ,CA,668.93,668.93,,668.93,0,0,0,INDUSTRIAL,,0,6078.5,,4/29/1981,,4/29/1981,,,S,
1,10346,S     ,CA,363.91,363.91,,363.91,0,0,0,WINERY,,0,3306.82,,4/29/1981,,4/29/1981,,,S,
1,10347,S     ,CA,2036.81,2036.81,,2036.81,0,0,0,NRSG HOME,,0,18593.9,,4/29/1981,,4/29/1981,,,S,
1,10348,S     ,CA,1170.63,1170.63,,1170.63,0,0,0,MULTIFAMIL,,0,10667.26,,11/18/1986,,11/18/1986,,,S,
1,10349,S     ,CA,413.91,413.91,,413.91,0,0,0,MULTIFAMIL,,0,4102.6,,10/17/1990,,10/17/1990,,,S,
1,10355,S     ,CA,668.93,668.93,,668.93,0,0,0,OFFICE BLD,,0,6176.37,,3/29/1988,,3/29/1988,,,S,
1,10366,CL    ,CA,506.7,506.7,,506.7,0,0,0,MULTIFAMIL,,0,4604.4,,11/7/1991,,11/7/1991,,,CL,
1,10368,SC    ,CA,1658.21,1658.21,,1658.21,0,0,0,LODGING-FW,,0,14953.26,,9/7/1989,,9/7/1989,,,CO,
1,10373,S     ,CA,363.91,363.91,,363.91,0,0,0,CHURCH,,0,3306.82,,1/6/1988,,1/6/1988,,,S,
1,10374,S     ,CA,363.91,0,,0,0,0,0,COMMUNITY,,0,3497.08,,9/14/1993,,9/14/1993,,,S,
1,10378,S     ,CA,430.47,0,,0,0,0,0,CHURCH,,0,3911.64,,4/29/1981,,,,,S,
1,10383,S     ,CA,2804.07,0,,0,0,0,0,OFFICE BLD,,0,25480.26,,8/10/1994,,8/10/1994,,,S,
1,10384,S     ,CA,363.91,623.98,,367.75,256.23,0,0,CONTRACTOR,,0,3118.29,,4/29/1981,,4/29/1981,,,S,
1,10390,Y     ,CA,101.24,101.24,,101.24,0,0,0,CHURCH,,0,954.5,,12/1/1989,,,,,Y,
1,10394,Y     ,CA,8471.2,8598.27,,8598.27,0,0,0,MOBILEHOME,,0,77098.53,,12/1/1989,,12/1/1989,,,Y,
1,10395,Y     ,CA,1601.16,1601.16,,1601.16,0,0,0,LODGING,,0,13416.73,,12/1/1989,,12/1/1989,,,Y,
1,10400,Y     ,CA,101.24,101.24,,101.24,0,0,0,OFFICE BLD,,0,923.81,,12/1/1989,,12/1/1989,,,Y,
1,10403,Y     ,CA,1548.35,0,,0,0,0,0,STRIP MALL,,0,15473.38,,5/21/1990,,5/21/1990,,,Y,
1,10410,C     ,CA,103.93,0,,0,0,0,0,LODGING-FW,,0,944.38,,6/7/2007,,,,,C,
1,10411,C     ,CA,802.51,877.51,,877.51,0,0,0,LODGING,,0,6530.47,,6/18/1993,,6/18/1993,,,C,
1,10418,Y     ,CA,101.24,0,,0,0,0,0,CHURCH,,0,919.94,,12/1/1989,,12/1/1989,,,Y,
1,10427,Y     ,MA,839.35,0,,0,0,0,0,COMMUNITY,,0,3318.96,,12/4/1989,,12/4/1989,,,Y,
1,10432,Y     ,CA,1649.14,1649.14,,1649.14,0,0,0,NRSG HOME,,0,14985.52,,12/1/1989,,12/1/1989,,,Y,
1,10433,CC    ,MA,482.56,0,,0,0,0,0,MEMBER,,0,2454.72,,9/1/1981,,9/1/1981,,,CO,
1,10434,CC    ,PA,0,0,,0,0,0,0,,,0,5468.85,,10/3/1986,,10/3/1986,,,CO,
1,10435,CC    ,CA,890.4,1794.16,,903.76,890.4,0,0,VINEYARD,,0,8127,,4/29/1981,,4/29/1981,,,CO,
1,10438,CC    ,CA,1966.06,1966.06,,1966.06,0,0,0,GROUP HOME,,0,17691.63,,6/10/1987,,6/10/1987,,,CO,
1,10439,CC    ,CA,44.86,44.86,,44.86,0,0,0,,,0,407.62,,11/9/1989,,,,,CO,
1,10442,CC    ,CA,1585.28,1585.28,,1585.28,0,0,0,INDUSTRIAL,,0,14405.3,,4/7/1987,,4/7/1987,,,CO,
1,10445,CC    ,CA,1488.25,0,,0,0,0,0,WINERY,,0,13553.06,,5/30/1990,,5/30/1990,,,CO,
1,10448,AC    ,CA,3499.08,3499.08,,3499.08,0,0,0,HOSPITAL,,0,31794.36,,3/7/1990,,3/7/1990,,,CO,
1,10453,SC    ,CA,482.56,482.56,,482.56,0,0,0,MOBILEHOME,,0,4384.96,,11/23/1994,,11/23/1994,,,CO,
1,10459,YC    ,CA,482.56,0,,0,0,0,0,HOSPITAL,,0,4384.96,,4/29/1981,,4/29/1981,,,CO,
1,10461,SC    ,CA,890.4,890.4,,890.4,0,0,0,WINERY,,0,8102.32,,3/27/1996,,3/27/1996,,,CO,
1,10471,SC    ,CA,965.4,1654.52,,965.4,689.12,0,0,POLICEFIRE,,0,8159.72,,2/7/1986,,2/7/1986,,,CO,
1,10475,SC    ,CA,965.4,0,,0,0,0,0,WINERY,,0,8391,,6/1/1990,,6/1/1990,,,CO,
1,10480,SC    ,CA,134.57,134.57,,134.57,0,0,0,SCHOOL,,0,269.14,,9/1/2021,,9/1/2021,,,CO,
1,10483,SC    ,CA,890.4,0,,0,0,0,0,VINEYARD,,0,8091,,9/22/1989,,9/22/1989,,,CO,
1,10484,SC    ,PA,0,9406.05,,9406.05,0,0,0,,,1867.8,75949.38,,2/28/1997,,2/28/1997,,,CO,
1,10487,AC    ,CA,482.56,482.56,,482.56,0,0,0,CHURCH,,0,4384.96,,4/29/1981,,,,,CO,
1,10488,PV    ,CA,699.2,1543.05,,711.67,831.38,0,0,SCHOOL,,0,4549.5,,10/9/1986,,10/9/1986,,,PV,
1,10490,AC    ,CA,482.56,1103.66,,619.8,483.86,0,0,SCHOOL,,0,4897.34,,8/30/1995,,8/30/1995,,,CO,
1,10492,AC    ,CA,269.14,542.32,,273.18,269.14,0,0,,,0,2378.75,,2/4/1987,,2/4/1987,,,CO,
1,10500,S     ,CA,363.91,363.91,,363.91,0,0,0,MINI MART,,0,3646.8,,6/12/2007,,6/12/2007,,,S,
1,10503,YC    ,CA,667.81,0,,0,0,0,0,VINEYARD,,0,6068.32,,9/2/1996,,9/2/1996,,,CO,
1,10507,YC    ,CA,965.4,965.4,,965.4,0,0,0,WINERY,,0,9051.45,,11/21/1985,,11/21/1985,,,CO,
