CO,CUST#,TAX BODY,CYCLE,MTH$,BAL DUE,UNAPPLIED,CURRENT,30+,60+,90+,V3  BIZ TYPE,V4  SB1383,MTD,YTD,SALES ID,START DT,STOP DT,BILLING STR DT,ACT CD,FEE CODE,PRICE LIST,CREDIT LIMIT
1,14995,SC    ,CN,0,0,,0,0,0,0,,,0,0,,8/13/1992,,,,,CO,
1,15156,S     ,CA,32.62,32.62,,32.62,0,0,0,OFFICE BLD,,0,296.94,,1/10/2012,,1/10/2012,,,S,
1,15200,C     ,MA,3741.12,0,,0,0,0,0,MEMBER,,0,0,,9/1/1992,,9/1/1992,,,C,
1,15204,AC    ,CA,89.71,89.71,,89.71,0,0,0,POLICEFIRE,,0,815.2,,2/1/2012,,2/1/2012,,,CO,
1,15224,C     ,CA,0,0,,0,0,0,0,SCHOOL,,0,0,,10/1/1992,,10/1/1992,,,C,
1,15226,SC    ,CA,179.42,0,,0,0,0,0,WINERY,,0,1635.37,,1/30/2012,,1/30/2012,,,CO,
1,15246,YC    ,CA,1170.67,1190.67,,1190.67,0,0,0,WINERY,,20,13707.49,,2/6/2012,,2/6/2012,,,CO,
1,15254,C     ,CA,34.64,0,,0,0,0,0,,,0,314.78,,4/20/2017,,2/9/2012,,,C,
1,15259,S     ,CA,1071.82,-8.07,,-8.07,0,0,0,VINEYARD,,0,8837.22,,9/24/1992,,9/24/1992,,,S,
1,15290,S     ,CA,97.87,97.87,,97.87,0,0,0,MIXED USE,,0,791.49,,3/6/2012,,3/6/2012,,,S,
1,15303,YC    ,CA,145.8,145.8,,145.8,0,0,0,,,0,1324.92,,3/16/2012,,3/16/2012,,,CO,
1,15342,SC    ,CA,359.84,359.84,,359.84,0,0,0,,,0,3269.84,,1/21/1997,,1/21/1997,,,CO,
1,15344,YC    ,CA,7267.84,7663.85,,7663.85,0,0,0,WINERY,,0,64975.99,,8/15/2016,,5/20/1996,,,CO,
1,15408,CC    ,CA,631.71,641.71,,641.71,0,0,0,VINEYARD,,0,6735.12,,4/5/2012,,4/5/2012,,,CO,
1,15431,YC    ,CA,242.99,242.99,,242.99,0,0,0,VINEYARD,,0,2208.02,,4/16/2012,,4/16/2012,,,CO,
1,15460,Y     ,CA,303.72,303.72,,303.72,0,0,0,RESTAURANT,,0,2502.33,,4/23/2012,,,,,Y,
1,15481,YC    ,CA,1373.25,1373.25,,1373.25,0,0,0,WINERY,,0,12097.08,,1/30/1995,,1/30/1995,,,CO,
1,15511,S     ,CA,708.93,708.93,,708.93,0,0,0,LODGING,,0,6654.02,,11/16/1992,,11/16/1992,,,S,
1,15548,S     ,CA,195.74,0,,0,0,0,0,RESTAURANT,,0,1778.72,,5/16/2012,,5/16/2012,,,S,
1,15560,YC    ,CA,89.71,0,,0,0,0,0,,,0,815.2,,6/4/2012,,6/4/2012,,,CO,
1,15640,C     ,CA,415.72,0,,0,0,0,0,LODGING,,0,3045.68,,6/14/2012,,6/14/2012,,,C,
1,15641,AC    ,CA,179.44,0,,0,0,0,0,MULTIFAMIL,,0,1630.48,,12/23/1992,,,,,CO,
1,15650,C     ,CA,813.98,813.98,,813.98,0,0,0,MINI MART,,0,7714.29,,12/24/1992,,12/24/1992,,,C,
1,15672,S     ,CA,391.48,0,,0,0,0,0,MULTIFAMIL,,0,3557.44,,12/22/1992,,,,,S,
1,15673,S     ,CA,391.48,0,,0,0,0,0,MULTIFAMIL,,0,3557.44,,12/22/1992,,,,,S,
1,15678,YC    ,CA,482.56,1139.01,,531.52,607.49,0,0,UTILITY,,0,5983.12,,8/19/1998,,8/19/1998,,,CO,
1,15749,SC    ,CN,97.87,97.87,,97.87,0,0,0,,,0,97.87,,7/9/2012,,,,,S,
1,15776,S     ,PA,0,6803.06,,6803.06,0,0,0,,,718.32,30393.24,,2/5/1993,,2/5/1993,,,S,
1,15833,C     ,CA,742.46,742.46,,742.46,0,0,0,DELI/CAFE,,0,5994.97,,2/19/1993,,2/19/1993,,,C,
1,15850,S     ,CA,195.74,0,,0,0,0,0,COMMUNITY,,0,1778.72,,8/14/2012,,8/14/2012,,,S,
1,15873,YC    ,PA,0,2883.96,,2883.96,0,0,0,,,0,14854.27,,3/1/1993,,,,,CO,
1,15882,S     ,CA,293.61,0,,0,0,0,0,MULTIFAMIL,,0,2887.39,,8/21/2012,,,,,S,
1,15940,S     ,CA,65.25,65.25,,65.25,0,0,0,HOME IMPRO,,0,592.92,,9/11/2012,,9/11/2012,,,S,
1,15943,AC    ,PA,0,67.05,,67.05,0,0,0,,,0,4274.56,,9/5/2012,,9/5/2012,,,CO,
1,15996,S     ,CA,771.01,771.01,,771.01,0,0,0,WINERY,,0,6814.84,,9/25/2012,,9/25/2012,,,S,
1,16032,S     ,CA,97.87,97.87,,97.87,0,0,0,AUTO,,0,890.6,,10/2/2012,,10/2/2012,,,S,
1,16050,S     ,PA,0,0,,0,0,0,0,,,0,3227.76,,8/7/2017,,6/8/2015,,,S,
1,16153,Y     ,CA,543.56,0,,0,0,0,0,,,0,0,,11/12/2019,,11/13/2012,,,Y,
1,16172,YC    ,CA,134.57,134.57,,134.57,0,0,0,,,0,1222.82,,6/9/2014,,6/9/2014,,,CO,
1,16189,YC    ,CA,1040.4,1040.4,,1040.4,0,0,0,WINERY,,0,8736,,5/10/1993,,5/10/1993,,,CO,
1,16319,C     ,CA,331.93,668.84,,336.91,331.93,0,0,WINERY,,0,3058.38,,1/10/2013,,1/10/2013,,,C,
1,16340,C     ,CA,387.79,0,,0,0,0,0,,,0,3528.65,,1/24/2013,,1/24/2013,,,C,
1,16354,YC    ,CA,134.57,134.57,,134.57,0,0,0,,,0,1015.12,,1/28/2013,,1/28/2013,,,CO,
1,16438,SC    ,CA,0,250.75,,250.75,0,0,0,LANDSCAPER,,0,5516.04,,10/16/1998,,10/16/1998,,,CO,
1,16464,YC    ,PA,14371.18,10137.5,,10137.5,0,0,0,,,673.19,168164.13,,7/31/1998,,7/31/1998,,,CO,
1,16470,CC    ,CA,1040.4,1040.4,,1040.4,0,0,0,,,0,8306.23,,2/26/2013,,2/26/2013,,,CO,
1,16519,S     ,CA,97.87,97.87,,97.87,0,0,0,,,0,376.62,,7/6/2021,,7/6/2021,,,S,
1,16545,YC    ,TA,0,2166.75,,2166.75,0,0,0,,,0,15565.43,,6/21/2016,,9/25/2015,,,CO,
1,16564,SC    ,CA,89.71,89.71,,89.71,0,0,0,WINERY,,0,815.2,,4/2/2013,,4/2/2013,,,CO,
1,16565,C     ,CA,34.64,34.64,,34.64,0,0,0,UTILITY,,0,314.78,,7/15/1993,,7/15/1993,,,C,
1,16605,CC    ,CA,890.4,890.4,,890.4,0,0,0,WINERY,,0,7974.88,,4/19/2017,,4/3/2013,,,CO,
1,16607,S     ,CA,171.28,270.83,,172.75,98.08,0,0,WINERY,,0,1571,,7/4/2017,,4/16/2013,,,S,
1,16628,C     ,CA,207.86,207.86,,207.86,0,0,0,RESTAURANT,,0,1897.46,,4/17/2013,,4/17/2013,,,C,
1,16795,S     ,CA,195.74,0,,0,0,0,0,MULTIFAMIL,,0,1778.72,,6/4/2013,,,,,S,
1,16933,Y     ,CA,177.16,0,,0,0,0,0,,,0,1609.84,,7/3/2013,,7/3/2013,,,Y,
1,16945,Y     ,MA,0,0,,0,0,0,0,,,0,8074.32,,9/27/1993,,9/27/1993,,,Y,
1,16952,C     ,CA,179.93,179.93,,179.93,0,0,0,,,0,1634.96,,7/11/2013,,7/11/2013,,,C,
1,16964,YC    ,CA,1294.44,1294.44,,1294.44,0,0,0,,,0,12142.98,,7/17/2013,,7/17/2013,,,CO,
1,17005,YC    ,CN,0,0,,0,0,0,0,,,0,0,,12/10/2008,,12/10/2008,,,CO,
1,17038,S     ,CA,368.61,593.61,,593.61,0,0,0,,,0,2937.76,,7/26/2013,,,,,S,
1,17057,S     ,CA,3934.92,3934.92,,3934.92,0,0,0,,,0,37229.22,,10/5/1993,,10/5/1993,,,S,
1,17073,PV    ,CA,233.06,233.06,,233.06,0,0,0,,,0,2133.18,,8/9/2013,,8/9/2013,,,PV,
1,17183,C     ,CA,69.28,0,,0,0,0,0,,,0,629.56,,9/5/2013,,9/5/2013,,,C,
1,17209,C     ,CA,101.34,101.34,,101.34,0,0,0,,,0,920.88,,9/3/2013,,,,,C,
1,17211,YC    ,CA,0,2083.7,,2083.7,0,0,0,,,0,18491.74,,9/4/2013,,9/4/2013,,,CO,
1,17255,C     ,CA,515.46,535.46,,535.46,0,0,0,BAR NO FW,,0,4472.07,,10/3/2013,,10/3/2013,,,C,
1,17258,C     ,MA,0,0,,0,0,0,0,,,0,0,,9/14/2018,9/23/2019,9/18/2015,,,C,
1,17268,C     ,CA,888.98,888.98,,888.98,0,0,0,,,0,8231.02,,9/17/2013,,9/17/2013,,,C,
1,17272,S     ,CA,65.24,65.24,,65.24,0,0,0,,,0,592.88,,9/17/2013,,9/17/2013,,,S,
1,17304,S     ,CA,130.48,130.48,,130.48,0,0,0,,,0,1185.76,,10/1/2013,,10/1/2013,,,S,
1,17305,S     ,CA,130.48,130.48,,130.48,0,0,0,,,0,1185.76,,10/1/2013,,10/1/2013,,,S,
1,17387,SC    ,CA,134.57,134.57,,134.57,0,0,0,,,0,1230.28,,4/5/2017,,10/23/2013,,,CO,
1,17403,YC    ,CA,179.92,0,,0,0,0,0,,,0,1634.92,,11/4/2013,,11/4/2013,,,CO,
1,17417,SC    ,CA,145.81,145.81,,145.81,0,0,0,,,0,1330.47,,11/13/2013,,11/13/2013,,,CO,
1,17422,C     ,CA,439.46,0,,0,0,0,0,BAKERY,,0,3993.32,,11/4/2013,,11/4/2013,,,C,
1,17436,SC    ,TA,0,1728.69,,1728.69,0,0,0,,,0,3621.74,,2/9/2016,,11/11/2013,,,CO,
1,17442,Y     ,CA,485.94,485.94,,485.94,0,0,0,,,0,5315.03,,12/31/1993,,12/31/1993,,,Y,
1,17462,S     ,CA,440.43,430.77,,430.77,0,0,0,,,0,3403.58,,1/7/1994,,,,,S,
1,17526,YC    ,CA,471,767.93,,553.8,214.13,0,0,,,0,2827.69,,1/17/1994,,,,,CO,
1,17574,CC    ,CA,632.56,632.56,,632.56,0,0,0,,,0,4991.1,,12/30/2013,,12/30/2013,,,CO,
1,17588,SC    ,CA,134.57,0,,0,0,0,0,,,0,1222.82,,1/7/2014,,,,,CO,
1,17589,CL    ,CA,3648.4,3783.4,,3783.4,0,0,0,,,0,38760.99,,2/3/1994,,2/3/1994,,,CL,
1,17597,C     ,CA,311.79,311.79,,311.79,0,0,0,,,0,2833.14,,1/2/2014,,,,,C,
1,17666,S     ,CA,4964.76,0,,0,0,0,0,,,0,39394.29,,1/24/2014,,1/24/2014,,,S,
1,17675,S     ,CA,1280.88,1280.88,,1280.88,0,0,0,,,0,14252.5,,2/18/1994,,,,,S,
1,17691,S     ,CA,97.87,198.68,,99.34,99.34,0,0,,,0,893.54,,2/4/2014,,,,,S,
1,17705,S     ,CA,743.93,743.93,,743.93,0,0,0,,,0,6568.76,,3/18/2014,,3/18/2014,,,S,
1,17767,S     ,CA,459.94,833.36,,465.46,367.9,0,0,,,0,3320.94,,3/18/2014,,3/18/2014,,,S,
1,17772,SC    ,CA,44.86,0,,0,0,0,0,,,0,407.62,,3/12/2014,,3/12/2014,,,CO,
1,17831,AC    ,CA,89.71,89.71,,89.71,0,0,0,,,0,821.11,,4/2/2014,,4/2/2014,,,CO,
1,17836,AC    ,CA,44.86,44.86,,44.86,0,0,0,,,0,407.62,,4/2/2014,,,,,CO,
1,17878,YC    ,TA,0,919.35,,919.35,0,0,0,,,0,2172.46,,5/24/2018,,5/24/2018,,,CO,
1,17942,YC    ,CA,1680.58,0,,0,0,0,0,,,0,15405.28,,5/8/2014,,5/8/2014,,,CO,
1,17965,Y     ,CA,6969.08,6969.08,,6969.08,0,0,0,RESTAURANT,,0,65614.81,,2/13/1995,,2/13/1995,,,Y,
1,17982,C     ,CA,69.28,69.28,,69.28,0,0,0,,,0,629.56,,5/15/2014,,5/15/2014,,,C,
1,18007,C     ,CA,1234.08,0,,0,0,0,0,,,0,11761.14,,5/29/2014,,5/29/2014,,,C,
1,18015,SC    ,CA,673.21,673.21,,673.21,0,0,0,WINERY,,0,6117.34,,5/11/1994,,5/11/1994,,,CO,
1,18049,S     ,CA,668.93,1129.49,,675.47,454.02,0,0,,,0,5689.89,,5/30/2014,,5/30/2014,,,S,
1,18159,YC    ,CA,5667.82,6150.28,,6150.28,0,0,0,,,0,45972.34,,6/3/1994,,6/3/1994,,,CO,
1,18185,C     ,CA,179.93,365.26,,182.63,182.63,0,0,,,0,1640.36,,7/10/2014,,,,,C,
1,18187,S     ,CA,244.69,244.69,,244.69,0,0,0,,,0,2223.52,,8/5/2014,,,,,S,
1,18226,S     ,CA,668.93,0,,0,0,0,0,,,0,6058.1,,8/8/2014,,8/8/2014,,,S,
1,18250,CC    ,CA,902.11,915.64,,915.64,0,0,0,,,0,8378.14,,7/31/2014,,7/31/2014,,,CO,
1,18272,S     ,CA,270.74,270.74,,270.74,0,0,0,,,0,2078.72,,8/5/2014,,8/5/2014,,,S,
1,18370,SC    ,CA,190.64,190.64,,190.64,0,0,0,,,0,1610.42,,8/26/2014,,8/26/2014,,,CO,
1,18378,C     ,CA,207.86,0,,0,0,0,0,,,0,896.31,,8/28/2014,,8/28/2014,,,C,
1,18398,Y     ,CA,202.48,0,,0,0,0,0,,,0,1856.9,,9/1/2014,,,,,Y,
1,18406,CC    ,CA,89.71,0,,0,0,0,0,,,0,815.2,,9/4/2014,,9/4/2014,,,CO,
1,18474,YC    ,CA,280.35,280.35,,280.35,0,0,0,,,0,2551.47,,10/6/2014,,,,,CO,
1,18551,YC    ,CA,2598.91,2643.91,,2643.91,0,0,0,,,0,22374.34,,8/17/1994,,8/17/1994,,,CO,
1,18568,AC    ,CA,179.44,179.44,,179.44,0,0,0,,,0,1630.48,,10/15/2014,,10/15/2014,,,CO,
1,18573,CC    ,CA,538.28,-0.52,,-0.52,0,0,0,,,0,4891.28,,10/16/2014,,,,,CO,
1,18599,C     ,CA,255.93,0,,0,0,0,0,RESTAURANT,,0,2325.54,,10/21/2014,,10/21/2014,,,C,
1,18651,AC    ,TA,0,268.2,,268.2,0,0,0,,,0,8738.97,,8/24/2015,,8/24/2015,,,CO,
1,18732,YC    ,TA,0,1227.72,,1227.72,0,0,0,,,0,4977.93,,12/2/2014,,12/2/2014,,,CO,
1,18745,S     ,CA,32.62,0,,0,0,0,0,,,0,296.44,,12/9/2014,,12/9/2014,,,S,
1,18772,YC    ,CA,134.57,134.57,,134.57,0,0,0,,,0,1222.82,,12/29/2014,,12/29/2014,,,CO,
1,18851,C     ,CA,3560.39,10,,10,0,0,0,,,10,26298.69,,1/12/2015,,1/12/2015,,,C,
1,18981,S     ,CA,97.87,197.21,,99.34,97.87,0,0,,,0,902.24,,8/20/2019,,2/17/2015,,,S,
1,18991,C     ,CA,103.93,103.93,,103.93,0,0,0,,,0,944.38,,2/12/2015,,,,,C,
1,18993,SC    ,CA,482.56,482.56,,482.56,0,0,0,,,0,4575.22,,2/17/2015,,2/17/2015,,,CO,
1,19015,S     ,CA,32.62,0,,0,0,0,0,,,0,296.44,,2/23/2015,,2/23/2015,,,S,
1,19019,S     ,CA,97.87,97.87,,97.87,0,0,0,,,0,890.6,,3/3/2015,,,,,S,
1,19021,SC    ,CA,1260.47,0,,0,0,0,0,,,0,12228.89,,2/23/2015,,2/23/2015,,,CO,
1,19121,Y     ,CA,101.24,134.99,,134.99,0,0,0,,,0,1226.6,,3/23/2015,,,,,Y,
1,19133,C     ,CA,34.64,34.64,,34.64,0,0,0,,,0,314.78,,4/2/2015,,,,,C,
1,19151,CL    ,CA,2015.04,1775.04,,1775.04,0,0,0,MULTIFAMIL,,270,29772.68,,3/30/2015,,3/30/2015,,,CL,
1,19166,SC    ,CA,1708.21,1753.21,,1753.21,0,0,0,,,0,14804.32,,12/22/1994,,12/22/1994,,,CO,
1,19195,S     ,CA,65.25,0,,0,0,0,0,,,0,592.92,,4/13/2015,,,,,S,
1,19200,S     ,CA,1958.52,0,,0,0,0,0,,,0,19250.98,,4/8/2015,,4/8/2015,,,S,
1,19206,C     ,CA,311.79,628.26,,316.47,311.79,0,0,RESTAURANT,,0,2837.82,,1/2/1995,,1/2/1995,,,C,
1,19230,CC    ,CA,1558.21,1558.21,,1558.21,0,0,0,,,0,14372.95,,4/30/2015,,4/30/2015,,,CO,
1,19279,YC    ,CA,760.91,763.81,,763.81,0,0,0,,,0,7119.93,,4/29/2015,,4/29/2015,,,CO,
1,19298,SC    ,CA,179.92,179.92,,179.92,0,0,0,,,0,1634.92,,1/24/1995,,,,,CO,
