cust,monthly_bill,tax_body,biz_type,compost,garbage,recycle,total_yards,needed_recycle,enough_recycle,needed_compost,enough_compost
8883,482.56,COUNTY,CONTRACTOR,0,2,0.48,2.48,1,No,1,No
8883,482.56,COUNTY,CONTRACTOR,0,2,0.48,2.48,1,No,1,No
8959,844.48,COUNTY,WINERY,0.96,2,2,4.96,1,Yes,1,No
8959,844.48,COUNTY,WINERY,0.96,2,2,4.96,1,Yes,1,No
8959,844.48,COUNTY,WINERY,0.96,2,2,4.96,1,Yes,1,No
8959,844.48,COUNTY,WINERY,0.96,2,2,4.96,1,Yes,1,No
9090,177.16,Y,WINERY,0,0.48,0.96,1.44,0,Yes,0,Yes
9090,177.16,Y,WINERY,0,0.48,0.96,1.44,0,Yes,0,Yes
9090,177.16,Y,WINERY,0,0.48,0.96,1.44,0,Yes,0,Yes
9121,1624.18,COUNTY,WINERY,0.48,6,33.92,40.400000000000006,3,Yes,2,No
9121,1624.18,COUNTY,WINERY,0.48,6,33.92,40.400000000000006,3,Yes,2,No
9121,1624.18,COUNTY,WINERY,0.48,6,33.92,40.400000000000006,3,Yes,2,No
9121,1624.18,COUNTY,WINERY,0.48,6,33.92,40.400000000000006,3,Yes,2,No
9121,1624.18,COUNTY,WINERY,0.48,6,33.92,40.400000000000006,3,Yes,2,No
9121,1624.18,COUNTY,WINERY,0.48,6,33.92,40.400000000000006,3,Yes,2,No
9121,1624.18,COUNTY,WINERY,0.48,6,33.92,40.400000000000006,3,Yes,2,No
9121,1624.18,COUNTY,WINERY,0.48,6,33.92,40.400000000000006,3,Yes,2,No
9121,1624.18,COUNTY,WINERY,0.48,6,33.92,40.400000000000006,3,Yes,2,No
9121,1624.18,COUNTY,WINERY,0.48,6,33.92,40.400000000000006,3,Yes,2,No
9195,134.57,COUNTY,WINERY,0.48,0.48,0.48,1.44,0,Yes,0,Yes
9195,134.57,COUNTY,WINERY,0.48,0.48,0.48,1.44,0,Yes,0,Yes
9195,134.57,COUNTY,WINERY,0.48,0.48,0.48,1.44,0,Yes,0,Yes
9349,72.9,COUNTY,WINERY,0,0.16,0.48,0.64,0,Yes,0,Yes
9349,72.9,COUNTY,WINERY,0,0.16,0.48,0.64,0,Yes,0,Yes
9368,1638.21,COUNTY,WINERY,0.96,4,4,8.96,2,Yes,1,No
9368,1638.21,COUNTY,WINERY,0.96,4,4,8.96,2,Yes,1,No
9368,1638.21,COUNTY,WINERY,0.96,4,4,8.96,2,Yes,1,No
9368,1638.21,COUNTY,WINERY,0.96,4,4,8.96,2,Yes,1,No
9376,1185.33,S,RESTAURANT,44.32000000000001,0,6,50.32000000000001,0,Yes,0,Yes
9376,1185.33,S,RESTAURANT,44.32000000000001,0,6,50.32000000000001,0,Yes,0,Yes
9376,1185.33,S,RESTAURANT,44.32000000000001,0,6,50.32000000000001,0,Yes,0,Yes
9376,1185.33,S,RESTAURANT,44.32000000000001,0,6,50.32000000000001,0,Yes,0,Yes
9376,1185.33,S,RESTAURANT,44.32000000000001,0,6,50.32000000000001,0,Yes,0,Yes
9481,1601.16,Y,RESTAURANT,0,16,17.439999999999998,33.44,8,Yes,5,No
9481,1601.16,Y,RESTAURANT,0,16,17.439999999999998,33.44,8,Yes,5,No
9481,1601.16,Y,RESTAURANT,0,16,17.439999999999998,33.44,8,Yes,5,No
9481,1601.16,Y,RESTAURANT,0,16,17.439999999999998,33.44,8,Yes,5,No
9481,1601.16,Y,RESTAURANT,0,16,17.439999999999998,33.44,8,Yes,5,No
9481,1601.16,Y,RESTAURANT,0,16,17.439999999999998,33.44,8,Yes,5,No
9481,1601.16,Y,RESTAURANT,0,16,17.439999999999998,33.44,8,Yes,5,No
9784,134.57,COUNTY,VINEYARD,0.48,0.48,0.48,1.44,0,Yes,0,Yes
9784,134.57,COUNTY,VINEYARD,0.48,0.48,0.48,1.44,0,Yes,0,Yes
9784,134.57,COUNTY,VINEYARD,0.48,0.48,0.48,1.44,0,Yes,0,Yes
9819,32.62,S,RETAIL,0,0.16,0.48,0.64,0,Yes,0,Yes
9819,32.62,S,RETAIL,0,0.16,0.48,0.64,0,Yes,0,Yes
9846,97.87,S,COMMUNITY,0,0.48,0.48,0.96,0,Yes,0,Yes
9846,97.87,S,COMMUNITY,0,0.48,0.48,0.96,0,Yes,0,Yes
9850,253.08,Y,RETAIL,0,0.48,1.44,1.92,0,Yes,0,Yes
9850,253.08,Y,RETAIL,0,0.48,1.44,1.92,0,Yes,0,Yes
9850,253.08,Y,RETAIL,0,0.48,1.44,1.92,0,Yes,0,Yes
9850,253.08,Y,RETAIL,0,0.48,1.44,1.92,0,Yes,0,Yes
9906,1005.67,COUNTY,CONTRACTOR,0,4,0,4,2,No,1,No
9910,44.86,COUNTY,POSTOFFICE,0,0.16,0.48,0.64,0,Yes,0,Yes
9910,44.86,COUNTY,POSTOFFICE,0,0.16,0.48,0.64,0,Yes,0,Yes
9920,2317.12,C,MULTIFAMIL,0.48,24,1.92,26.4,12,No,8,No
9920,2317.12,C,MULTIFAMIL,0.48,24,1.92,26.4,12,No,8,No
9920,2317.12,C,MULTIFAMIL,0.48,24,1.92,26.4,12,No,8,No
9920,2317.12,C,MULTIFAMIL,0.48,24,1.92,26.4,12,No,8,No
9920,2317.12,C,MULTIFAMIL,0.48,24,1.92,26.4,12,No,8,No
9920,2317.12,C,MULTIFAMIL,0.48,24,1.92,26.4,12,No,8,No
9928,269.14,COUNTY,CHURCH,0.48,0.96,0.48,1.92,0,Yes,0,Yes
9928,269.14,COUNTY,CHURCH,0.48,0.96,0.48,1.92,0,Yes,0,Yes
9928,269.14,COUNTY,CHURCH,0.48,0.96,0.48,1.92,0,Yes,0,Yes
9929,1627.98,C,LODGING,0,16,0,16,8,No,5,No
9929,1627.98,C,LODGING,0,16,0,16,8,No,5,No
9964,276.77,C,MEDICAL,0.96,0.96,0.48,2.4,0,Yes,0,Yes
9964,276.77,C,MEDICAL,0.96,0.96,0.48,2.4,0,Yes,0,Yes
9964,276.77,C,MEDICAL,0.96,0.96,0.48,2.4,0,Yes,0,Yes
9964,276.77,C,MEDICAL,0.96,0.96,0.48,2.4,0,Yes,0,Yes
9964,276.77,C,MEDICAL,0.96,0.96,0.48,2.4,0,Yes,0,Yes
10065,2816.91,COUNTY,WINERY,2.4,6,8,16.4,3,Yes,2,Yes
10065,2816.91,COUNTY,WINERY,2.4,6,8,16.4,3,Yes,2,Yes
10065,2816.91,COUNTY,WINERY,2.4,6,8,16.4,3,Yes,2,Yes
10065,2816.91,COUNTY,WINERY,2.4,6,8,16.4,3,Yes,2,Yes
10065,2816.91,COUNTY,WINERY,2.4,6,8,16.4,3,Yes,2,Yes
10065,2816.91,COUNTY,WINERY,2.4,6,8,16.4,3,Yes,2,Yes
10067,5246.71,COUNTY,WINERY,0,16,18,34,8,Yes,5,No
10067,5246.71,COUNTY,WINERY,0,16,18,34,8,Yes,5,No
10067,5246.71,COUNTY,WINERY,0,16,18,34,8,Yes,5,No
10067,5246.71,COUNTY,WINERY,0,16,18,34,8,Yes,5,No
10067,5246.71,COUNTY,WINERY,0,16,18,34,8,Yes,5,No
10071,3322.57,COUNTY,WINERY,4,6,10,20,3,Yes,2,Yes
10071,3322.57,COUNTY,WINERY,4,6,10,20,3,Yes,2,Yes
10071,3322.57,COUNTY,WINERY,4,6,10,20,3,Yes,2,Yes
10071,3322.57,COUNTY,WINERY,4,6,10,20,3,Yes,2,Yes
10076,1898.55,COUNTY,LODGING-FW,0.96,16,1.92,18.880000000000003,8,No,5,No
10076,1898.55,COUNTY,LODGING-FW,0.96,16,1.92,18.880000000000003,8,No,5,No
10076,1898.55,COUNTY,LODGING-FW,0.96,16,1.92,18.880000000000003,8,No,5,No
10076,1898.55,COUNTY,LODGING-FW,0.96,16,1.92,18.880000000000003,8,No,5,No
10076,1898.55,COUNTY,LODGING-FW,0.96,16,1.92,18.880000000000003,8,No,5,No
10076,1898.55,COUNTY,LODGING-FW,0.96,16,1.92,18.880000000000003,8,No,5,No
10076,1898.55,COUNTY,LODGING-FW,0.96,16,1.92,18.880000000000003,8,No,5,No
10076,1898.55,COUNTY,LODGING-FW,0.96,16,1.92,18.880000000000003,8,No,5,No
10082,303.72,Y,MULTIFAMIL,0,1.44,1.44,2.88,1,Yes,0,Yes
10082,303.72,Y,MULTIFAMIL,0,1.44,1.44,2.88,1,Yes,0,Yes
10082,303.72,Y,MULTIFAMIL,0,1.44,1.44,2.88,1,Yes,0,Yes
10083,1558.21,COUNTY,UTILITY,0,4,5.4399999999999995,9.44,2,Yes,1,No
10083,1558.21,COUNTY,UTILITY,0,4,5.4399999999999995,9.44,2,Yes,1,No
10083,1558.21,COUNTY,UTILITY,0,4,5.4399999999999995,9.44,2,Yes,1,No
10103,428.24,C,MULTIFAMIL,0,2,0.96,2.96,1,No,1,No
10103,428.24,C,MULTIFAMIL,0,2,0.96,2.96,1,No,1,No
10103,428.24,C,MULTIFAMIL,0,2,0.96,2.96,1,No,1,No
10106,1791.03,C,LODGING,0.48,16,2.88,19.36,8,No,5,No
10106,1791.03,C,LODGING,0.48,16,2.88,19.36,8,No,5,No
10106,1791.03,C,LODGING,0.48,16,2.88,19.36,8,No,5,No
10106,1791.03,C,LODGING,0.48,16,2.88,19.36,8,No,5,No
10106,1791.03,C,LODGING,0.48,16,2.88,19.36,8,No,5,No
10106,1791.03,C,LODGING,0.48,16,2.88,19.36,8,No,5,No
10106,1791.03,C,LODGING,0.48,16,2.88,19.36,8,No,5,No
10106,1791.03,C,LODGING,0.48,16,2.88,19.36,8,No,5,No
10106,1791.03,C,LODGING,0.48,16,2.88,19.36,8,No,5,No
10112,202.48,Y,CHURCH,1.44,0.96,0.48,2.88,0,Yes,0,Yes
10112,202.48,Y,CHURCH,1.44,0.96,0.48,2.88,0,Yes,0,Yes
10112,202.48,Y,CHURCH,1.44,0.96,0.48,2.88,0,Yes,0,Yes
10139,1511.27,S,STRIP MALL,0.48,8,3.36,11.84,4,No,3,No
10139,1511.27,S,STRIP MALL,0.48,8,3.36,11.84,4,No,3,No
10139,1511.27,S,STRIP MALL,0.48,8,3.36,11.84,4,No,3,No
10139,1511.27,S,STRIP MALL,0.48,8,3.36,11.84,4,No,3,No
10139,1511.27,S,STRIP MALL,0.48,8,3.36,11.84,4,No,3,No
10144,608.04,C,MULTIFAMIL,1.44,2.88,2.88,7.2,1,Yes,1,Yes
10144,608.04,C,MULTIFAMIL,1.44,2.88,2.88,7.2,1,Yes,1,Yes
10144,608.04,C,MULTIFAMIL,1.44,2.88,2.88,7.2,1,Yes,1,Yes
10144,608.04,C,MULTIFAMIL,1.44,2.88,2.88,7.2,1,Yes,1,Yes
10144,608.04,C,MULTIFAMIL,1.44,2.88,2.88,7.2,1,Yes,1,Yes
10145,6451.98,C,MOBILEHOME,89.28,30.560000000000002,86.4,206.24,15,Yes,10,Yes
10145,6451.98,C,MOBILEHOME,89.28,30.560000000000002,86.4,206.24,15,Yes,10,Yes
10145,6451.98,C,MOBILEHOME,89.28,30.560000000000002,86.4,206.24,15,Yes,10,Yes
10145,6451.98,C,MOBILEHOME,89.28,30.560000000000002,86.4,206.24,15,Yes,10,Yes
10145,6451.98,C,MOBILEHOME,89.28,30.560000000000002,86.4,206.24,15,Yes,10,Yes
10145,6451.98,C,MOBILEHOME,89.28,30.560000000000002,86.4,206.24,15,Yes,10,Yes
10145,6451.98,C,MOBILEHOME,89.28,30.560000000000002,86.4,206.24,15,Yes,10,Yes
10145,6451.98,C,MOBILEHOME,89.28,30.560000000000002,86.4,206.24,15,Yes,10,Yes
10145,6451.98,C,MOBILEHOME,89.28,30.560000000000002,86.4,206.24,15,Yes,10,Yes
10154,2398.21,C,LODGING,0.48,36,1.44,37.919999999999995,18,No,12,No
10154,2398.21,C,LODGING,0.48,36,1.44,37.919999999999995,18,No,12,No
10154,2398.21,C,LODGING,0.48,36,1.44,37.919999999999995,18,No,12,No
10154,2398.21,C,LODGING,0.48,36,1.44,37.919999999999995,18,No,12,No
10154,2398.21,C,LODGING,0.48,36,1.44,37.919999999999995,18,No,12,No
10161,140.51,C,OFFICE BLD,0,0.48,0.48,0.96,0,Yes,0,Yes
10161,140.51,C,OFFICE BLD,0,0.48,0.48,0.96,0,Yes,0,Yes
10174,439.46,C,RETAIL,0,2,1.44,3.44,1,Yes,1,No
10174,439.46,C,RETAIL,0,2,1.44,3.44,1,Yes,1,No
10174,439.46,C,RETAIL,0,2,1.44,3.44,1,Yes,1,No
10174,439.46,C,RETAIL,0,2,1.44,3.44,1,Yes,1,No
10185,65.25,S,ENTERTAINM,0,0.32,0.48,0.8,0,Yes,0,Yes
10185,65.25,S,ENTERTAINM,0,0.32,0.48,0.8,0,Yes,0,Yes
10209,255.93,C,POSTOFFICE,0.48,0.48,1.44,2.4,0,Yes,0,Yes
10209,255.93,C,POSTOFFICE,0.48,0.48,1.44,2.4,0,Yes,0,Yes
10209,255.93,C,POSTOFFICE,0.48,0.48,1.44,2.4,0,Yes,0,Yes
10209,255.93,C,POSTOFFICE,0.48,0.48,1.44,2.4,0,Yes,0,Yes
10222,138.56,C,OFFICE BLD,0,0.64,0.96,1.6,0,Yes,0,Yes
10222,138.56,C,OFFICE BLD,0,0.64,0.96,1.6,0,Yes,0,Yes
10222,138.56,C,OFFICE BLD,0,0.64,0.96,1.6,0,Yes,0,Yes
10222,138.56,C,OFFICE BLD,0,0.64,0.96,1.6,0,Yes,0,Yes
10224,882.9,C,LODGING,0.96,8,1.44,10.4,4,No,3,No
10224,882.9,C,LODGING,0.96,8,1.44,10.4,4,No,3,No
10224,882.9,C,LODGING,0.96,8,1.44,10.4,4,No,3,No
10224,882.9,C,LODGING,0.96,8,1.44,10.4,4,No,3,No
10224,882.9,C,LODGING,0.96,8,1.44,10.4,4,No,3,No
10224,882.9,C,LODGING,0.96,8,1.44,10.4,4,No,3,No
10224,882.9,C,LODGING,0.96,8,1.44,10.4,4,No,3,No
10227,69.28,C,MEDICAL,0.48,0.32,0.48,1.28,0,Yes,0,Yes
10227,69.28,C,MEDICAL,0.48,0.32,0.48,1.28,0,Yes,0,Yes
10227,69.28,C,MEDICAL,0.48,0.32,0.48,1.28,0,Yes,0,Yes
10233,4931.88,C,MOBILEHOME,1.44,23.36,70.08,94.88,12,Yes,8,No
10233,4931.88,C,MOBILEHOME,1.44,23.36,70.08,94.88,12,Yes,8,No
10233,4931.88,C,MOBILEHOME,1.44,23.36,70.08,94.88,12,Yes,8,No
10238,67.56,C,MULTIFAMIL,0,0.32,0.48,0.8,0,Yes,0,Yes
10238,67.56,C,MULTIFAMIL,0,0.32,0.48,0.8,0,Yes,0,Yes
10247,3008.71,C,GROCERY,14.400000000000002,60,4.96,79.36,30,No,20,No
10247,3008.71,C,GROCERY,14.400000000000002,60,4.96,79.36,30,No,20,No
10247,3008.71,C,GROCERY,14.400000000000002,60,4.96,79.36,30,No,20,No
10247,3008.71,C,GROCERY,14.400000000000002,60,4.96,79.36,30,No,20,No
10247,3008.71,C,GROCERY,14.400000000000002,60,4.96,79.36,30,No,20,No
10247,3008.71,C,GROCERY,14.400000000000002,60,4.96,79.36,30,No,20,No
10247,3008.71,C,GROCERY,14.400000000000002,60,4.96,79.36,30,No,20,No
10247,3008.71,C,GROCERY,14.400000000000002,60,4.96,79.36,30,No,20,No
10247,3008.71,C,GROCERY,14.400000000000002,60,4.96,79.36,30,No,20,No
10247,3008.71,C,GROCERY,14.400000000000002,60,4.96,79.36,30,No,20,No
10247,3008.71,C,GROCERY,14.400000000000002,60,4.96,79.36,30,No,20,No
10248,743.93,S,AUTO,0,4,6.48,10.48,2,Yes,1,No
10248,743.93,S,AUTO,0,4,6.48,10.48,2,Yes,1,No
10248,743.93,S,AUTO,0,4,6.48,10.48,2,Yes,1,No
10250,2035.83,S,LODGING-FW,1.44,36,2.4,39.839999999999996,18,No,12,No
10250,2035.83,S,LODGING-FW,1.44,36,2.4,39.839999999999996,18,No,12,No
10250,2035.83,S,LODGING-FW,1.44,36,2.4,39.839999999999996,18,No,12,No
10250,2035.83,S,LODGING-FW,1.44,36,2.4,39.839999999999996,18,No,12,No
10250,2035.83,S,LODGING-FW,1.44,36,2.4,39.839999999999996,18,No,12,No
10250,2035.83,S,LODGING-FW,1.44,36,2.4,39.839999999999996,18,No,12,No
10250,2035.83,S,LODGING-FW,1.44,36,2.4,39.839999999999996,18,No,12,No
10250,2035.83,S,LODGING-FW,1.44,36,2.4,39.839999999999996,18,No,12,No
10255,4567.25,COUNTY,WINERY,0,24,7.4399999999999995,31.439999999999998,12,No,8,No
10255,4567.25,COUNTY,WINERY,0,24,7.4399999999999995,31.439999999999998,12,No,8,No
10255,4567.25,COUNTY,WINERY,0,24,7.4399999999999995,31.439999999999998,12,No,8,No
10255,4567.25,COUNTY,WINERY,0,24,7.4399999999999995,31.439999999999998,12,No,8,No
10257,97.87,S,AUTO,0,0.48,0,0.48,0,Yes,0,Yes
10260,69.28,C,OFFICE BLD,0.48,0.32,0.96,1.76,0,Yes,0,Yes
10260,69.28,C,OFFICE BLD,0.48,0.32,0.96,1.76,0,Yes,0,Yes
10260,69.28,C,OFFICE BLD,0.48,0.32,0.96,1.76,0,Yes,0,Yes
10260,69.28,C,OFFICE BLD,0.48,0.32,0.96,1.76,0,Yes,0,Yes
10262,195.74,S,OFFICE BLD,0,0.96,0.48,1.44,0,Yes,0,Yes
10262,195.74,S,OFFICE BLD,0,0.96,0.48,1.44,0,Yes,0,Yes
10263,1278.97,S,RESTAURANT,0,32,0,32,16,No,11,No
10263,1278.97,S,RESTAURANT,0,32,0,32,16,No,11,No
10263,1278.97,S,RESTAURANT,0,32,0,32,16,No,11,No
10263,1278.97,S,RESTAURANT,0,32,0,32,16,No,11,No
10265,6347.58,S,GROCERY,28.800000000000004,156,162.88,347.68,78,Yes,52,No
10265,6347.58,S,GROCERY,28.800000000000004,156,162.88,347.68,78,Yes,52,No
10265,6347.58,S,GROCERY,28.800000000000004,156,162.88,347.68,78,Yes,52,No
10265,6347.58,S,GROCERY,28.800000000000004,156,162.88,347.68,78,Yes,52,No
10265,6347.58,S,GROCERY,28.800000000000004,156,162.88,347.68,78,Yes,52,No
10265,6347.58,S,GROCERY,28.800000000000004,156,162.88,347.68,78,Yes,52,No
10265,6347.58,S,GROCERY,28.800000000000004,156,162.88,347.68,78,Yes,52,No
10265,6347.58,S,GROCERY,28.800000000000004,156,162.88,347.68,78,Yes,52,No
10265,6347.58,S,GROCERY,28.800000000000004,156,162.88,347.68,78,Yes,52,No
10265,6347.58,S,GROCERY,28.800000000000004,156,162.88,347.68,78,Yes,52,No
10265,6347.58,S,GROCERY,28.800000000000004,156,162.88,347.68,78,Yes,52,No
10265,6347.58,S,GROCERY,28.800000000000004,156,162.88,347.68,78,Yes,52,No
10265,6347.58,S,GROCERY,28.800000000000004,156,162.88,347.68,78,Yes,52,No
10265,6347.58,S,GROCERY,28.800000000000004,156,162.88,347.68,78,Yes,52,No
10265,6347.58,S,GROCERY,28.800000000000004,156,162.88,347.68,78,Yes,52,No
10265,6347.58,S,GROCERY,28.800000000000004,156,162.88,347.68,78,Yes,52,No
10265,6347.58,S,GROCERY,28.800000000000004,156,162.88,347.68,78,Yes,52,No
10265,6347.58,S,GROCERY,28.800000000000004,156,162.88,347.68,78,Yes,52,No
10265,6347.58,S,GROCERY,28.800000000000004,156,162.88,347.68,78,Yes,52,No
10265,6347.58,S,GROCERY,28.800000000000004,156,162.88,347.68,78,Yes,52,No
10265,6347.58,S,GROCERY,28.800000000000004,156,162.88,347.68,78,Yes,52,No
10265,6347.58,S,GROCERY,28.800000000000004,156,162.88,347.68,78,Yes,52,No
10271,363.91,S,AUTO,0,2,1.44,3.44,1,Yes,1,No
10271,363.91,S,AUTO,0,2,1.44,3.44,1,Yes,1,No
10289,743.93,S,HOME IMPRO,0,4,17.439999999999998,21.439999999999998,2,Yes,1,No
10289,743.93,S,HOME IMPRO,0,4,17.439999999999998,21.439999999999998,2,Yes,1,No
10289,743.93,S,HOME IMPRO,0,4,17.439999999999998,21.439999999999998,2,Yes,1,No
10289,743.93,S,HOME IMPRO,0,4,17.439999999999998,21.439999999999998,2,Yes,1,No
10295,363.91,S,RETAIL,0,2,1.44,3.44,1,Yes,1,No
10295,363.91,S,RETAIL,0,2,1.44,3.44,1,Yes,1,No
10295,363.91,S,RETAIL,0,2,1.44,3.44,1,Yes,1,No
10295,363.91,S,RETAIL,0,2,1.44,3.44,1,Yes,1,No
10301,171.28,S,POSTOFFICE,0,0.48,0.96,1.44,0,Yes,0,Yes
10301,171.28,S,POSTOFFICE,0,0.48,0.96,1.44,0,Yes,0,Yes
10301,171.28,S,POSTOFFICE,0,0.48,0.96,1.44,0,Yes,0,Yes
10306,97.87,S,OFFICE BLD,0,0.48,0.48,0.96,0,Yes,0,Yes
10306,97.87,S,OFFICE BLD,0,0.48,0.48,0.96,0,Yes,0,Yes
10310,97.87,S,OFFICE BLD,0,0.48,0.48,0.96,0,Yes,0,Yes
10310,97.87,S,OFFICE BLD,0,0.48,0.48,0.96,0,Yes,0,Yes
10316,363.91,S,CONTRACTOR,0,2,0,2,1,No,1,No
10317,505.47,S,AUTO,0.96,2,6.96,9.92,1,Yes,1,No
10317,505.47,S,AUTO,0.96,2,6.96,9.92,1,Yes,1,No
10317,505.47,S,AUTO,0.96,2,6.96,9.92,1,Yes,1,No
10317,505.47,S,AUTO,0.96,2,6.96,9.92,1,Yes,1,No
10317,505.47,S,AUTO,0.96,2,6.96,9.92,1,Yes,1,No
10318,668.93,S,UTILITY,0,4,0.48,4.48,2,No,1,No
10318,668.93,S,UTILITY,0,4,0.48,4.48,2,No,1,No
10321,743.93,S,AUTO,0.48,4,5.4399999999999995,9.92,2,Yes,1,No
10321,743.93,S,AUTO,0.48,4,5.4399999999999995,9.92,2,Yes,1,No
10321,743.93,S,AUTO,0.48,4,5.4399999999999995,9.92,2,Yes,1,No
10321,743.93,S,AUTO,0.48,4,5.4399999999999995,9.92,2,Yes,1,No
10323,1843.37,S,MULTIFAMIL,5.279999999999999,9.76,2.88,17.919999999999998,5,No,3,Yes
10323,1843.37,S,MULTIFAMIL,5.279999999999999,9.76,2.88,17.919999999999998,5,No,3,Yes
10323,1843.37,S,MULTIFAMIL,5.279999999999999,9.76,2.88,17.919999999999998,5,No,3,Yes
10323,1843.37,S,MULTIFAMIL,5.279999999999999,9.76,2.88,17.919999999999998,5,No,3,Yes
10325,97.87,S,COMMUNITY,0.48,0.48,0.48,1.44,0,Yes,0,Yes
10325,97.87,S,COMMUNITY,0.48,0.48,0.48,1.44,0,Yes,0,Yes
10325,97.87,S,COMMUNITY,0.48,0.48,0.48,1.44,0,Yes,0,Yes
10327,97.87,S,VINEYARD,0,0.48,0.48,0.96,0,Yes,0,Yes
10327,97.87,S,VINEYARD,0,0.48,0.48,0.96,0,Yes,0,Yes
10328,1500.79,S,BAKERY,8.64,16,18.4,43.04,8,Yes,5,Yes
10328,1500.79,S,BAKERY,8.64,16,18.4,43.04,8,Yes,5,Yes
10328,1500.79,S,BAKERY,8.64,16,18.4,43.04,8,Yes,5,Yes
10328,1500.79,S,BAKERY,8.64,16,18.4,43.04,8,Yes,5,Yes
10328,1500.79,S,BAKERY,8.64,16,18.4,43.04,8,Yes,5,Yes
10328,1500.79,S,BAKERY,8.64,16,18.4,43.04,8,Yes,5,Yes
10328,1500.79,S,BAKERY,8.64,16,18.4,43.04,8,Yes,5,Yes
10328,1500.79,S,BAKERY,8.64,16,18.4,43.04,8,Yes,5,Yes
10328,1500.79,S,BAKERY,8.64,16,18.4,43.04,8,Yes,5,Yes
10328,1500.79,S,BAKERY,8.64,16,18.4,43.04,8,Yes,5,Yes
10328,1500.79,S,BAKERY,8.64,16,18.4,43.04,8,Yes,5,Yes
10328,1500.79,S,BAKERY,8.64,16,18.4,43.04,8,Yes,5,Yes
10333,195.75,S,MULTIFAMIL,0.48,0.96,0.96,2.4,0,Yes,0,Yes
10333,195.75,S,MULTIFAMIL,0.48,0.96,0.96,2.4,0,Yes,0,Yes
10333,195.75,S,MULTIFAMIL,0.48,0.96,0.96,2.4,0,Yes,0,Yes
10333,195.75,S,MULTIFAMIL,0.48,0.96,0.96,2.4,0,Yes,0,Yes
10333,195.75,S,MULTIFAMIL,0.48,0.96,0.96,2.4,0,Yes,0,Yes
10333,195.75,S,MULTIFAMIL,0.48,0.96,0.96,2.4,0,Yes,0,Yes
10334,363.91,S,GROCERY,0.48,2,1.44,3.92,1,Yes,1,No
10334,363.91,S,GROCERY,0.48,2,1.44,3.92,1,Yes,1,No
10334,363.91,S,GROCERY,0.48,2,1.44,3.92,1,Yes,1,No
10335,363.91,S,SCHOOL,0.48,2,1.44,3.92,1,Yes,1,No
10335,363.91,S,SCHOOL,0.48,2,1.44,3.92,1,Yes,1,No
10335,363.91,S,SCHOOL,0.48,2,1.44,3.92,1,Yes,1,No
10335,363.91,S,SCHOOL,0.48,2,1.44,3.92,1,Yes,1,No
10335,363.91,S,SCHOOL,0.48,2,1.44,3.92,1,Yes,1,No
10340,97.87,S,OFFICE BLD,0.48,0.48,0.48,1.44,0,Yes,0,Yes
10340,97.87,S,OFFICE BLD,0.48,0.48,0.48,1.44,0,Yes,0,Yes
10340,97.87,S,OFFICE BLD,0.48,0.48,0.48,1.44,0,Yes,0,Yes
10342,391.48,S,MEDICAL,0.48,3.84,0.96,5.28,2,No,1,No
10342,391.48,S,MEDICAL,0.48,3.84,0.96,5.28,2,No,1,No
10342,391.48,S,MEDICAL,0.48,3.84,0.96,5.28,2,No,1,No
10342,391.48,S,MEDICAL,0.48,3.84,0.96,5.28,2,No,1,No
10343,3208.23,S,HOA,4,12,10,26,6,Yes,4,Yes
10343,3208.23,S,HOA,4,12,10,26,6,Yes,4,Yes
10343,3208.23,S,HOA,4,12,10,26,6,Yes,4,Yes
10343,3208.23,S,HOA,4,12,10,26,6,Yes,4,Yes
10343,3208.23,S,HOA,4,12,10,26,6,Yes,4,Yes
10344,7013.3,S,MOBILEHOME,0,34.4,105.11999999999999,139.51999999999998,17,Yes,11,No
10344,7013.3,S,MOBILEHOME,0,34.4,105.11999999999999,139.51999999999998,17,Yes,11,No
10345,668.93,S,INDUSTRIAL,0,4,1.44,5.4399999999999995,2,No,1,No
10345,668.93,S,INDUSTRIAL,0,4,1.44,5.4399999999999995,2,No,1,No
10346,363.91,S,WINERY,0,2,0.48,2.48,1,No,1,No
10346,363.91,S,WINERY,0,2,0.48,2.48,1,No,1,No
10347,2036.81,S,NRSG HOME,0.96,36,1.44,38.4,18,No,12,No
10347,2036.81,S,NRSG HOME,0.96,36,1.44,38.4,18,No,12,No
10347,2036.81,S,NRSG HOME,0.96,36,1.44,38.4,18,No,12,No
10347,2036.81,S,NRSG HOME,0.96,36,1.44,38.4,18,No,12,No
10347,2036.81,S,NRSG HOME,0.96,36,1.44,38.4,18,No,12,No
10347,2036.81,S,NRSG HOME,0.96,36,1.44,38.4,18,No,12,No
10348,1170.63,S,MULTIFAMIL,0,4,4,8,2,Yes,1,No
10348,1170.63,S,MULTIFAMIL,0,4,4,8,2,Yes,1,No
10349,413.91,S,MULTIFAMIL,0.48,2,0.96,3.44,1,No,1,No
10349,413.91,S,MULTIFAMIL,0.48,2,0.96,3.44,1,No,1,No
10349,413.91,S,MULTIFAMIL,0.48,2,0.96,3.44,1,No,1,No
10355,668.93,S,OFFICE BLD,0.48,4,0.96,5.44,2,No,1,No
10355,668.93,S,OFFICE BLD,0.48,4,0.96,5.44,2,No,1,No
10355,668.93,S,OFFICE BLD,0.48,4,0.96,5.44,2,No,1,No
10366,506.7,C,MULTIFAMIL,0,2.4,0,2.4,1,No,1,No
