cust,monthly_bill,tax_body,biz_type,compost,garbage,recycle,total_yards,needed_recycle,needed_compost
10250,2035.83,S,LODGING-FW,1.44,36,2.4,39.839999999999996,2.4,1.44
10250,2035.83,S,LODGING-FW,1.44,36,2.4,39.839999999999996,2.4,1.44
10250,2035.83,S,LODGING-FW,1.44,36,2.4,39.839999999999996,2.4,1.44
10250,2035.83,S,LODGING-FW,1.44,36,2.4,39.839999999999996,2.4,1.44
10250,2035.83,S,LODGING-FW,1.44,36,2.4,39.839999999999996,2.4,1.44
10260,69.28,C,OFFICE BLD,0.48,0.32,0.96,1.76,0.96,0.48
10260,69.28,C,OFFICE BLD,0.48,0.32,0.96,1.76,0.96,0.48
10260,69.28,C,OFFICE BLD,0.48,0.32,0.96,1.76,0.96,0.48
10260,69.28,C,OFFICE BLD,0.48,0.32,0.96,1.76,0.96,0.48
10265,6347.58,S,GROCERY,28.800000000000004,156,162.88,347.68,162.88,28.800000000000004
10265,6347.58,S,GROCERY,28.800000000000004,156,162.88,347.68,162.88,28.800000000000004
10265,6347.58,S,GROCERY,28.800000000000004,156,162.88,347.68,162.88,28.800000000000004
10265,6347.58,S,GROCERY,28.800000000000004,156,162.88,347.68,162.88,28.800000000000004
10265,6347.58,S,GROCERY,28.800000000000004,156,162.88,347.68,162.88,28.800000000000004
10265,6347.58,S,GROCERY,28.800000000000004,156,162.88,347.68,162.88,28.800000000000004
10265,6347.58,S,GROCERY,28.800000000000004,156,162.88,347.68,162.88,28.800000000000004
10265,6347.58,S,GROCERY,28.800000000000004,156,162.88,347.68,162.88,28.800000000000004
10265,6347.58,S,GROCERY,28.800000000000004,156,162.88,347.68,162.88,28.800000000000004
10265,6347.58,S,GROCERY,28.800000000000004,156,162.88,347.68,162.88,28.800000000000004
10265,6347.58,S,GROCERY,28.800000000000004,156,162.88,347.68,162.88,28.800000000000004
10265,6347.58,S,GROCERY,28.800000000000004,156,162.88,347.68,162.88,28.800000000000004
10265,6347.58,S,GROCERY,28.800000000000004,156,162.88,347.68,162.88,28.800000000000004
10265,6347.58,S,GROCERY,28.800000000000004,156,162.88,347.68,162.88,28.800000000000004
10265,6347.58,S,GROCERY,28.800000000000004,156,162.88,347.68,162.88,28.800000000000004
10265,6347.58,S,GROCERY,28.800000000000004,156,162.88,347.68,162.88,28.800000000000004
10265,6347.58,S,GROCERY,28.800000000000004,156,162.88,347.68,162.88,28.800000000000004
10265,6347.58,S,GROCERY,28.800000000000004,156,162.88,347.68,162.88,28.800000000000004
10265,6347.58,S,GROCERY,28.800000000000004,156,162.88,347.68,162.88,28.800000000000004
10265,6347.58,S,GROCERY,28.800000000000004,156,162.88,347.68,162.88,28.800000000000004
10265,6347.58,S,GROCERY,28.800000000000004,156,162.88,347.68,162.88,28.800000000000004
10265,6347.58,S,GROCERY,28.800000000000004,156,162.88,347.68,162.88,28.800000000000004
10317,505.47,S,AUTO,0.96,2,6.96,9.92,6.96,0.96
10317,505.47,S,AUTO,0.96,2,6.96,9.92,6.96,0.96
10317,505.47,S,AUTO,0.96,2,6.96,9.92,6.96,0.96
10317,505.47,S,AUTO,0.96,2,6.96,9.92,6.96,0.96
10317,505.47,S,AUTO,0.96,2,6.96,9.92,6.96,0.96
10321,743.93,S,AUTO,0.48,4,5.4399999999999995,9.92,5.4399999999999995,0.48
10321,743.93,S,AUTO,0.48,4,5.4399999999999995,9.92,5.4399999999999995,0.48
10321,743.93,S,AUTO,0.48,4,5.4399999999999995,9.92,5.4399999999999995,0.48
10321,743.93,S,AUTO,0.48,4,5.4399999999999995,9.92,5.4399999999999995,0.48
10323,1843.37,S,MULTIFAMIL,5.279999999999999,9.76,2.88,17.919999999999998,2.88,5.279999999999999
10323,1843.37,S,MULTIFAMIL,5.279999999999999,9.76,2.88,17.919999999999998,2.88,5.279999999999999
10323,1843.37,S,MULTIFAMIL,5.279999999999999,9.76,2.88,17.919999999999998,2.88,5.279999999999999
10323,1843.37,S,MULTIFAMIL,5.279999999999999,9.76,2.88,17.919999999999998,2.88,5.279999999999999
10325,97.87,S,COMMUNITY,0.48,0.48,0.48,1.44,0.48,0.48
10325,97.87,S,COMMUNITY,0.48,0.48,0.48,1.44,0.48,0.48
10325,97.87,S,COMMUNITY,0.48,0.48,0.48,1.44,0.48,0.48
10328,1500.79,S,BAKERY,8.64,16,18.4,43.04,18.4,8.64
10328,1500.79,S,BAKERY,8.64,16,18.4,43.04,18.4,8.64
10328,1500.79,S,BAKERY,8.64,16,18.4,43.04,18.4,8.64
10328,1500.79,S,BAKERY,8.64,16,18.4,43.04,18.4,8.64
10328,1500.79,S,BAKERY,8.64,16,18.4,43.04,18.4,8.64
10328,1500.79,S,BAKERY,8.64,16,18.4,43.04,18.4,8.64
10328,1500.79,S,BAKERY,8.64,16,18.4,43.04,18.4,8.64
10328,1500.79,S,BAKERY,8.64,16,18.4,43.04,18.4,8.64
10328,1500.79,S,BAKERY,8.64,16,18.4,43.04,18.4,8.64
10328,1500.79,S,BAKERY,8.64,16,18.4,43.04,18.4,8.64
10328,1500.79,S,BAKERY,8.64,16,18.4,43.04,18.4,8.64
10328,1500.79,S,BAKERY,8.64,16,18.4,43.04,18.4,8.64
10333,195.75,S,MULTIFAMIL,0.48,0.96,0.96,2.4,0.96,0.48
10333,195.75,S,MULTIFAMIL,0.48,0.96,0.96,2.4,0.96,0.48
10333,195.75,S,MULTIFAMIL,0.48,0.96,0.96,2.4,0.96,0.48
10333,195.75,S,MULTIFAMIL,0.48,0.96,0.96,2.4,0.96,0.48
10333,195.75,S,MULTIFAMIL,0.48,0.96,0.96,2.4,0.96,0.48
10333,195.75,S,MULTIFAMIL,0.48,0.96,0.96,2.4,0.96,0.48
10334,363.91,S,GROCERY,0.48,2,1.44,3.92,1.44,0.48
10334,363.91,S,GROCERY,0.48,2,1.44,3.92,1.44,0.48
10334,363.91,S,GROCERY,0.48,2,1.44,3.92,1.44,0.48
10335,363.91,S,SCHOOL,0.48,2,1.44,3.92,1.44,0.48
10335,363.91,S,SCHOOL,0.48,2,1.44,3.92,1.44,0.48
10335,363.91,S,SCHOOL,0.48,2,1.44,3.92,1.44,0.48
10335,363.91,S,SCHOOL,0.48,2,1.44,3.92,1.44,0.48
10335,363.91,S,SCHOOL,0.48,2,1.44,3.92,1.44,0.48
10340,97.87,S,OFFICE BLD,0.48,0.48,0.48,1.44,0.48,0.48
10340,97.87,S,OFFICE BLD,0.48,0.48,0.48,1.44,0.48,0.48
10340,97.87,S,OFFICE BLD,0.48,0.48,0.48,1.44,0.48,0.48
10342,391.48,S,MEDICAL,0.48,3.84,0.96,5.28,0.96,0.48
10342,391.48,S,MEDICAL,0.48,3.84,0.96,5.28,0.96,0.48
10342,391.48,S,MEDICAL,0.48,3.84,0.96,5.28,0.96,0.48
10342,391.48,S,MEDICAL,0.48,3.84,0.96,5.28,0.96,0.48
10343,3208.23,S,HOA,4,12,10,26,10,4
10343,3208.23,S,HOA,4,12,10,26,10,4
10343,3208.23,S,HOA,4,12,10,26,10,4
10343,3208.23,S,HOA,4,12,10,26,10,4
10343,3208.23,S,HOA,4,12,10,26,10,4
10347,2036.81,S,NRSG HOME,0.96,36,1.44,38.4,1.44,0.96
10347,2036.81,S,NRSG HOME,0.96,36,1.44,38.4,1.44,0.96
10347,2036.81,S,NRSG HOME,0.96,36,1.44,38.4,1.44,0.96
10347,2036.81,S,NRSG HOME,0.96,36,1.44,38.4,1.44,0.96
10347,2036.81,S,NRSG HOME,0.96,36,1.44,38.4,1.44,0.96
10347,2036.81,S,NRSG HOME,0.96,36,1.44,38.4,1.44,0.96
10349,413.91,S,MULTIFAMIL,0.48,2,0.96,3.44,0.96,0.48
10349,413.91,S,MULTIFAMIL,0.48,2,0.96,3.44,0.96,0.48
10349,413.91,S,MULTIFAMIL,0.48,2,0.96,3.44,0.96,0.48
10355,668.93,S,OFFICE BLD,0.48,4,0.96,5.44,0.96,0.48
10355,668.93,S,OFFICE BLD,0.48,4,0.96,5.44,0.96,0.48
10355,668.93,S,OFFICE BLD,0.48,4,0.96,5.44,0.96,0.48
10368,1658.21,COUNTY,LODGING-FW,2.88,4,4,10.879999999999999,4,2.88
10368,1658.21,COUNTY,LODGING-FW,2.88,4,4,10.879999999999999,4,2.88
10368,1658.21,COUNTY,LODGING-FW,2.88,4,4,10.879999999999999,4,2.88
10368,1658.21,COUNTY,LODGING-FW,2.88,4,4,10.879999999999999,4,2.88
10368,1658.21,COUNTY,LODGING-FW,2.88,4,4,10.879999999999999,4,2.88
10373,363.91,S,CHURCH,1.12,2,2.4,5.52,2.4,1.12
10373,363.91,S,CHURCH,1.12,2,2.4,5.52,2.4,1.12
10373,363.91,S,CHURCH,1.12,2,2.4,5.52,2.4,1.12
10373,363.91,S,CHURCH,1.12,2,2.4,5.52,2.4,1.12
10373,363.91,S,CHURCH,1.12,2,2.4,5.52,2.4,1.12
10378,430.47,S,CHURCH,0.96,2,0.48,3.44,0.48,0.96
10378,430.47,S,CHURCH,0.96,2,0.48,3.44,0.48,0.96
10378,430.47,S,CHURCH,0.96,2,0.48,3.44,0.48,0.96
10378,430.47,S,CHURCH,0.96,2,0.48,3.44,0.48,0.96
10390,101.24,Y,CHURCH,0.48,0.48,0.48,1.44,0.48,0.48
10390,101.24,Y,CHURCH,0.48,0.48,0.48,1.44,0.48,0.48
10390,101.24,Y,CHURCH,0.48,0.48,0.48,1.44,0.48,0.48
10394,8471.2,Y,MOBILEHOME,5.279999999999999,40.16,114.24,159.68,114.24,5.279999999999999
10394,8471.2,Y,MOBILEHOME,5.279999999999999,40.16,114.24,159.68,114.24,5.279999999999999
10394,8471.2,Y,MOBILEHOME,5.279999999999999,40.16,114.24,159.68,114.24,5.279999999999999
10394,8471.2,Y,MOBILEHOME,5.279999999999999,40.16,114.24,159.68,114.24,5.279999999999999
10394,8471.2,Y,MOBILEHOME,5.279999999999999,40.16,114.24,159.68,114.24,5.279999999999999
10395,1601.16,Y,LODGING,0.32,16,4.96,21.28,4.96,0.32
10395,1601.16,Y,LODGING,0.32,16,4.96,21.28,4.96,0.32
10395,1601.16,Y,LODGING,0.32,16,4.96,21.28,4.96,0.32
10395,1601.16,Y,LODGING,0.32,16,4.96,21.28,4.96,0.32
10395,1601.16,Y,LODGING,0.32,16,4.96,21.28,4.96,0.32
10410,103.93,C,LODGING-FW,0.48,0.48,0.48,1.44,0.48,0.48
10410,103.93,C,LODGING-FW,0.48,0.48,0.48,1.44,0.48,0.48
10410,103.93,C,LODGING-FW,0.48,0.48,0.48,1.44,0.48,0.48
10411,802.51,C,LODGING,1.44,3.36,26.88,31.68,26.88,1.44
10411,802.51,C,LODGING,1.44,3.36,26.88,31.68,26.88,1.44
10411,802.51,C,LODGING,1.44,3.36,26.88,31.68,26.88,1.44
10411,802.51,C,LODGING,1.44,3.36,26.88,31.68,26.88,1.44
10411,802.51,C,LODGING,1.44,3.36,26.88,31.68,26.88,1.44
10418,101.24,Y,CHURCH,0.48,0.48,0.48,1.44,0.48,0.48
10418,101.24,Y,CHURCH,0.48,0.48,0.48,1.44,0.48,0.48
10418,101.24,Y,CHURCH,0.48,0.48,0.48,1.44,0.48,0.48
10432,1649.14,Y,NRSG HOME,1.92,16,1.44,19.360000000000003,1.44,1.92
10432,1649.14,Y,NRSG HOME,1.92,16,1.44,19.360000000000003,1.44,1.92
10432,1649.14,Y,NRSG HOME,1.92,16,1.44,19.360000000000003,1.44,1.92
10432,1649.14,Y,NRSG HOME,1.92,16,1.44,19.360000000000003,1.44,1.92
10432,1649.14,Y,NRSG HOME,1.92,16,1.44,19.360000000000003,1.44,1.92
10432,1649.14,Y,NRSG HOME,1.92,16,1.44,19.360000000000003,1.44,1.92
10432,1649.14,Y,NRSG HOME,1.92,16,1.44,19.360000000000003,1.44,1.92
10432,1649.14,Y,NRSG HOME,1.92,16,1.44,19.360000000000003,1.44,1.92
10432,1649.14,Y,NRSG HOME,1.92,16,1.44,19.360000000000003,1.44,1.92
10438,1966.06,COUNTY,GROUP HOME,2.56,6,5.440000000000001,14.000000000000002,5.440000000000001,2.56
10438,1966.06,COUNTY,GROUP HOME,2.56,6,5.440000000000001,14.000000000000002,5.440000000000001,2.56
10438,1966.06,COUNTY,GROUP HOME,2.56,6,5.440000000000001,14.000000000000002,5.440000000000001,2.56
10438,1966.06,COUNTY,GROUP HOME,2.56,6,5.440000000000001,14.000000000000002,5.440000000000001,2.56
10438,1966.06,COUNTY,GROUP HOME,2.56,6,5.440000000000001,14.000000000000002,5.440000000000001,2.56
10438,1966.06,COUNTY,GROUP HOME,2.56,6,5.440000000000001,14.000000000000002,5.440000000000001,2.56
10438,1966.06,COUNTY,GROUP HOME,2.56,6,5.440000000000001,14.000000000000002,5.440000000000001,2.56
10453,482.56,COUNTY,MOBILEHOME,0.48,2,1.44,3.92,1.44,0.48
10453,482.56,COUNTY,MOBILEHOME,0.48,2,1.44,3.92,1.44,0.48
10453,482.56,COUNTY,MOBILEHOME,0.48,2,1.44,3.92,1.44,0.48
10453,482.56,COUNTY,MOBILEHOME,0.48,2,1.44,3.92,1.44,0.48
10453,482.56,COUNTY,MOBILEHOME,0.48,2,1.44,3.92,1.44,0.48
10461,890.4,COUNTY,WINERY,1.28,4,0.96,6.24,0.96,1.28
10461,890.4,COUNTY,WINERY,1.28,4,0.96,6.24,0.96,1.28
10461,890.4,COUNTY,WINERY,1.28,4,0.96,6.24,0.96,1.28
10461,890.4,COUNTY,WINERY,1.28,4,0.96,6.24,0.96,1.28
10461,890.4,COUNTY,WINERY,1.28,4,0.96,6.24,0.96,1.28
10461,890.4,COUNTY,WINERY,1.28,4,0.96,6.24,0.96,1.28
10471,965.4,COUNTY,POLICEFIRE,0.96,4,4.48,9.440000000000001,4.48,0.96
10471,965.4,COUNTY,POLICEFIRE,0.96,4,4.48,9.440000000000001,4.48,0.96
10471,965.4,COUNTY,POLICEFIRE,0.96,4,4.48,9.440000000000001,4.48,0.96
10471,965.4,COUNTY,POLICEFIRE,0.96,4,4.48,9.440000000000001,4.48,0.96
10480,134.57,COUNTY,SCHOOL,0.48,0.48,0.48,1.44,0.48,0.48
10480,134.57,COUNTY,SCHOOL,0.48,0.48,0.48,1.44,0.48,0.48
10480,134.57,COUNTY,SCHOOL,0.48,0.48,0.48,1.44,0.48,0.48
10487,482.56,COUNTY,CHURCH,0.48,2,1.44,3.92,1.44,0.48
10487,482.56,COUNTY,CHURCH,0.48,2,1.44,3.92,1.44,0.48
10487,482.56,COUNTY,CHURCH,0.48,2,1.44,3.92,1.44,0.48
10488,699.2,COUNTY,SCHOOL,0.48,1.92,2.56,4.96,2.56,0.48
10488,699.2,COUNTY,SCHOOL,0.48,1.92,2.56,4.96,2.56,0.48
10488,699.2,COUNTY,SCHOOL,0.48,1.92,2.56,4.96,2.56,0.48
10488,699.2,COUNTY,SCHOOL,0.48,1.92,2.56,4.96,2.56,0.48
10488,699.2,COUNTY,SCHOOL,0.48,1.92,2.56,4.96,2.56,0.48
10490,482.56,COUNTY,SCHOOL,1.44,2,3.52,6.96,3.52,1.44
10490,482.56,COUNTY,SCHOOL,1.44,2,3.52,6.96,3.52,1.44
10490,482.56,COUNTY,SCHOOL,1.44,2,3.52,6.96,3.52,1.44
10490,482.56,COUNTY,SCHOOL,1.44,2,3.52,6.96,3.52,1.44
10490,482.56,COUNTY,SCHOOL,1.44,2,3.52,6.96,3.52,1.44
10490,482.56,COUNTY,SCHOOL,1.44,2,3.52,6.96,3.52,1.44
10490,482.56,COUNTY,SCHOOL,1.44,2,3.52,6.96,3.52,1.44
10490,482.56,COUNTY,SCHOOL,1.44,2,3.52,6.96,3.52,1.44
10490,482.56,COUNTY,SCHOOL,1.44,2,3.52,6.96,3.52,1.44
10490,482.56,COUNTY,SCHOOL,1.44,2,3.52,6.96,3.52,1.44
10490,482.56,COUNTY,SCHOOL,1.44,2,3.52,6.96,3.52,1.44
10507,965.4,COUNTY,WINERY,0.48,4,7.4399999999999995,11.92,7.4399999999999995,0.48
10507,965.4,COUNTY,WINERY,0.48,4,7.4399999999999995,11.92,7.4399999999999995,0.48
10507,965.4,COUNTY,WINERY,0.48,4,7.4399999999999995,11.92,7.4399999999999995,0.48
10507,965.4,COUNTY,WINERY,0.48,4,7.4399999999999995,11.92,7.4399999999999995,0.48
10512,134.57,COUNTY,WINERY,0.48,0.48,0.48,1.44,0.48,0.48
10512,134.57,COUNTY,WINERY,0.48,0.48,0.48,1.44,0.48,0.48
10512,134.57,COUNTY,WINERY,0.48,0.48,0.48,1.44,0.48,0.48
10521,2440.1,COUNTY,WINERY,6,4,11.44,21.439999999999998,11.44,6
10521,2440.1,COUNTY,WINERY,6,4,11.44,21.439999999999998,11.44,6
10521,2440.1,COUNTY,WINERY,6,4,11.44,21.439999999999998,11.44,6
10521,2440.1,COUNTY,WINERY,6,4,11.44,21.439999999999998,11.44,6
10521,2440.1,COUNTY,WINERY,6,4,11.44,21.439999999999998,11.44,6
10521,2440.1,COUNTY,WINERY,6,4,11.44,21.439999999999998,11.44,6
10521,2440.1,COUNTY,WINERY,6,4,11.44,21.439999999999998,11.44,6
10521,2440.1,COUNTY,WINERY,6,4,11.44,21.439999999999998,11.44,6
10521,2440.1,COUNTY,WINERY,6,4,11.44,21.439999999999998,11.44,6
10524,1373.25,COUNTY,GROCERY,5.76,6,4,15.76,4,5.76
10524,1373.25,COUNTY,GROCERY,5.76,6,4,15.76,4,5.76
10524,1373.25,COUNTY,GROCERY,5.76,6,4,15.76,4,5.76
10524,1373.25,COUNTY,GROCERY,5.76,6,4,15.76,4,5.76
10524,1373.25,COUNTY,GROCERY,5.76,6,4,15.76,4,5.76
10525,3579.43,COUNTY,WINERY,2.56,6,4,12.56,4,2.56
10525,3579.43,COUNTY,WINERY,2.56,6,4,12.56,4,2.56
10525,3579.43,COUNTY,WINERY,2.56,6,4,12.56,4,2.56
10525,3579.43,COUNTY,WINERY,2.56,6,4,12.56,4,2.56
10532,2721.53,COUNTY,WINERY,4,6,15.44,25.439999999999998,15.44,4
10532,2721.53,COUNTY,WINERY,4,6,15.44,25.439999999999998,15.44,4
10532,2721.53,COUNTY,WINERY,4,6,15.44,25.439999999999998,15.44,4
10532,2721.53,COUNTY,WINERY,4,6,15.44,25.439999999999998,15.44,4
10532,2721.53,COUNTY,WINERY,4,6,15.44,25.439999999999998,15.44,4
10532,2721.53,COUNTY,WINERY,4,6,15.44,25.439999999999998,15.44,4
10532,2721.53,COUNTY,WINERY,4,6,15.44,25.439999999999998,15.44,4
10532,2721.53,COUNTY,WINERY,4,6,15.44,25.439999999999998,15.44,4
10553,405.39,S,CONTRACTOR,1.92,0,2.4,4.32,2.4,1.92
10553,405.39,S,CONTRACTOR,1.92,0,2.4,4.32,2.4,1.92
10553,405.39,S,CONTRACTOR,1.92,0,2.4,4.32,2.4,1.92
10553,405.39,S,CONTRACTOR,1.92,0,2.4,4.32,2.4,1.92
10558,2327.97,Y,GROCERY,5.76,36,55.44,97.19999999999999,55.44,5.76
10558,2327.97,Y,GROCERY,5.76,36,55.44,97.19999999999999,55.44,5.76
10558,2327.97,Y,GROCERY,5.76,36,55.44,97.19999999999999,55.44,5.76
10558,2327.97,Y,GROCERY,5.76,36,55.44,97.19999999999999,55.44,5.76
10558,2327.97,Y,GROCERY,5.76,36,55.44,97.19999999999999,55.44,5.76
10558,2327.97,Y,GROCERY,5.76,36,55.44,97.19999999999999,55.44,5.76
10558,2327.97,Y,GROCERY,5.76,36,55.44,97.19999999999999,55.44,5.76
10558,2327.97,Y,GROCERY,5.76,36,55.44,97.19999999999999,55.44,5.76
10558,2327.97,Y,GROCERY,5.76,36,55.44,97.19999999999999,55.44,5.76
10558,2327.97,Y,GROCERY,5.76,36,55.44,97.19999999999999,55.44,5.76
10561,1861.82,Y,MULTIFAMIL,5.280000000000001,16,8.32,29.6,8.32,5.280000000000001
10561,1861.82,Y,MULTIFAMIL,5.280000000000001,16,8.32,29.6,8.32,5.280000000000001
10561,1861.82,Y,MULTIFAMIL,5.280000000000001,16,8.32,29.6,8.32,5.280000000000001
10561,1861.82,Y,MULTIFAMIL,5.280000000000001,16,8.32,29.6,8.32,5.280000000000001
10561,1861.82,Y,MULTIFAMIL,5.280000000000001,16,8.32,29.6,8.32,5.280000000000001
10561,1861.82,Y,MULTIFAMIL,5.280000000000001,16,8.32,29.6,8.32,5.280000000000001
10561,1861.82,Y,MULTIFAMIL,5.280000000000001,16,8.32,29.6,8.32,5.280000000000001
10561,1861.82,Y,MULTIFAMIL,5.280000000000001,16,8.32,29.6,8.32,5.280000000000001
10628,515.46,C,MEDICAL,0.48,2,1.92,4.4,1.92,0.48
10628,515.46,C,MEDICAL,0.48,2,1.92,4.4,1.92,0.48
10628,515.46,C,MEDICAL,0.48,2,1.92,4.4,1.92,0.48
10628,515.46,C,MEDICAL,0.48,2,1.92,4.4,1.92,0.48
10628,515.46,C,MEDICAL,0.48,2,1.92,4.4,1.92,0.48
10628,515.46,C,MEDICAL,0.48,2,1.92,4.4,1.92,0.48
10648,1788.94,COUNTY,WINERY,0.32,8,5.4399999999999995,13.76,5.4399999999999995,0.32
10648,1788.94,COUNTY,WINERY,0.32,8,5.4399999999999995,13.76,5.4399999999999995,0.32
10648,1788.94,COUNTY,WINERY,0.32,8,5.4399999999999995,13.76,5.4399999999999995,0.32
10648,1788.94,COUNTY,WINERY,0.32,8,5.4399999999999995,13.76,5.4399999999999995,0.32
10648,1788.94,COUNTY,WINERY,0.32,8,5.4399999999999995,13.76,5.4399999999999995,0.32
10648,1788.94,COUNTY,WINERY,0.32,8,5.4399999999999995,13.76,5.4399999999999995,0.32
10648,1788.94,COUNTY,WINERY,0.32,8,5.4399999999999995,13.76,5.4399999999999995,0.32
10791,131.25,COUNTY,WINERY,0.48,0.32,0.48,1.28,0.48,0.48
10791,131.25,COUNTY,WINERY,0.48,0.32,0.48,1.28,0.48,0.48
10791,131.25,COUNTY,WINERY,0.48,0.32,0.48,1.28,0.48,0.48
10831,503.88,S,OFFICE BLD,0.96,2,1.92,4.88,1.92,0.96
10831,503.88,S,OFFICE BLD,0.96,2,1.92,4.88,1.92,0.96
10831,503.88,S,OFFICE BLD,0.96,2,1.92,4.88,1.92,0.96
10831,503.88,S,OFFICE BLD,0.96,2,1.92,4.88,1.92,0.96
10831,503.88,S,OFFICE BLD,0.96,2,1.92,4.88,1.92,0.96
10924,89.71,COUNTY,HOME IMPRO,0.48,0.32,0.48,1.28,0.48,0.48
10924,89.71,COUNTY,HOME IMPRO,0.48,0.32,0.48,1.28,0.48,0.48
10924,89.71,COUNTY,HOME IMPRO,0.48,0.32,0.48,1.28,0.48,0.48
10929,134.57,COUNTY,WINERY,0.48,0.48,0.48,1.44,0.48,0.48
10929,134.57,COUNTY,WINERY,0.48,0.48,0.48,1.44,0.48,0.48
10929,134.57,COUNTY,WINERY,0.48,0.48,0.48,1.44,0.48,0.48
10959,813.49,COUNTY,WINERY,0.8,2,11.92,14.719999999999999,11.92,0.8
10959,813.49,COUNTY,WINERY,0.8,2,11.92,14.719999999999999,11.92,0.8
10959,813.49,COUNTY,WINERY,0.8,2,11.92,14.719999999999999,11.92,0.8
10959,813.49,COUNTY,WINERY,0.8,2,11.92,14.719999999999999,11.92,0.8
10959,813.49,COUNTY,WINERY,0.8,2,11.92,14.719999999999999,11.92,0.8
10959,813.49,COUNTY,WINERY,0.8,2,11.92,14.719999999999999,11.92,0.8
10959,813.49,COUNTY,WINERY,0.8,2,11.92,14.719999999999999,11.92,0.8
10959,813.49,COUNTY,WINERY,0.8,2,11.92,14.719999999999999,11.92,0.8
10959,813.49,COUNTY,WINERY,0.8,2,11.92,14.719999999999999,11.92,0.8
11025,202.68,C,MULTIFAMIL,0.48,0.96,1.92,3.36,1.92,0.48
11025,202.68,C,MULTIFAMIL,0.48,0.96,1.92,3.36,1.92,0.48
11025,202.68,C,MULTIFAMIL,0.48,0.96,1.92,3.36,1.92,0.48
11025,202.68,C,MULTIFAMIL,0.48,0.96,1.92,3.36,1.92,0.48
11025,202.68,C,MULTIFAMIL,0.48,0.96,1.92,3.36,1.92,0.48
11025,202.68,C,MULTIFAMIL,0.48,0.96,1.92,3.36,1.92,0.48
11086,482.56,COUNTY,VINEYARD,0.48,2,0.48,2.96,0.48,0.48
11086,482.56,COUNTY,VINEYARD,0.48,2,0.48,2.96,0.48,0.48
11086,482.56,COUNTY,VINEYARD,0.48,2,0.48,2.96,0.48,0.48
11132,168.9,C,MULTIFAMIL,2.4,0.8,2.4,5.6,2.4,2.4
11132,168.9,C,MULTIFAMIL,2.4,0.8,2.4,5.6,2.4,2.4
11132,168.9,C,MULTIFAMIL,2.4,0.8,2.4,5.6,2.4,2.4
11132,168.9,C,MULTIFAMIL,2.4,0.8,2.4,5.6,2.4,2.4
11132,168.9,C,MULTIFAMIL,2.4,0.8,2.4,5.6,2.4,2.4
11132,168.9,C,MULTIFAMIL,2.4,0.8,2.4,5.6,2.4,2.4
11132,168.9,C,MULTIFAMIL,2.4,0.8,2.4,5.6,2.4,2.4
11132,168.9,C,MULTIFAMIL,2.4,0.8,2.4,5.6,2.4,2.4
11132,168.9,C,MULTIFAMIL,2.4,0.8,2.4,5.6,2.4,2.4
11132,168.9,C,MULTIFAMIL,2.4,0.8,2.4,5.6,2.4,2.4
11132,168.9,C,MULTIFAMIL,2.4,0.8,2.4,5.6,2.4,2.4
11147,7995.2,C,MOBILEHOME,91.2,30.400000000000002,92.16000000000001,213.76000000000002,92.16000000000001,91.2
11147,7995.2,C,MOBILEHOME,91.2,30.400000000000002,92.16000000000001,213.76000000000002,92.16000000000001,91.2
11147,7995.2,C,MOBILEHOME,91.2,30.400000000000002,92.16000000000001,213.76000000000002,92.16000000000001,91.2
11147,7995.2,C,MOBILEHOME,91.2,30.400000000000002,92.16000000000001,213.76000000000002,92.16000000000001,91.2
11147,7995.2,C,MOBILEHOME,91.2,30.400000000000002,92.16000000000001,213.76000000000002,92.16000000000001,91.2
11162,1723.97,COUNTY,WINERY,0.32,8,6.400000000000001,14.720000000000002,6.400000000000001,0.32
11162,1723.97,COUNTY,WINERY,0.32,8,6.400000000000001,14.720000000000002,6.400000000000001,0.32
11162,1723.97,COUNTY,WINERY,0.32,8,6.400000000000001,14.720000000000002,6.400000000000001,0.32
11162,1723.97,COUNTY,WINERY,0.32,8,6.400000000000001,14.720000000000002,6.400000000000001,0.32
11162,1723.97,COUNTY,WINERY,0.32,8,6.400000000000001,14.720000000000002,6.400000000000001,0.32
11162,1723.97,COUNTY,WINERY,0.32,8,6.400000000000001,14.720000000000002,6.400000000000001,0.32
11162,1723.97,COUNTY,WINERY,0.32,8,6.400000000000001,14.720000000000002,6.400000000000001,0.32
11162,1723.97,COUNTY,WINERY,0.32,8,6.400000000000001,14.720000000000002,6.400000000000001,0.32
11174,890.4,COUNTY,WINERY,0.8,4,1.44,6.24,1.44,0.8
11174,890.4,COUNTY,WINERY,0.8,4,1.44,6.24,1.44,0.8
11174,890.4,COUNTY,WINERY,0.8,4,1.44,6.24,1.44,0.8
11174,890.4,COUNTY,WINERY,0.8,4,1.44,6.24,1.44,0.8
11224,103.92,C,MULTIFAMIL,0.48,0.48,1.44,2.4,1.44,0.48
11224,103.92,C,MULTIFAMIL,0.48,0.48,1.44,2.4,1.44,0.48
11224,103.92,C,MULTIFAMIL,0.48,0.48,1.44,2.4,1.44,0.48
11224,103.92,C,MULTIFAMIL,0.48,0.48,1.44,2.4,1.44,0.48
11224,103.92,C,MULTIFAMIL,0.48,0.48,1.44,2.4,1.44,0.48
11224,103.92,C,MULTIFAMIL,0.48,0.48,1.44,2.4,1.44,0.48
11224,103.92,C,MULTIFAMIL,0.48,0.48,1.44,2.4,1.44,0.48
