cust,monthly_bill,tax_body,biz_type,compost,garbage,recycle,total_yards,needed_recycle,needed_compost
11255,1048.95,S,SCHOOL,0.48,6,4,10.48,4,0.48
11255,1048.95,S,SCHOOL,0.48,6,4,10.48,4,0.48
11255,1048.95,S,SCHOOL,0.48,6,4,10.48,4,0.48
11256,146.82,S,SCHOOL,6.5600000000000005,0,2.4,8.96,2.4,6.5600000000000005
11256,146.82,S,SCHOOL,6.5600000000000005,0,2.4,8.96,2.4,6.5600000000000005
11256,146.82,S,SCHOOL,6.5600000000000005,0,2.4,8.96,2.4,6.5600000000000005
11256,146.82,S,SCHOOL,6.5600000000000005,0,2.4,8.96,2.4,6.5600000000000005
11256,146.82,S,SCHOOL,6.5600000000000005,0,2.4,8.96,2.4,6.5600000000000005
11256,146.82,S,SCHOOL,6.5600000000000005,0,2.4,8.96,2.4,6.5600000000000005
11256,146.82,S,SCHOOL,6.5600000000000005,0,2.4,8.96,2.4,6.5600000000000005
11282,97.87,S,COMMUNITY,0.8,0.48,0.48,1.76,0.48,0.8
11282,97.87,S,COMMUNITY,0.8,0.48,0.48,1.76,0.48,0.8
11282,97.87,S,COMMUNITY,0.8,0.48,0.48,1.76,0.48,0.8
11282,97.87,S,COMMUNITY,0.8,0.48,0.48,1.76,0.48,0.8
11302,1481.22,S,WINERY,6.48,4,9.44,19.92,9.44,6.48
11302,1481.22,S,WINERY,6.48,4,9.44,19.92,9.44,6.48
11302,1481.22,S,WINERY,6.48,4,9.44,19.92,9.44,6.48
11302,1481.22,S,WINERY,6.48,4,9.44,19.92,9.44,6.48
11302,1481.22,S,WINERY,6.48,4,9.44,19.92,9.44,6.48
11302,1481.22,S,WINERY,6.48,4,9.44,19.92,9.44,6.48
11370,2266.06,COUNTY,WINERY,0.48,6,61.44,67.92,61.44,0.48
11370,2266.06,COUNTY,WINERY,0.48,6,61.44,67.92,61.44,0.48
11370,2266.06,COUNTY,WINERY,0.48,6,61.44,67.92,61.44,0.48
11370,2266.06,COUNTY,WINERY,0.48,6,61.44,67.92,61.44,0.48
11370,2266.06,COUNTY,WINERY,0.48,6,61.44,67.92,61.44,0.48
11370,2266.06,COUNTY,WINERY,0.48,6,61.44,67.92,61.44,0.48
11370,2266.06,COUNTY,WINERY,0.48,6,61.44,67.92,61.44,0.48
11370,2266.06,COUNTY,WINERY,0.48,6,61.44,67.92,61.44,0.48
11370,2266.06,COUNTY,WINERY,0.48,6,61.44,67.92,61.44,0.48
11370,2266.06,COUNTY,WINERY,0.48,6,61.44,67.92,61.44,0.48
11370,2266.06,COUNTY,WINERY,0.48,6,61.44,67.92,61.44,0.48
11370,2266.06,COUNTY,WINERY,0.48,6,61.44,67.92,61.44,0.48
11402,2139.51,C,LODGING-FW,12.48,6,30.720000000000002,49.2,30.720000000000002,12.48
11402,2139.51,C,LODGING-FW,12.48,6,30.720000000000002,49.2,30.720000000000002,12.48
11402,2139.51,C,LODGING-FW,12.48,6,30.720000000000002,49.2,30.720000000000002,12.48
11402,2139.51,C,LODGING-FW,12.48,6,30.720000000000002,49.2,30.720000000000002,12.48
11402,2139.51,C,LODGING-FW,12.48,6,30.720000000000002,49.2,30.720000000000002,12.48
11402,2139.51,C,LODGING-FW,12.48,6,30.720000000000002,49.2,30.720000000000002,12.48
11402,2139.51,C,LODGING-FW,12.48,6,30.720000000000002,49.2,30.720000000000002,12.48
11402,2139.51,C,LODGING-FW,12.48,6,30.720000000000002,49.2,30.720000000000002,12.48
11402,2139.51,C,LODGING-FW,12.48,6,30.720000000000002,49.2,30.720000000000002,12.48
11402,2139.51,C,LODGING-FW,12.48,6,30.720000000000002,49.2,30.720000000000002,12.48
11402,2139.51,C,LODGING-FW,12.48,6,30.720000000000002,49.2,30.720000000000002,12.48
11402,2139.51,C,LODGING-FW,12.48,6,30.720000000000002,49.2,30.720000000000002,12.48
11436,892.19,S,WINERY,4.48,2,1.92,8.4,1.92,4.48
11436,892.19,S,WINERY,4.48,2,1.92,8.4,1.92,4.48
11436,892.19,S,WINERY,4.48,2,1.92,8.4,1.92,4.48
11436,892.19,S,WINERY,4.48,2,1.92,8.4,1.92,4.48
11436,892.19,S,WINERY,4.48,2,1.92,8.4,1.92,4.48
11451,862.31,C,MULTIFAMIL,0.96,4,0.96,5.92,0.96,0.96
11451,862.31,C,MULTIFAMIL,0.96,4,0.96,5.92,0.96,0.96
11451,862.31,C,MULTIFAMIL,0.96,4,0.96,5.92,0.96,0.96
11451,862.31,C,MULTIFAMIL,0.96,4,0.96,5.92,0.96,0.96
11451,862.31,C,MULTIFAMIL,0.96,4,0.96,5.92,0.96,0.96
11483,3450.26,COUNTY,WINERY,0.96,16,24.96,41.92,24.96,0.96
11483,3450.26,COUNTY,WINERY,0.96,16,24.96,41.92,24.96,0.96
11483,3450.26,COUNTY,WINERY,0.96,16,24.96,41.92,24.96,0.96
11483,3450.26,COUNTY,WINERY,0.96,16,24.96,41.92,24.96,0.96
11483,3450.26,COUNTY,WINERY,0.96,16,24.96,41.92,24.96,0.96
11483,3450.26,COUNTY,WINERY,0.96,16,24.96,41.92,24.96,0.96
11483,3450.26,COUNTY,WINERY,0.96,16,24.96,41.92,24.96,0.96
11483,3450.26,COUNTY,WINERY,0.96,16,24.96,41.92,24.96,0.96
11483,3450.26,COUNTY,WINERY,0.96,16,24.96,41.92,24.96,0.96
11512,163.1,S,MULTIFAMIL,0.48,0.8,0.96,2.24,0.96,0.48
11512,163.1,S,MULTIFAMIL,0.48,0.8,0.96,2.24,0.96,0.48
11512,163.1,S,MULTIFAMIL,0.48,0.8,0.96,2.24,0.96,0.48
11513,965.4,COUNTY,WINERY,0.48,4,7.4399999999999995,11.92,7.4399999999999995,0.48
11513,965.4,COUNTY,WINERY,0.48,4,7.4399999999999995,11.92,7.4399999999999995,0.48
11513,965.4,COUNTY,WINERY,0.48,4,7.4399999999999995,11.92,7.4399999999999995,0.48
11513,965.4,COUNTY,WINERY,0.48,4,7.4399999999999995,11.92,7.4399999999999995,0.48
11513,965.4,COUNTY,WINERY,0.48,4,7.4399999999999995,11.92,7.4399999999999995,0.48
11513,965.4,COUNTY,WINERY,0.48,4,7.4399999999999995,11.92,7.4399999999999995,0.48
11554,2671.79,COUNTY,RESTAURANT,14.879999999999999,24,59.44,98.32,59.44,14.879999999999999
11554,2671.79,COUNTY,RESTAURANT,14.879999999999999,24,59.44,98.32,59.44,14.879999999999999
11554,2671.79,COUNTY,RESTAURANT,14.879999999999999,24,59.44,98.32,59.44,14.879999999999999
11554,2671.79,COUNTY,RESTAURANT,14.879999999999999,24,59.44,98.32,59.44,14.879999999999999
11554,2671.79,COUNTY,RESTAURANT,14.879999999999999,24,59.44,98.32,59.44,14.879999999999999
11554,2671.79,COUNTY,RESTAURANT,14.879999999999999,24,59.44,98.32,59.44,14.879999999999999
11554,2671.79,COUNTY,RESTAURANT,14.879999999999999,24,59.44,98.32,59.44,14.879999999999999
11554,2671.79,COUNTY,RESTAURANT,14.879999999999999,24,59.44,98.32,59.44,14.879999999999999
11554,2671.79,COUNTY,RESTAURANT,14.879999999999999,24,59.44,98.32,59.44,14.879999999999999
11554,2671.79,COUNTY,RESTAURANT,14.879999999999999,24,59.44,98.32,59.44,14.879999999999999
11554,2671.79,COUNTY,RESTAURANT,14.879999999999999,24,59.44,98.32,59.44,14.879999999999999
11554,2671.79,COUNTY,RESTAURANT,14.879999999999999,24,59.44,98.32,59.44,14.879999999999999
11554,2671.79,COUNTY,RESTAURANT,14.879999999999999,24,59.44,98.32,59.44,14.879999999999999
11570,269.13,COUNTY,WINERY,0.48,0.96,1.44,2.88,1.44,0.48
11570,269.13,COUNTY,WINERY,0.48,0.96,1.44,2.88,1.44,0.48
11570,269.13,COUNTY,WINERY,0.48,0.96,1.44,2.88,1.44,0.48
11570,269.13,COUNTY,WINERY,0.48,0.96,1.44,2.88,1.44,0.48
11570,269.13,COUNTY,WINERY,0.48,0.96,1.44,2.88,1.44,0.48
11570,269.13,COUNTY,WINERY,0.48,0.96,1.44,2.88,1.44,0.48
11570,269.13,COUNTY,WINERY,0.48,0.96,1.44,2.88,1.44,0.48
11607,284.84,Y,FOURPLEX,0.48,0.96,0.96,2.4,0.96,0.48
11607,284.84,Y,FOURPLEX,0.48,0.96,0.96,2.4,0.96,0.48
11607,284.84,Y,FOURPLEX,0.48,0.96,0.96,2.4,0.96,0.48
11607,284.84,Y,FOURPLEX,0.48,0.96,0.96,2.4,0.96,0.48
11643,617.13,COUNTY,OFFICE BLD,0.48,2.48,0.48,3.44,0.48,0.48
11643,617.13,COUNTY,OFFICE BLD,0.48,2.48,0.48,3.44,0.48,0.48
11643,617.13,COUNTY,OFFICE BLD,0.48,2.48,0.48,3.44,0.48,0.48
11643,617.13,COUNTY,OFFICE BLD,0.48,2.48,0.48,3.44,0.48,0.48
11750,195.74,S,CHURCH,0.96,0.96,0.96,2.88,0.96,0.96
11750,195.74,S,CHURCH,0.96,0.96,0.96,2.88,0.96,0.96
11750,195.74,S,CHURCH,0.96,0.96,0.96,2.88,0.96,0.96
11788,1158.56,C,MULTIFAMIL,0.48,6,1.44,7.92,1.44,0.48
11788,1158.56,C,MULTIFAMIL,0.48,6,1.44,7.92,1.44,0.48
11788,1158.56,C,MULTIFAMIL,0.48,6,1.44,7.92,1.44,0.48
11788,1158.56,C,MULTIFAMIL,0.48,6,1.44,7.92,1.44,0.48
11788,1158.56,C,MULTIFAMIL,0.48,6,1.44,7.92,1.44,0.48
11850,195.74,S,CHURCH,0.48,0.96,0.48,1.92,0.48,0.48
11850,195.74,S,CHURCH,0.48,0.96,0.48,1.92,0.48,0.48
11850,195.74,S,CHURCH,0.48,0.96,0.48,1.92,0.48,0.48
11852,32.62,S,MULTIFAMIL,0.48,0.16,0.48,1.12,0.48,0.48
11852,32.62,S,MULTIFAMIL,0.48,0.16,0.48,1.12,0.48,0.48
11852,32.62,S,MULTIFAMIL,0.48,0.16,0.48,1.12,0.48,0.48
11861,1150.37,COUNTY,WINERY,0.48,2,4,6.48,4,0.48
11861,1150.37,COUNTY,WINERY,0.48,2,4,6.48,4,0.48
11861,1150.37,COUNTY,WINERY,0.48,2,4,6.48,4,0.48
11911,318.1,S,RESTAURANT,5.76,0.48,1.92,8.16,1.92,5.76
11911,318.1,S,RESTAURANT,5.76,0.48,1.92,8.16,1.92,5.76
11911,318.1,S,RESTAURANT,5.76,0.48,1.92,8.16,1.92,5.76
11911,318.1,S,RESTAURANT,5.76,0.48,1.92,8.16,1.92,5.76
11911,318.1,S,RESTAURANT,5.76,0.48,1.92,8.16,1.92,5.76
11911,318.1,S,RESTAURANT,5.76,0.48,1.92,8.16,1.92,5.76
11911,318.1,S,RESTAURANT,5.76,0.48,1.92,8.16,1.92,5.76
11911,318.1,S,RESTAURANT,5.76,0.48,1.92,8.16,1.92,5.76
11994,506.7,C,MULTIFAMIL,0.48,2.4,1.92,4.8,1.92,0.48
11994,506.7,C,MULTIFAMIL,0.48,2.4,1.92,4.8,1.92,0.48
11994,506.7,C,MULTIFAMIL,0.48,2.4,1.92,4.8,1.92,0.48
11994,506.7,C,MULTIFAMIL,0.48,2.4,1.92,4.8,1.92,0.48
11994,506.7,C,MULTIFAMIL,0.48,2.4,1.92,4.8,1.92,0.48
12074,103.93,C,UTILITY,0.48,0.48,0.48,1.44,0.48,0.48
12074,103.93,C,UTILITY,0.48,0.48,0.48,1.44,0.48,0.48
12074,103.93,C,UTILITY,0.48,0.48,0.48,1.44,0.48,0.48
12171,743.93,S,CATERING,11.52,4,97.44,112.96,97.44,11.52
12171,743.93,S,CATERING,11.52,4,97.44,112.96,97.44,11.52
12171,743.93,S,CATERING,11.52,4,97.44,112.96,97.44,11.52
12171,743.93,S,CATERING,11.52,4,97.44,112.96,97.44,11.52
12171,743.93,S,CATERING,11.52,4,97.44,112.96,97.44,11.52
12171,743.93,S,CATERING,11.52,4,97.44,112.96,97.44,11.52
12171,743.93,S,CATERING,11.52,4,97.44,112.96,97.44,11.52
12171,743.93,S,CATERING,11.52,4,97.44,112.96,97.44,11.52
12171,743.93,S,CATERING,11.52,4,97.44,112.96,97.44,11.52
12171,743.93,S,CATERING,11.52,4,97.44,112.96,97.44,11.52
12171,743.93,S,CATERING,11.52,4,97.44,112.96,97.44,11.52
12227,3129.38,COUNTY,WINERY,6.5600000000000005,16,4,26.560000000000002,4,6.5600000000000005
12227,3129.38,COUNTY,WINERY,6.5600000000000005,16,4,26.560000000000002,4,6.5600000000000005
12227,3129.38,COUNTY,WINERY,6.5600000000000005,16,4,26.560000000000002,4,6.5600000000000005
12227,3129.38,COUNTY,WINERY,6.5600000000000005,16,4,26.560000000000002,4,6.5600000000000005
12227,3129.38,COUNTY,WINERY,6.5600000000000005,16,4,26.560000000000002,4,6.5600000000000005
12227,3129.38,COUNTY,WINERY,6.5600000000000005,16,4,26.560000000000002,4,6.5600000000000005
12270,605.47,COUNTY,WINERY,4,0,1.44,5.4399999999999995,1.44,4
12270,605.47,COUNTY,WINERY,4,0,1.44,5.4399999999999995,1.44,4
12347,482.56,COUNTY,VINEYARD,0.48,2,0.48,2.96,0.48,0.48
12347,482.56,COUNTY,VINEYARD,0.48,2,0.48,2.96,0.48,0.48
12347,482.56,COUNTY,VINEYARD,0.48,2,0.48,2.96,0.48,0.48
12359,1460.92,S,WINERY,0.32,0,12,12.32,12,0.32
12359,1460.92,S,WINERY,0.32,0,12,12.32,12,0.32
12359,1460.92,S,WINERY,0.32,0,12,12.32,12,0.32
12413,417.56,S,WINERY,0.48,0.96,5.92,7.359999999999999,5.92,0.48
12413,417.56,S,WINERY,0.48,0.96,5.92,7.359999999999999,5.92,0.48
12413,417.56,S,WINERY,0.48,0.96,5.92,7.359999999999999,5.92,0.48
12413,417.56,S,WINERY,0.48,0.96,5.92,7.359999999999999,5.92,0.48
12413,417.56,S,WINERY,0.48,0.96,5.92,7.359999999999999,5.92,0.48
12446,134.57,COUNTY,WINERY,0.48,0.48,0.48,1.44,0.48,0.48
12446,134.57,COUNTY,WINERY,0.48,0.48,0.48,1.44,0.48,0.48
12446,134.57,COUNTY,WINERY,0.48,0.48,0.48,1.44,0.48,0.48
12469,1558.21,COUNTY,WINERY,0.32,4,4,8.32,4,0.32
12469,1558.21,COUNTY,WINERY,0.32,4,4,8.32,4,0.32
12469,1558.21,COUNTY,WINERY,0.32,4,4,8.32,4,0.32
12740,67.49,Y,OFFICE BLD,0.48,0.32,0.48,1.28,0.48,0.48
12740,67.49,Y,OFFICE BLD,0.48,0.32,0.48,1.28,0.48,0.48
12740,67.49,Y,OFFICE BLD,0.48,0.32,0.48,1.28,0.48,0.48
12752,89.71,COUNTY,COMMUNITY,0.48,0.32,0.48,1.28,0.48,0.48
12752,89.71,COUNTY,COMMUNITY,0.48,0.32,0.48,1.28,0.48,0.48
12752,89.71,COUNTY,COMMUNITY,0.48,0.32,0.48,1.28,0.48,0.48
12848,134.57,COUNTY,WINERY,0.48,0.48,0.96,1.92,0.96,0.48
12848,134.57,COUNTY,WINERY,0.48,0.48,0.96,1.92,0.96,0.48
12848,134.57,COUNTY,WINERY,0.48,0.48,0.96,1.92,0.96,0.48
12848,134.57,COUNTY,WINERY,0.48,0.48,0.96,1.92,0.96,0.48
12917,810.72,C,MULTIFAMIL,1.44,3.84,2.4,7.68,2.4,1.44
12917,810.72,C,MULTIFAMIL,1.44,3.84,2.4,7.68,2.4,1.44
12917,810.72,C,MULTIFAMIL,1.44,3.84,2.4,7.68,2.4,1.44
12917,810.72,C,MULTIFAMIL,1.44,3.84,2.4,7.68,2.4,1.44
12917,810.72,C,MULTIFAMIL,1.44,3.84,2.4,7.68,2.4,1.44
12929,3553.81,Y,LODGING-FW,5.76,36,20,61.76,20,5.76
12929,3553.81,Y,LODGING-FW,5.76,36,20,61.76,20,5.76
12929,3553.81,Y,LODGING-FW,5.76,36,20,61.76,20,5.76
12929,3553.81,Y,LODGING-FW,5.76,36,20,61.76,20,5.76
12929,3553.81,Y,LODGING-FW,5.76,36,20,61.76,20,5.76
12929,3553.81,Y,LODGING-FW,5.76,36,20,61.76,20,5.76
12929,3553.81,Y,LODGING-FW,5.76,36,20,61.76,20,5.76
12929,3553.81,Y,LODGING-FW,5.76,36,20,61.76,20,5.76
12929,3553.81,Y,LODGING-FW,5.76,36,20,61.76,20,5.76
13041,166.73,S,OFFICE BLD,0.8,0.32,1.44,2.56,1.44,0.8
13041,166.73,S,OFFICE BLD,0.8,0.32,1.44,2.56,1.44,0.8
13041,166.73,S,OFFICE BLD,0.8,0.32,1.44,2.56,1.44,0.8
13041,166.73,S,OFFICE BLD,0.8,0.32,1.44,2.56,1.44,0.8
13041,166.73,S,OFFICE BLD,0.8,0.32,1.44,2.56,1.44,0.8
13066,44.86,COUNTY,OFFICE BLD,0.48,0.16,0.48,1.12,0.48,0.48
13066,44.86,COUNTY,OFFICE BLD,0.48,0.16,0.48,1.12,0.48,0.48
13066,44.86,COUNTY,OFFICE BLD,0.48,0.16,0.48,1.12,0.48,0.48
13144,735.49,S,LODGING,0.96,8,1.44,10.4,1.44,0.96
13144,735.49,S,LODGING,0.96,8,1.44,10.4,1.44,0.96
13144,735.49,S,LODGING,0.96,8,1.44,10.4,1.44,0.96
13144,735.49,S,LODGING,0.96,8,1.44,10.4,1.44,0.96
13144,735.49,S,LODGING,0.96,8,1.44,10.4,1.44,0.96
13145,3983.89,S,RESTAURANT,31.68,16,77.75999999999999,125.44,77.75999999999999,31.68
13145,3983.89,S,RESTAURANT,31.68,16,77.75999999999999,125.44,77.75999999999999,31.68
13145,3983.89,S,RESTAURANT,31.68,16,77.75999999999999,125.44,77.75999999999999,31.68
13145,3983.89,S,RESTAURANT,31.68,16,77.75999999999999,125.44,77.75999999999999,31.68
13145,3983.89,S,RESTAURANT,31.68,16,77.75999999999999,125.44,77.75999999999999,31.68
13145,3983.89,S,RESTAURANT,31.68,16,77.75999999999999,125.44,77.75999999999999,31.68
13145,3983.89,S,RESTAURANT,31.68,16,77.75999999999999,125.44,77.75999999999999,31.68
13145,3983.89,S,RESTAURANT,31.68,16,77.75999999999999,125.44,77.75999999999999,31.68
13145,3983.89,S,RESTAURANT,31.68,16,77.75999999999999,125.44,77.75999999999999,31.68
13145,3983.89,S,RESTAURANT,31.68,16,77.75999999999999,125.44,77.75999999999999,31.68
13145,3983.89,S,RESTAURANT,31.68,16,77.75999999999999,125.44,77.75999999999999,31.68
13145,3983.89,S,RESTAURANT,31.68,16,77.75999999999999,125.44,77.75999999999999,31.68
13145,3983.89,S,RESTAURANT,31.68,16,77.75999999999999,125.44,77.75999999999999,31.68
13431,4095.03,COUNTY,WINERY,0.32,12,22,34.32,22,0.32
13431,4095.03,COUNTY,WINERY,0.32,12,22,34.32,22,0.32
13431,4095.03,COUNTY,WINERY,0.32,12,22,34.32,22,0.32
13431,4095.03,COUNTY,WINERY,0.32,12,22,34.32,22,0.32
13431,4095.03,COUNTY,WINERY,0.32,12,22,34.32,22,0.32
13431,4095.03,COUNTY,WINERY,0.32,12,22,34.32,22,0.32
13457,303.72,Y,OFFICE BLD,0.48,1.44,1.44,3.36,1.44,0.48
13457,303.72,Y,OFFICE BLD,0.48,1.44,1.44,3.36,1.44,0.48
13457,303.72,Y,OFFICE BLD,0.48,1.44,1.44,3.36,1.44,0.48
13457,303.72,Y,OFFICE BLD,0.48,1.44,1.44,3.36,1.44,0.48
13457,303.72,Y,OFFICE BLD,0.48,1.44,1.44,3.36,1.44,0.48
13636,130.5,S,WINERY,0.96,0.64,0.96,2.56,0.96,0.96
13636,130.5,S,WINERY,0.96,0.64,0.96,2.56,0.96,0.96
13636,130.5,S,WINERY,0.96,0.64,0.96,2.56,0.96,0.96
13636,130.5,S,WINERY,0.96,0.64,0.96,2.56,0.96,0.96
13636,130.5,S,WINERY,0.96,0.64,0.96,2.56,0.96,0.96
13720,101.24,Y,LODGING,0.48,0.48,0.48,1.44,0.48,0.48
13720,101.24,Y,LODGING,0.48,0.48,0.48,1.44,0.48,0.48
13720,101.24,Y,LODGING,0.48,0.48,0.48,1.44,0.48,0.48
13760,130.5,S,WINERY,0.96,0.64,0.96,2.56,0.96,0.96
13760,130.5,S,WINERY,0.96,0.64,0.96,2.56,0.96,0.96
13760,130.5,S,WINERY,0.96,0.64,0.96,2.56,0.96,0.96
13760,130.5,S,WINERY,0.96,0.64,0.96,2.56,0.96,0.96
13760,130.5,S,WINERY,0.96,0.64,0.96,2.56,0.96,0.96
13760,130.5,S,WINERY,0.96,0.64,0.96,2.56,0.96,0.96
14081,2979.38,COUNTY,WINERY,4,16,4,24,4,4
14081,2979.38,COUNTY,WINERY,4,16,4,24,4,4
14081,2979.38,COUNTY,WINERY,4,16,4,24,4,4
14081,2979.38,COUNTY,WINERY,4,16,4,24,4,4
14193,439.46,C,MULTIFAMIL,0.48,2,1.44,3.92,1.44,0.48
14193,439.46,C,MULTIFAMIL,0.48,2,1.44,3.92,1.44,0.48
14193,439.46,C,MULTIFAMIL,0.48,2,1.44,3.92,1.44,0.48
14193,439.46,C,MULTIFAMIL,0.48,2,1.44,3.92,1.44,0.48
14193,439.46,C,MULTIFAMIL,0.48,2,1.44,3.92,1.44,0.48
14209,2671.8,COUNTY,WINERY,5.12,36,17.439999999999998,58.559999999999995,17.439999999999998,5.12
14209,2671.8,COUNTY,WINERY,5.12,36,17.439999999999998,58.559999999999995,17.439999999999998,5.12
14209,2671.8,COUNTY,WINERY,5.12,36,17.439999999999998,58.559999999999995,17.439999999999998,5.12
14209,2671.8,COUNTY,WINERY,5.12,36,17.439999999999998,58.559999999999995,17.439999999999998,5.12
14209,2671.8,COUNTY,WINERY,5.12,36,17.439999999999998,58.559999999999995,17.439999999999998,5.12
14209,2671.8,COUNTY,WINERY,5.12,36,17.439999999999998,58.559999999999995,17.439999999999998,5.12
14209,2671.8,COUNTY,WINERY,5.12,36,17.439999999999998,58.559999999999995,17.439999999999998,5.12
14209,2671.8,COUNTY,WINERY,5.12,36,17.439999999999998,58.559999999999995,17.439999999999998,5.12
14209,2671.8,COUNTY,WINERY,5.12,36,17.439999999999998,58.559999999999995,17.439999999999998,5.12
14209,2671.8,COUNTY,WINERY,5.12,36,17.439999999999998,58.559999999999995,17.439999999999998,5.12
14377,1048.95,S,WINERY,12,6,25.44,43.44,25.44,12
14377,1048.95,S,WINERY,12,6,25.44,43.44,25.44,12
14377,1048.95,S,WINERY,12,6,25.44,43.44,25.44,12
14377,1048.95,S,WINERY,12,6,25.44,43.44,25.44,12
14377,1048.95,S,WINERY,12,6,25.44,43.44,25.44,12
14377,1048.95,S,WINERY,12,6,25.44,43.44,25.44,12
14377,1048.95,S,WINERY,12,6,25.44,43.44,25.44,12
14377,1048.95,S,WINERY,12,6,25.44,43.44,25.44,12
14379,0,COUNTY,HOSPITAL,6.4,0,11.52,17.92,11.52,6.4
14379,0,COUNTY,HOSPITAL,6.4,0,11.52,17.92,11.52,6.4
14379,0,COUNTY,HOSPITAL,6.4,0,11.52,17.92,11.52,6.4
14379,0,COUNTY,HOSPITAL,6.4,0,11.52,17.92,11.52,6.4
14553,103.93,C,CHURCH,0.48,0.48,0.48,1.44,0.48,0.48
14553,103.93,C,CHURCH,0.48,0.48,0.48,1.44,0.48,0.48
14553,103.93,C,CHURCH,0.48,0.48,0.48,1.44,0.48,0.48
14652,1503.97,S,RESTAURANT,8.64,16,21.439999999999998,46.08,21.439999999999998,8.64
14652,1503.97,S,RESTAURANT,8.64,16,21.439999999999998,46.08,21.439999999999998,8.64
14652,1503.97,S,RESTAURANT,8.64,16,21.439999999999998,46.08,21.439999999999998,8.64
14652,1503.97,S,RESTAURANT,8.64,16,21.439999999999998,46.08,21.439999999999998,8.64
14652,1503.97,S,RESTAURANT,8.64,16,21.439999999999998,46.08,21.439999999999998,8.64
14652,1503.97,S,RESTAURANT,8.64,16,21.439999999999998,46.08,21.439999999999998,8.64
14652,1503.97,S,RESTAURANT,8.64,16,21.439999999999998,46.08,21.439999999999998,8.64
14652,1503.97,S,RESTAURANT,8.64,16,21.439999999999998,46.08,21.439999999999998,8.64
14652,1503.97,S,RESTAURANT,8.64,16,21.439999999999998,46.08,21.439999999999998,8.64
14682,44.86,COUNTY,VINEYARD,0.48,0.16,0.48,1.12,0.48,0.48
14682,44.86,COUNTY,VINEYARD,0.48,0.16,0.48,1.12,0.48,0.48
14682,44.86,COUNTY,VINEYARD,0.48,0.16,0.48,1.12,0.48,0.48
14698,179.42,COUNTY,LODGING-FW,0.48,0.32,0.96,1.76,0.96,0.48
14698,179.42,COUNTY,LODGING-FW,0.48,0.32,0.96,1.76,0.96,0.48
14698,179.42,COUNTY,LODGING-FW,0.48,0.32,0.96,1.76,0.96,0.48
14698,179.42,COUNTY,LODGING-FW,0.48,0.32,0.96,1.76,0.96,0.48
14772,69.28,C,WINERY,0.48,0.32,0.48,1.28,0.48,0.48
14772,69.28,C,WINERY,0.48,0.32,0.48,1.28,0.48,0.48
14772,69.28,C,WINERY,0.48,0.32,0.48,1.28,0.48,0.48
14793,311.79,C,LODGING,0.48,1.44,1.44,3.36,1.44,0.48
14793,311.79,C,LODGING,0.48,1.44,1.44,3.36,1.44,0.48
14793,311.79,C,LODGING,0.48,1.44,1.44,3.36,1.44,0.48
14849,283.86,C,WINERY,0.96,0.96,0.96,2.88,0.96,0.96
14849,283.86,C,WINERY,0.96,0.96,0.96,2.88,0.96,0.96
14849,283.86,C,WINERY,0.96,0.96,0.96,2.88,0.96,0.96
14849,283.86,C,WINERY,0.96,0.96,0.96,2.88,0.96,0.96
14953,890.4,COUNTY,MULTIFAMIL,0.64,4,1.44,6.08,1.44,0.64
14953,890.4,COUNTY,MULTIFAMIL,0.64,4,1.44,6.08,1.44,0.64
14953,890.4,COUNTY,MULTIFAMIL,0.64,4,1.44,6.08,1.44,0.64
14953,890.4,COUNTY,MULTIFAMIL,0.64,4,1.44,6.08,1.44,0.64
14953,890.4,COUNTY,MULTIFAMIL,0.64,4,1.44,6.08,1.44,0.64
14989,103.93,C,LODGING-FW,0.48,0.48,0.48,1.44,0.48,0.48
14989,103.93,C,LODGING-FW,0.48,0.48,0.48,1.44,0.48,0.48
14989,103.93,C,LODGING-FW,0.48,0.48,0.48,1.44,0.48,0.48
15224,0,C,SCHOOL,5.12,0,0.96,6.08,0.96,5.12
15224,0,C,SCHOOL,5.12,0,0.96,6.08,0.96,5.12
15224,0,C,SCHOOL,5.12,0,0.96,6.08,0.96,5.12
15224,0,C,SCHOOL,5.12,0,0.96,6.08,0.96,5.12
15226,179.42,COUNTY,WINERY,0.48,0.64,0.96,2.08,0.96,0.48
15226,179.42,COUNTY,WINERY,0.48,0.64,0.96,2.08,0.96,0.48
15226,179.42,COUNTY,WINERY,0.48,0.64,0.96,2.08,0.96,0.48
15226,179.42,COUNTY,WINERY,0.48,0.64,0.96,2.08,0.96,0.48
15226,179.42,COUNTY,WINERY,0.48,0.64,0.96,2.08,0.96,0.48
15290,97.87,S,MIXED USE,0.48,0.48,0.48,1.44,0.48,0.48
15290,97.87,S,MIXED USE,0.48,0.48,0.48,1.44,0.48,0.48
15290,97.87,S,MIXED USE,0.48,0.48,0.48,1.44,0.48,0.48
15344,7267.84,COUNTY,WINERY,12,24,80.48,116.48,80.48,12
15344,7267.84,COUNTY,WINERY,12,24,80.48,116.48,80.48,12
15344,7267.84,COUNTY,WINERY,12,24,80.48,116.48,80.48,12
15344,7267.84,COUNTY,WINERY,12,24,80.48,116.48,80.48,12
15344,7267.84,COUNTY,WINERY,12,24,80.48,116.48,80.48,12
15344,7267.84,COUNTY,WINERY,12,24,80.48,116.48,80.48,12
15344,7267.84,COUNTY,WINERY,12,24,80.48,116.48,80.48,12
15344,7267.84,COUNTY,WINERY,12,24,80.48,116.48,80.48,12
