cust,monthly_bill,cycle,qty,size,commodity,pickups,bin_amount,tax_body,biz_type
11049,2032.03,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
11049,2032.03,CA,1,0.48,Recycle,1,100.93,COUNTY,WINERY
11049,2032.03,CA,1,4,Recycle,2,150,COUNTY,WINERY
11049,2032.03,CA,1,4,Recycle,2,150,COUNTY,WINERY
11049,2032.03,CA,1,4,Recycle,3,75,COUNTY,WINERY
11049,2032.03,CA,1,4,Recycle,3,75,COUNTY,WINERY
11049,2032.03,CA,1,4,Recycle,3,75,COUNTY,WINERY
11086,482.56,CA,1,2,Garbage,1,482.56,COUNTY,VINEYARD
11086,482.56,CA,1,0.48,Recycle,1,0,COUNTY,VINEYARD
11086,482.56,CA,1,0.48,Compost,1,0,COUNTY,VINEYARD
11110,103.93,CA,1,0.48,Garbage,1,103.93,C,MEDICAL
11110,103.93,CA,1,0.48,Compost,1,0,C,MEDICAL
11132,168.9,CA,5,0.16,Garbage,1,33.78,C,MULTIFAMIL
11132,168.9,CA,1,0.48,Compost,1,0,C,MULTIFAMIL
11132,168.9,CA,1,0.48,Compost,1,0,C,MULTIFAMIL
11132,168.9,CA,1,0.48,Compost,1,0,C,MULTIFAMIL
11132,168.9,CA,1,0.48,Compost,1,0,C,MULTIFAMIL
11132,168.9,CA,1,0.48,Recycle,1,0,C,MULTIFAMIL
11132,168.9,CA,1,0.48,Recycle,1,0,C,MULTIFAMIL
11132,168.9,CA,1,0.48,Recycle,1,0,C,MULTIFAMIL
11132,168.9,CA,1,0.48,Recycle,1,0,C,MULTIFAMIL
11132,168.9,CA,1,0.48,Recycle,1,0,C,MULTIFAMIL
11132,168.9,CA,1,0.48,Compost,1,0,C,MULTIFAMIL
11147,7995.2,CA,190,0.16,Garbage,1,33.78,C,MOBILEHOME
11147,7995.2,CA,190,0.48,Recycle,1,7.5,C,MOBILEHOME
11147,7995.2,CA,1,0.48,Recycle,1,76,C,MOBILEHOME
11147,7995.2,CA,1,0.48,Recycle,1,76,C,MOBILEHOME
11147,7995.2,CA,190,0.48,Compost,1,0,C,MOBILEHOME
11157,32.62,CA,1,0.16,Garbage,1,32.62,S,RETAIL
11162,1723.97,CA,1,2,Garbage,2,1447.11,COUNTY,WINERY
11162,1723.97,CA,1,2,Garbage,2,1447.11,COUNTY,WINERY
11162,1723.97,CA,1,4,Recycle,1,75,COUNTY,WINERY
11162,1723.97,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
11162,1723.97,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
11162,1723.97,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
11162,1723.97,CA,2,0.48,Recycle,1,100.93,COUNTY,WINERY
11162,1723.97,CA,1,0.32,Compost,1,0,COUNTY,WINERY
11174,890.4,CA,1,4,Garbage,1,890.4,COUNTY,WINERY
11174,890.4,CA,3,0.48,Recycle,1,0,COUNTY,WINERY
11174,890.4,CA,1,0.48,Compost,1,0,COUNTY,WINERY
11174,890.4,CA,1,2,"",0,0,COUNTY,WINERY
11174,890.4,CA,1,0.32,Compost,1,0,COUNTY,WINERY
11224,103.92,CA,1,0.16,Garbage,1,34.64,C,MULTIFAMIL
11224,103.92,CA,1,0.16,Garbage,1,34.64,C,MULTIFAMIL
11224,103.92,CA,1,0.16,Garbage,1,34.64,C,MULTIFAMIL
11224,103.92,CA,1,0.48,Recycle,1,0,C,MULTIFAMIL
11224,103.92,CA,1,0.48,Recycle,1,0,C,MULTIFAMIL
11224,103.92,CA,1,0.48,Recycle,1,0,C,MULTIFAMIL
11224,103.92,CA,1,0.48,Compost,1,0,C,MULTIFAMIL
11255,1048.95,CA,1,6,Garbage,1,973.95,S,SCHOOL
11255,1048.95,CA,1,0.48,Compost,1,0,S,SCHOOL
11255,1048.95,CA,1,4,Recycle,1,75,S,SCHOOL
11256,146.82,CA,1,0.48,Recycle,1,0,S,SCHOOL
11256,146.82,CA,1,0.48,Recycle,1,0,S,SCHOOL
11256,146.82,CA,1,0.48,Recycle,1,0,S,SCHOOL
11256,146.82,CA,2,0.48,Recycle,1,73.41,S,SCHOOL
11256,146.82,CA,1,6,"",1,0,S,SCHOOL
11256,146.82,CA,3,0.48,Compost,1,0,S,SCHOOL
11256,146.82,CA,4,0.32,Compost,2,0,S,SCHOOL
11256,146.82,CA,4,0.32,Compost,2,0,S,SCHOOL
11282,97.87,CA,1,0.48,Garbage,1,97.87,S,COMMUNITY
11282,97.87,CA,1,0.48,Recycle,1,0,S,COMMUNITY
11282,97.87,CA,1,0.48,Compost,1,0,S,COMMUNITY
11282,97.87,CA,1,0.32,Compost,1,0,S,COMMUNITY
11302,1481.22,CA,1,4,Garbage,1,668.93,S,WINERY
11302,1481.22,CA,1,6,Compost,1,662.29,S,WINERY
11302,1481.22,CA,3,0.48,Recycle,1,0,S,WINERY
11302,1481.22,CA,1,0.48,Compost,1,0,S,WINERY
11302,1481.22,CA,1,4,Recycle,1,75,S,WINERY
11302,1481.22,CA,1,4,Recycle,1,75,S,WINERY
11309,3698.56,CA,1,4,Garbage,1,1252.72,COUNTY,WINERY
11309,3698.56,CA,1,PU,"",1,50,COUNTY,WINERY
11309,3698.56,CA,1,6,Recycle,1,1381.3,COUNTY,WINERY
11309,3698.56,CA,1,4,Recycle,1,939.54,COUNTY,WINERY
11309,3698.56,CA,1,6,Recycle,2,75,COUNTY,WINERY
11309,3698.56,CA,1,6,Recycle,2,75,COUNTY,WINERY
11342,435.94,CA,1,2,Garbage,1,435.94,Y,BAR NO FW
11349,365.88,CA,1,0.48,Garbage,1,182.94,COUNTY,PARK
11349,365.88,CA,1,0.48,Garbage,1,182.94,COUNTY,PARK
11349,365.88,CA,1,0.48,Recycle,1,0,COUNTY,PARK
11349,365.88,CA,1,0.48,Recycle,1,0,COUNTY,PARK
11370,2266.06,CA,1,6,Garbage,1,1298.25,COUNTY,WINERY
11370,2266.06,CA,1,0.48,Compost,1,0,COUNTY,WINERY
11370,2266.06,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
11370,2266.06,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
11370,2266.06,CA,1,4,Recycle,1,667.81,COUNTY,WINERY
11370,2266.06,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
11370,2266.06,CA,1,4,Recycle,2,75,COUNTY,WINERY
11370,2266.06,CA,1,4,Recycle,2,75,COUNTY,WINERY
11370,2266.06,CA,1,6,Recycle,2,75,COUNTY,WINERY
11370,2266.06,CA,1,6,Recycle,2,75,COUNTY,WINERY
11370,2266.06,CA,1,4,Recycle,2,150,COUNTY,WINERY
11370,2266.06,CA,1,4,Recycle,2,150,COUNTY,WINERY
11402,2139.51,CA,1,6,Garbage,1,1188.51,C,LODGING-FW
11402,2139.51,CA,1,OC,"",1,40,C,LODGING-FW
11402,2139.51,CA,1,6,Recycle,2,75,C,LODGING-FW
11402,2139.51,CA,1,6,Recycle,2,75,C,LODGING-FW
11402,2139.51,CA,3,0.48,Recycle,1,0,C,LODGING-FW
11402,2139.51,CA,1,0.48,Recycle,1,76,C,LODGING-FW
11402,2139.51,CA,3,0.48,Recycle,1,76,C,LODGING-FW
11402,2139.51,CA,1,0.48,Recycle,1,76,C,LODGING-FW
11402,2139.51,CA,6,0.48,Recycle,1,76,C,LODGING-FW
11402,2139.51,CA,2,0.48,Compost,1,0,C,LODGING-FW
11402,2139.51,CA,4,0.32,Compost,3,0,C,LODGING-FW
11402,2139.51,CA,4,0.32,Compost,3,0,C,LODGING-FW
11402,2139.51,CA,4,0.32,Compost,3,0,C,LODGING-FW
11436,892.19,CA,1,4,Compost,1,454.87,S,WINERY
11436,892.19,CA,1,2,Garbage,1,363.91,S,WINERY
11436,892.19,CA,3,0.48,Recycle,1,0,S,WINERY
